,genes,values
108,B3GNT5,-1.981747
109,F2RL3,-17.917067
110,MAPK8IP2,-0.49035445
111,RMI1,5.4845757
112,ZNF398,0.2010804
113,QDPR,-6.9313703
114,PSMD1,0.2037968
115,RPL37,-8.967044
116,RPP38,0.13711222
117,CLDN9,5.4921484
118,TLR1,4.7952304
119,GCNT4,-9.165526
120,ZNF529,0.010609527
121,RMI2,3.1281292
122,RBM28,-5.008375
123,ZNF670,-0.020179044
124,CYP2C19,-39.551575
125,DBF4B,17.865063
126,ACSL6,-35.79082
127,ACE2,2.9724839
128,POU2F1,0.005112328
129,CALML6,40.17159
130,SMC1A,8.571163
131,EFCAB7,-1.5388334
132,PRPF4,-4.353076
133,RIOK1,-1.508123
134,BRCA2,-6.1145
135,UBOX5,6.7566833
136,CDK5R1,-3.6044517
137,LRP2,1.9036047
138,ABCB6,5.040431
139,PTGER1,0.6595247
140,CDK7,9.191451
141,UGT2B17,-50.907
142,B4GALT3,-11.993126
143,BARD1,-7.4313865
144,ASRGL1,1.8418152
145,FBXO5,0.4078187
146,LRTOMT,-22.586813
147,TYMS,-1.9596514
148,TSPAN7,-0.04716403
149,MAPK8IP3,1.870901
150,RANGAP1,3.29424
151,IL12A,-21.239882
152,ADRA1D,0.4126277
153,WIPF2,-1.7854697
154,PDE10A,1.2532277
155,POLA2,-1.9613514
156,OTX1,-7.1903834
157,SSR2,4.396859
158,TNXB,-9.864419
159,ELOVL4,-13.430644
160,ACER3,-6.3154206
161,TAF3,-0.42419755
162,SPOP,2.5385995
163,G6PD,-22.19844
164,STAM,-0.8057721
165,HLA-G,-8.439763
166,RPL23,4.6016083
167,IL33,-18.573608
168,GAS1,-4.2391715
169,CCL22,8.496067
170,XPA,4.697285
171,VEGFA,-20.14638
172,NCBP1,4.2020354
173,ARSG,0.62695354
174,PAK1,9.849142
175,IQCE,3.1034982
176,RFC2,3.3413572
177,PLXNB3,3.436189
178,NFKB2,4.09356
179,ZNF785,0.19845946
180,PPP2R5D,-17.74863
181,SPP1,12.561073
182,IYD,1.2733924
183,DNA2,-6.746098
184,CCNT1,-0.6101677
185,CBS,-20.273731
186,FANCB,8.951018
187,ATP1A2,-18.776783
188,VPS26A,0.6743806
189,BAG2,3.937089
190,FNIP2,2.8817236
191,MAPKAPK5,0.88621086
192,CYB5RL,-5.193218
193,ZNF783,0.15630679
194,BIRC5,-23.89503
195,PRKAR2A,0.7925375
196,CDC6,16.31349
197,GNA13,-6.62206
198,PVR,-0.18409054
199,ZFP30,-0.15928651
200,RPL38,-10.018621
201,ZNF764,0.028229862
202,FANCD2,-1.9247339
203,IHH,6.803414
204,CCNA2,1.4248978
205,KPNB1,2.3239512
206,IL1RL2,10.200585
207,POLR2J3,6.9257083
208,PRF1,22.618313
209,AGAP4,-0.017086728
210,ZNF83,-0.0485408
211,NUP85,-2.7392592
212,GSTA4,-8.015613
213,EXOSC2,-0.056268442
214,ZNF234,-0.07836506
215,ASIC5,0.08902414
216,CDC27,-5.1416974
217,RPS24,5.983119
218,RAN,-10.845049
219,MAP3K3,-13.946731
220,ABCA4,4.2544622
221,ZNF527,-0.0019205059
222,RIPK3,-17.055712
223,PIK3C2G,-13.854267
224,NAGPA,-0.66343516
225,MASP2,2.9627848
226,CA9,9.357779
227,HSD11B2,10.626951
228,CTSW,-24.99991
229,COMP,-8.743314
230,PTGER2,6.9948506
231,PLN,6.246912
232,BCL2L11,-14.157803
233,SELP,1.2177414
234,MTMR14,12.318794
235,APLN,1.2646673
236,ACADVL,5.3698454
237,ADORA2A,-2.1357005
238,CAMKK2,15.364798
239,CASP12,4.3007064
240,GGT5,17.513468
241,STIM2,0.01742002
242,PIGC,5.3226194
243,SLC44A5,-3.7550914
244,NR4A3,-0.7495712
245,ATP6AP2,-0.24509412
246,SNRPB,12.6786585
247,PHKA2,3.270882
248,UBE2E1,8.237952
249,PTTG1,8.899877
250,C7,15.358505
251,OPRL1,1.1045486
252,GGT6,12.789158
253,FANCG,1.8431811
254,GPAT2,9.433724
255,PINK1,2.4899442
256,PIP5KL1,-7.1446867
257,CLDN2,-4.63206
258,NEIL3,2.4255922
259,DIS3L,4.0077224
260,RPLP1,-11.224216
261,ZNF324B,-0.15658823
262,ZNF570,0.16918318
263,PGAP1,-6.0692296
264,GCLM,21.287525
265,ALDH4A1,19.981773
266,DPYSL2,-3.574537
267,ACYP1,2.1874738
268,GSTM5,17.520437
269,DNAJC1,-6.1920614
270,ELN,-2.128114
271,THBD,1.0569018
272,IQGAP3,-1.4662933
273,DSG2,-1.7282451
274,CCNT2,-2.0705972
275,TAF9,-0.26634026
276,SLC9A3,-0.7296796
277,CRTC3,-2.2138104
278,UBE2L3,1.7403345
279,ZNF440,0.057754505
280,RGCC,1.0180048
281,TUBA3C,-26.273018
282,ZNF544,-0.1022262
283,MAP4K1,0.369464
284,IL17RE,-2.291841
285,TBL1Y,-0.6879286
286,GDPD1,-1.6725929
287,PRIM1,0.4963475
288,DBF4,-10.950319
289,PIGM,2.9440038
290,NUP62,-2.775613
291,NUP155,-7.362889
292,CDK1,5.864698
293,ADM,-7.037937
294,PLK4,-2.4315684
295,TUBA3D,-2.7660437
296,CXXC4,-3.021141
297,ZNF85,0.04600719
298,RRAS2,-14.826971
299,KIF3A,1.520455
300,KDELR3,0.80669636
301,TFF1,-0.020075018
302,DNM1,0.6409134
303,NLGN4X,-2.5328794
304,GRPR,1.9803598
305,POU2F3,-0.041941535
306,SRD5A3,8.57165
307,ATG12,-11.659316
308,ZNF583,-0.15221988
309,ZNF66,0.0983515
310,NR1H3,-4.562754
311,UBE2T,-4.64456
312,XRCC2,-1.960034
313,C9,-11.10572
314,DHRS3,1.3094779
315,SLC36A4,-0.36503717
316,ZNF568,0.014246169
317,PIDD1,12.962565
318,AP1S3,-0.59932286
319,CASP2,-5.708373
320,OR1F1,0.9406537
321,ZNF569,0.16689904
322,CNTFR,10.250138
323,PTGS1,-0.20508169
324,SLC25A17,-3.1471188
325,KIF7,2.605238
326,COL8A1,-3.2256143
327,ZNF222,0.070636
328,STX6,-1.8055433
329,RBM17,5.101552
330,THOC2,-3.3430996
331,CCL8,-4.2085075
332,LCAT,-8.319228
333,CD2AP,-7.619984
334,DHH,4.515548
335,SRR,-6.7145596
336,DYNC1LI1,-3.0542572
337,NDC1,-1.5417218
338,AURKA,2.5042028
339,TRAF5,4.4983563
340,ITGB3,25.077639
341,POLA1,5.1445494
342,NPAS2,-1.0638704
343,CERS6,-4.060326
344,ZNF782,0.16942483
345,PF4,3.2252486
346,MCM6,-3.6143665
347,LUM,-3.5227883
348,ALG10B,17.989588
349,AXIN1,4.899113
350,AGPAT5,-16.925924
351,ZNF550,0.058137294
352,ARSB,11.184493
353,STRADB,-0.37485442
354,CFHR3,-3.7948506
355,RSL24D1,-0.49250695
356,TRAM1L1,7.255276
357,SEPHS1,1.1080581
358,CCL18,-2.7313225
359,PDE6C,7.939752
360,UTP18,-0.9338047
361,PRCC,-0.7894289
362,IL13RA2,2.1641052
363,YOD1,-8.180271
364,RAPGEF3,-4.0883827
365,PNMT,15.769668
366,CXCL14,-4.1526465
367,POLR3F,-2.153253
368,HERPUD1,6.8093767
369,ETV4,1.2651776
370,NPFFR2,0.89824826
371,SP1,-10.1624975
372,GGA3,3.1982892
373,CPSF4L,-1.551472
374,TNFRSF19,0.09572404
375,NRG2,-3.301396
376,NXT1,4.973893
377,SRSF3,-6.5295205
378,SLC22A5,5.2404
379,PTCH1,-0.104640245
380,ZNF589,0.10231919
381,UST,0.44176763
382,ENTPD8,13.704488
383,UBE2O,-1.1143459
384,ARHGEF4,-2.7294989
385,NTF3,3.964853
386,FYN,-5.9498076
387,ZNF26,0.18589112
388,SNX5,-2.1286087
389,SULT1A2,-7.698787
390,LIG1,-17.733751
391,MRPL17,-1.53355
392,WDR43,-6.0427365
393,CDKN2D,-10.042765
394,ATIC,6.342902
395,SLC26A3,-3.770492
396,PIP4K2B,22.83404
397,ZNF33A,-0.09239242
398,TALDO1,19.199705
399,EZH1,3.781142
400,SARS2,3.308321
401,HAO2,3.6446414
402,CYP2E1,41.85232
403,RPS15A,-0.81149536
404,SELE,-3.1921377
405,WNT3,-1.0562239
406,GSK3A,-3.190296
407,ZNF383,0.15726063
408,CARD14,0.980322
409,TMSB4Y,-1.9805541
410,FANCM,7.006545
411,CTNNA2,6.1287084
412,UGCG,13.286385
413,KCNJ12,8.973019
414,FANCI,-9.113181
415,PQBP1,-0.5566263
416,LDHC,26.027828
417,WIPF3,-1.1728362
418,ZNF420,0.029314265
419,PIGX,-0.03539833
420,SGPP2,9.613922
421,AVPR2,-1.52804
422,RAG1,-5.180091
423,CUL7,5.298366
424,CASC3,0.1790801
425,CD2,-11.887099
426,CD24,-26.262768
427,UBE2Z,0.29361504
428,CISH,-0.6573842
429,CDC45,-10.610419
430,EZH2,-7.7694116
431,ZNF81,0.07569945
432,ZNF90,-0.031252015
433,TAF11,-0.24035303
434,ITGAV,-18.097605
435,ARG2,1.587909
436,PTGDS,8.694515
437,RIF1,7.2574263
438,WEE1,-2.7349172
439,S1PR2,1.4452246
440,CCL19,10.59276
441,TLR6,-7.4310255
442,RPS16,4.760196
443,ZNF471,-0.0021852353
444,NPRL2,-0.9964291
445,CXCL11,-11.896552
446,HSD17B3,-12.450888
447,SOCS7,-7.1396937
448,POMGNT2,2.065065
449,PRKCQ,-10.906044
450,NDUFB11,-15.699187
451,UPF2,-6.963291
452,NME1,-14.389628
453,CTNNA3,27.138962
454,OGDHL,26.807793
455,AGAP3,0.16318256
456,ATP1A1,-1.6036702
457,UNC5A,3.8488474
458,SLC2A5,3.1825569
459,COL2A1,-4.5401845
460,LRAT,-23.413929
461,GSR,5.691753
462,DHX8,-11.974664
463,ZNF37A,-0.13054462
464,ZNF221,-0.18049161
465,CDC25A,-0.5052427
466,IFI16,-4.595665
467,RNPS1,2.9495842
468,BST1,-8.565302
469,COL14A1,0.5898317
470,FBL,0.015841292
471,CD37,-25.484274
472,CD58,9.403428
473,ZNF442,0.010988431
474,GSTM3,-30.58508
475,TWIST2,3.1410563
476,HMGCL,11.950523
477,IPO13,-1.806502
478,EPHA2,-18.177633
479,ICA1,-0.8018419
480,SLC6A12,-0.97124994
481,HNRNPA3,-10.837341
482,NPLOC4,-0.68884903
483,RPP40,1.8886586
484,CYP1A2,55.554287
485,ARNT2,2.3892639
486,PWP2,4.8958354
487,GABBR2,-9.42769
488,HSPA1A,-7.2473097
489,ACSS2,-22.610731
490,MGAT5,-1.0479225
491,BMS1,-4.697408
492,TLX1,-1.2868289
493,SEMA3A,-3.5847304
494,TOPBP1,-1.0493402
495,KIF5C,11.689364
496,NRXN2,-1.6273425
497,RPS6KB1,14.30748
498,RGMA,6.3205333
499,PIK3R2,5.8183136
500,PGP,-17.957165
501,PTH2R,0.282002
502,KIF23,3.3403113
503,CCR2,7.2931857
504,MST1R,-0.015941694
505,EFNA3,20.837234
506,HS2ST1,11.327648
507,SOX4,2.9577029
508,VTCN1,-2.9249086
509,BRAF,-4.067981
510,RPL10L,10.963085
511,PRPF3,10.329534
512,ISY1,8.643884
513,DEGS2,-3.2431552
514,UBQLN4,-5.632994
515,DNAH11,0.9019143
516,NLGN4Y,-1.9147123
517,FABP4,1.3516917
518,KPNA5,-3.1605747
519,RAMP3,-0.37207893
520,XPO1,-4.710494
521,PTPRJ,-2.0245073
522,PTCH2,-2.18486
523,MYLK4,-16.048904
524,SEMA3B,-0.94157046
525,CARD11,10.824489
526,COL7A1,3.4251673
527,PGD,-5.2375984
528,ZNF585A,-0.18066311
529,GTSE1,0.15576807
530,CBR3,2.9605286
531,ALYREF,-2.8594985
532,SYT1,1.9675157
533,SAP30,1.9664242
534,ACACA,30.561314
535,CERS5,10.520249
536,ZNF681,-0.07833933
537,SUV39H1,1.1432815
538,P2RX6,1.4252393
539,TEK,7.660517
540,DCTPP1,13.121023
541,ST6GALNAC2,0.7446889
542,VPS29,0.8017139
543,VNN1,1.9850798
544,COL8A2,-4.1789675
545,SLC2A4,7.7905135
546,CHMP4A,-1.9851536
547,SAT2,-10.61152
548,TAF4,0.19349767
549,NSFL1C,-11.826017
550,CKS1B,2.5104134
551,PTDSS2,0.12050874
552,ZNF674,-0.16649243
553,TRPC5,5.502738
554,IPO7,-1.3334261
555,NUP43,3.999108
556,ZNF84,0.13054569
557,ACYP2,-1.4617157
558,MATR3,-0.85807073
559,FLAD1,7.1801744
560,ZNF343,-0.14550559
561,ENTPD2,-6.9231215
562,RBPJ,5.448825
563,TUBB,20.236498
564,IPO4,-0.56890273
565,CCL16,3.4174712
566,CYP27C1,-3.844317
567,PPIF,0.2728065
568,NOP56,-5.7055407
569,EIF4EBP1,9.100437
570,ENPP3,-3.797857
571,UBE2S,-8.78986
572,ALG6,-13.783021
573,TDO2,2.3126323
574,UBE4A,8.97405
575,ZNF195,-0.027404075
576,TFPI,0.51359713
577,GLUD1,-0.16828078
578,PDX1,5.477395
579,PKMYT1,13.382807
580,ACSS3,-6.4035444
581,RANBP1,9.355246
582,DIO2,14.500215
583,CLDN19,-4.9423757
584,ID4,-8.681632
585,EEF1A2,-0.86806566
586,TJAP1,-0.23199017
587,NRG4,5.848896
588,NAT2,-10.2464
589,HSD17B1,3.8661528
590,SRPK1,-0.05809586
591,MAPK10,15.439672
592,DCN,1.9806907
593,ZNF169,-0.04094527
594,XPO5,1.510689
595,FBXO4,5.5271096
596,ERCC8,-1.4087629
597,MRPL30,-7.758663
598,TRIM32,-0.9620504
599,RPS21,-4.0598474
600,SERPINA7,-2.6175225
601,MCM5,-16.311077
602,B3GAT3,-13.163799
603,CD8A,27.638105
604,MRAS,12.508699
605,MBOAT1,-1.7908977
606,WDR75,-7.0101113
607,HTR2B,-13.534446
608,ULBP2,-0.20039253
609,DCP1A,-1.8298773
610,PIGS,-8.8310795
611,SNRPD1,11.640422
612,AK9,13.308552
613,ACAA1,-37.379574
614,ZNF793,0.1313881
615,AMOTL2,0.19421574
616,SNAP25,5.148876
617,GABARAPL1,2.7894444
618,ALOX15B,3.6233375
619,MSH6,-1.6503997
620,COL22A1,-3.8709228
621,UTP6,1.3032411
622,PPP1R1A,1.9130784
623,ZNF727,0.14574423
624,RAD51C,-3.095187
625,CYP27B1,-12.653435
626,CSNK2B,9.520997
627,ZFP37,-0.18743196
628,ELANE,1.4363117
629,CFHR4,-5.795954
630,ANO2,0.12734364
631,DSG1,1.3156314
632,NKD2,5.5006413
633,CD70,-1.928228
634,GATC,10.931152
635,B4GALNT3,9.795705
636,RNASEH2A,11.528235
637,POMGNT1,1.8857726
638,HDAC2,-7.318098
639,ZNF562,-0.09709114
640,FKTN,6.4546814
641,AMD1,-4.2012377
642,SSTR5,6.0892596
643,FZD9,3.2379224
644,CYSLTR2,0.8647493
645,ZNF792,-0.021794455
646,PRKCA,34.683487
647,PIGT,-6.7104883
648,NUP210,-1.5843403
649,SLC1A2,0.6352126
650,SLCO1B1,1.052886
651,CCNB1,-0.38447192
652,RPTOR,13.661519
653,ADH4,-56.675163
654,B4GALNT1,-15.368044
655,RFC5,-5.1421366
656,SGCB,-3.2700844
657,AGRP,1.9186289
658,EPHB3,5.6385274
659,TRPV3,-0.06488188
660,PRKAR2B,2.6213784
661,ENPP4,5.2953715
662,FEN1,-2.01321
663,GAL3ST1,4.4957566
664,MLYCD,0.29856065
665,MCM2,15.352756
666,GIT1,10.149084
667,ZNF141,0.12406854
668,GALNT15,-25.513325
669,RRM2,-9.842178
670,SEC61A2,22.845978
671,ATP6V0D2,3.8713691
672,KLF2,-0.2657037
673,UNC5C,5.227615
674,P2RX4,-1.917137
675,GNL3,-1.7764838
676,IPMK,21.556204
677,GPD1L,7.6978917
678,DCLRE1C,0.12497534
679,HSD3B7,-4.309182
680,RPL27,-10.956067
681,MAFA,5.830238
682,IL17RB,11.25381
683,SMPD2,-3.3829293
684,EIF2B3,0.06938285
685,HS3ST2,8.338367
686,ACAT2,41.16899
687,IL12RB2,1.5706542
688,CLCN2,-2.9579678
689,SUV39H2,1.2449708
690,SRSF2,-7.607038
691,USP1,-11.154569
692,PABPC1L,-0.93214667
693,PSMD3,-4.488781
694,BOC,-5.2121577
695,UBE2C,3.285083
696,BUB1B,-14.707604
697,CORO1A,8.395846
698,STX2,-7.025526
699,CD79A,11.722934
700,LSM2,-10.716028
701,BRCA1,5.74513
702,CHAC2,-9.21182
703,ZNF20,-0.21126404
704,POLR3C,-6.7782965
705,SLC27A5,-4.891006
706,NR3C1,-1.4715085
707,MED13,-10.476745
708,GSTP1,-31.01809
709,INPP5F,-5.7198644
710,ZNF74,-0.17799987
711,PPP1CC,-36.411015
712,RAB33B,4.790243
713,ERCC6,2.9630005
714,ZNF284,-0.12910272
715,HSD3B1,-5.7308955
716,HSPA1B,8.575708
717,CRNKL1,-9.025611
718,EGLN2,-10.409628
719,BRIP1,-11.040878
720,BUB3,10.597553
721,VKORC1L1,14.138573
722,SLC3A1,4.1335363
723,SNRPC,11.750759
724,ANAPC1,13.695664
725,CYP3A4,-6.7473373
726,ATP2A3,27.674183
727,INMT,-4.375574
728,CXCR3,4.2077355
729,ADA,-2.910871
730,EDC3,2.4861774
731,NAT8L,0.108135484
732,ZNF10,-0.11610425
733,MPZ,-1.1232291
734,SEMA5A,4.1156993
735,VMP1,-5.3054423
736,CSNK2A3,8.633883
737,ST3GAL5,8.720569
738,EXO1,0.32321706
739,XRCC3,4.6091046
740,SSR1,-12.909846
741,NAMPT,-4.864424
742,SNRPB2,6.859445
743,PEMT,11.548732
744,RFK,-2.3069594
745,EML4,-1.877777
746,RXRG,-2.0672238
747,IAPP,0.086248375
748,SFRP1,3.3826416
749,ZNF382,0.15454416
750,ATP1B2,-41.25246
751,SRP68,10.957237
752,TCN2,-5.740246
753,CNOT10,-4.420287
754,PPAT,8.7178755
755,FMO2,-33.208393
756,PLAT,5.1543083
757,CSTF3,-3.0663884
758,CRTC2,-3.7239385
759,IPO5,-1.7307944
760,ELK1,43.440018
761,YWHAQ,-4.3917685
762,SSH2,-0.66416264
763,ANTXR1,2.0121286
764,POLR3G,7.2481327
765,POLR1C,-13.511131
766,GCNT2,-6.0942664
767,CCNB2,12.36413
768,CACYBP,-4.6151
769,CIR1,18.367018
770,UBE2QL1,-4.841309
771,NDUFA6,-30.218817
772,KAT2A,18.023968
773,COL13A1,0.013945826
774,EDA,6.213928
775,RPL27A,11.453326
776,ZNF571,-0.09944571
777,FABP6,-1.7593031
778,CYP8B1,-10.092469
779,ZFYVE16,0.4001693
780,MYH11,7.652393
781,ZNF669,-0.005466559
782,GSTM1,22.313913
783,ELOVL3,14.754906
784,THOC5,-0.8991471
785,ZNF667,0.091631934
786,ZNF133,0.14864805
787,COL4A5,3.8069906
788,CACNA2D4,-23.852238
789,CDK6,-33.446014
790,CCNE1,-10.743289
791,SLC1A7,-0.03344965
792,THBS2,6.0747323
793,CAMK2B,9.1770315
794,RFC4,10.25476
795,NMNAT3,1.4040464
796,VPS35,-0.6412264
797,EME1,-21.195265
798,RAD54B,5.0623302
799,POLR3K,0.103574105
800,LAMB1,-4.805623
801,ZNF233,-0.18472965
802,ZNF573,0.14433129
803,TK1,-4.8200784
804,SLCO1B3,-11.229145
805,TP73,-6.6723228
806,DCTN5,-1.7205242
807,IL23A,1.6621798
808,ORC6,-7.5408816
809,EIF4E,-11.680451
810,MMP1,1.1166644
811,EFTUD2,11.614055
812,IBSP,-8.80573
813,ZNF354B,-0.18260305
814,GUCY2C,2.7778835
815,ORC1,3.10039
816,LFNG,17.119444
817,BLM,-6.7127385
818,NR4A1,3.7641184
819,RBL1,15.757478
820,TNPO1,-1.9029276
821,COL11A2,-3.1517859
822,VAMP4,8.005825
823,PPP1R14A,3.1991804
824,PPP1R1B,-2.4471757
825,CCDC6,-0.4664594
826,CCR5,0.08820713
827,ACADL,-22.755291
828,KPNA2,0.13001592
829,ZNF780A,-0.16698882
830,AMH,-9.406027
831,HGF,10.097127
832,CKS2,-2.4790204
833,MRPS10,7.3499503
834,ANGPT2,7.172741
835,CPLX2,-0.66838586
836,NEFH,0.0030326056
837,ESR1,-26.962334
838,E2F2,-17.663769
839,C4A,-7.2440047
840,PSMD11,5.813829
841,GNA14,-0.005389862
842,LEFTY1,-1.8753347
843,AP1M2,-1.9645035
844,HMMR,-0.09682197
845,IPO9,0.7931174
846,SAE1,-4.4316363
847,CXCL12,31.977121
848,FCGR2C,8.0334215
849,UBXN2A,-7.19993
850,MAD2L1,-3.2317994
851,ZNF30,0.114685714
852,DHRS11,3.2390156
853,POLE,10.183313
854,ABO,2.710279
855,ASPDH,10.566984
856,E2F3,-11.905972
857,S1PR4,1.2165099
858,ZNF433,0.14981703
859,GNAZ,-0.73792183
860,ULK1,-5.0424747
861,MANBA,5.4806175
862,WNT2,-4.1687217
863,DEGS1,5.5133605
864,POLD3,-2.1170352
865,SLITRK3,-1.3657919
866,SF3B1,4.5349097
867,FGF1,11.277237
868,PHKA1,1.9223925
869,TRAF2,-12.28617
870,CYP2C9,-3.4317648
871,AHCY,-8.449948
872,DYNC1I1,-8.871498
873,ZNF726,0.13490792
874,IRAK3,3.1954823
875,SUPT3H,2.9214096
876,BCO1,-12.987623
877,STMN1,6.729427
878,GCDH,-8.229923
879,BIRC3,3.6306155
880,AKR1D1,1.4097213
881,CYP3A43,11.064848
882,ZNF891,-0.054354653
883,SFRP4,-0.88037676
884,GZMB,1.3838724
885,GRID1,-1.6211727
886,KCNJ2,18.562183
887,MCM3,10.538617
888,IRAK2,-0.632874
889,ADRB1,-5.6648417
890,RPL23A,-1.6543088
891,IL1RL1,-1.2733343
892,EIF2B4,0.10102333
893,TTK,-11.438222
894,ALS2,3.5856845
895,MLF1,0.9031402
896,PDSS1,1.3675485
897,QRSL1,-7.2204614
898,FANCA,-0.87052625
899,GRK6,-0.24954869
900,CXCR6,8.896447
901,ELMO1,-6.76875
902,TNNC1,-5.5802026
903,DGKG,-15.408223
904,SEMA7A,-7.607875
905,SLC19A1,8.503648
906,CDCA5,-3.2827613
907,CCL21,3.35354
908,PHAX,3.3641505
909,RPL19,-9.50694
910,RPS7,-6.6331334
911,CHKB,-20.03847
912,GMPR,-5.888207
913,ZNF530,-0.0610489
914,FOSB,-8.408453
915,FARSB,-6.3689437
916,RP9,-9.831706
917,CKMT2,1.796216
918,TNFSF13,21.972204
919,POLE3,-2.0156581
920,GOSR2,6.61297
921,COQ6,2.0636814
922,NDST2,-6.2612844
923,KCNJ15,0.8853075
924,RABEP1,-1.6351134
925,ZNF675,-0.03748656
926,E2F1,-28.305061
927,UBB,-3.4181437
928,TXNL4A,8.00979
929,FMO1,-21.134993
930,FHIT,-0.37691244
931,ABCC3,-9.478435
932,EGF,39.49657
933,CPT1B,40.50329
934,PPM1D,0.47543266
935,YWHAH,7.4860506
936,CDC7,-17.311663
937,PDCD1,-2.6185212
938,NOP58,5.7522373
939,FBXO43,0.53769404
940,GXYLT2,13.825344
941,PDE2A,-7.0416384
942,RAD51D,8.455192
943,SLC5A1,-1.7550384
944,PHOSPHO2,4.6881967
945,TACR2,-1.4099932
946,SFRP5,5.47143
947,ENPP6,-1.6143364
948,PRKACB,-21.590336
949,CHST4,-9.140412
950,BUB1,10.6242485
951,RASSF1,-19.424944
952,TXNRD1,2.9866745
953,ADSL,-0.7626384
954,ZBP1,-1.4303974
955,GNAO1,22.931845
956,SLC22A1,6.5992923
957,ORC2,3.1521368
958,ZNF682,-0.07406775
959,FFAR2,-5.9615316
960,LAPTM4B,2.3464537
961,DKC1,2.258347
962,LMNB1,-0.4140656
963,MAML3,-4.8092875
964,ABCC5,-1.099558
965,PCCB,6.181288
966,MAP3K14,31.820704
967,SUMO4,2.905093
968,SSX2IP,3.6135252
969,RILP,-0.6232703
970,NRCAM,-3.2071676
971,RRM1,-2.170168
972,PRPF18,-8.485244
973,RPSA,6.774455
974,MCHR1,1.7319663
975,FXYD2,-11.47655
976,LPAR2,8.984096
977,BLVRA,-0.52606
978,DDX42,10.271817
979,CHSY3,8.45404
980,ADCY4,-3.7094896
981,TRPC4,-5.9728394
982,CD3E,15.453528
983,LYPD6B,-1.6854694
984,SPX,0.038583778
985,APPL1,4.2642994
986,AOC2,11.467777
987,KIR2DL4,0.3422613
988,ZNF546,0.08144149
989,FANCC,10.957722
990,MOGAT2,5.927624
991,NF2,4.6907363
992,COL10A1,-2.9204013
993,POMC,9.278137
994,SSR4,-1.06323
995,ZNF431,0.11018771
996,BMP8A,-6.728729
997,PSMD9,-1.535283
998,TMEM97,-0.95604414
999,POLR1B,1.4974067
