,genes,values
159,hsa-mir-4443,0.37094587
160,hsa-mir-4746,-0.31658918
161,hsa-mir-3192,0.10488881
162,hsa-mir-573,2.399189
163,hsa-mir-106b,-12.471468
164,hsa-mir-214,-0.39737093
165,hsa-mir-4326,-1.351158
166,hsa-mir-210,-4.696407
167,hsa-mir-585,1.8804396
168,hsa-mir-296,-1.1638632
169,hsa-mir-621,-1.2675881
170,hsa-mir-376b,3.4314287
171,hsa-mir-940,-5.627038
172,hsa-mir-767,10.932956
173,hsa-mir-485,-7.5933356
174,hsa-mir-1271,-3.9090302
175,hsa-mir-423,3.6530433
176,hsa-mir-3607,5.8274755
177,hsa-mir-205,-0.365191
178,hsa-mir-526b,6.956738
179,hsa-mir-629,-0.12948126
180,hsa-mir-518c,6.749599
181,hsa-mir-769,-5.0929856
182,hsa-mir-3667,-0.5075137
183,hsa-mir-891a,-0.28734317
184,hsa-mir-184,1.1966393
185,hsa-mir-331,1.4253825
186,hsa-mir-5690,-6.8227973
187,hsa-mir-432,2.9936557
188,hsa-mir-520h,0.34492305
189,hsa-mir-199b,2.4254296
190,hsa-mir-4802,-3.0103054
191,hsa-mir-3681,-2.1589272
192,hsa-mir-346,-2.2742963
193,hsa-mir-7-1,3.0874288
194,hsa-mir-570,-0.14110962
195,hsa-mir-15b,-8.103828
196,hsa-mir-3619,-0.3572987
197,hsa-mir-3150a,0.28065288
198,hsa-mir-23a,-2.7599487
199,hsa-mir-942,-3.535353
