,genes,values
0,hsa-mir-149,-1.9083503
1,hsa-mir-3622a,-0.038193885
2,hsa-mir-658,-0.07715339
3,hsa-mir-887,-0.12480195
4,hsa-mir-25,-0.6795326
5,hsa-mir-4705,0.06605952
6,hsa-mir-552,0.47766265
7,hsa-mir-495,-1.3500514
8,hsa-mir-483,0.75154483
9,hsa-mir-193a,1.1558493
10,hsa-mir-211,-0.4949898
11,hsa-mir-520b,-1.0750854
12,hsa-mir-3928,-0.07788337
13,hsa-mir-551b,0.30604675
14,hsa-mir-1179,0.32185966
15,hsa-mir-187,-0.38945666
16,hsa-mir-548s,-0.3037693
17,hsa-mir-1266,-0.09715617
18,hsa-mir-3614,0.42922053
19,hsa-mir-607,0.06708618
20,hsa-mir-525,-0.5782787
21,hsa-mir-7-2,-0.8124214
22,hsa-mir-3127,0.29050928
23,hsa-mir-3138,-0.50787663
24,hsa-mir-3677,0.03446786
25,hsa-mir-23c,0.6190684
26,hsa-mir-1537,0.016854765
27,hsa-mir-190b,0.4915363
28,hsa-mir-377,1.3384999
29,hsa-mir-504,-0.39701116
30,hsa-mir-4524a,-0.18181989
31,hsa-mir-548k,-1.1825384
32,hsa-mir-5090,0.027763957
33,hsa-mir-33b,-1.3478867
34,hsa-mir-548au,-0.2829988
35,hsa-mir-204,0.09439182
36,hsa-mir-1306,0.8751198
37,hsa-mir-2116,1.0770842
38,hsa-mir-520e,0.056760374
39,hsa-mir-3934,0.39909095
40,hsa-let-7d,1.4779413
41,hsa-mir-491,-0.48164946
42,hsa-mir-4491,-0.44312236
43,hsa-mir-1292,0.21594705
44,hsa-mir-18a,1.1116253
45,hsa-mir-590,0.24674474
46,hsa-mir-33a,1.2541444
47,hsa-mir-628,-0.13707511
48,hsa-let-7g,-0.35369313
49,hsa-mir-4766,0.36931592
50,hsa-mir-373,0.9559559
51,hsa-mir-125b-1,-0.7256858
52,hsa-mir-4691,0.44233677
53,hsa-mir-4745,-0.34236374
54,hsa-mir-22,2.4707968
55,hsa-mir-3611,0.51486933
56,hsa-mir-490,0.5729595
57,hsa-mir-624,1.7791345
58,hsa-mir-378i,-0.7999013
59,hsa-mir-3064,-0.9510499
60,hsa-mir-197,-0.14664821
61,hsa-mir-216a,-0.8926333
62,hsa-mir-582,0.70506626
63,hsa-mir-4791,0.8948968
64,hsa-mir-4676,0.051057003
65,hsa-mir-518b,-0.63354504
66,hsa-mir-636,-0.109469816
67,hsa-mir-519d,-0.4969881
68,hsa-mir-4772,-0.3197381
69,hsa-mir-4632,0.016430253
70,hsa-mir-1224,0.51085186
71,hsa-mir-136,1.7989202
72,hsa-mir-1303,-1.5275487
73,hsa-mir-527,-0.093375586
74,hsa-mir-765,0.51408154
75,hsa-mir-3691,-1.2680476
76,hsa-mir-3177,-1.1342491
77,hsa-mir-1915,-0.1610829
78,hsa-mir-4473,-0.30000344
79,hsa-mir-326,-0.25149447
80,hsa-mir-3176,-0.046464868
81,hsa-mir-3682,0.01165028
82,hsa-mir-301a,1.1252536
