,genes,values
118,TLR1,-0.012499271
119,GCNT4,-2.3697155
120,ZNF529,-0.5718465
121,RMI2,0.33744654
122,RBM28,0.0012221661
123,ZNF670,-0.20649298
124,CYP2C19,-2.876665
125,DBF4B,-0.07614384
126,ACSL6,1.0019579
127,ACE2,-0.23974344
128,POU2F1,0.15326105
129,CALML6,1.5134485
130,SMC1A,-0.3670272
131,EFCAB7,-0.3161917
132,PRPF4,0.5583154
133,RIOK1,0.009483432
134,BRCA2,-0.91538304
135,UBOX5,-0.029083893
136,CDK5R1,0.052368168
137,LRP2,-0.53691304
138,ABCB6,0.29277918
139,PTGER1,0.13879406
140,CDK7,0.06127455
141,UGT2B17,1.162083
142,B4GALT3,1.7336001
143,BARD1,-0.13515967
144,ASRGL1,2.576746
145,FBXO5,-0.12011361
146,LRTOMT,-1.0226436
147,TYMS,-2.6825514
148,TSPAN7,0.3147551
149,MAPK8IP3,0.19953373
150,RANGAP1,0.5728695
151,IL12A,1.3748096
152,ADRA1D,0.53318506
153,WIPF2,-0.031203289
154,PDE10A,0.010102568
155,POLA2,-0.50672007
156,OTX1,-0.016150037
157,SSR2,0.67438585
158,TNXB,-2.55374
159,ELOVL4,-2.0417044
160,ACER3,0.0046138843
161,TAF3,-0.06720637
162,SPOP,0.9214595
163,G6PD,2.3798966
164,STAM,0.65913695
165,HLA-G,-0.90092945
166,RPL23,-0.74765587
167,IL33,-0.42092183
168,GAS1,0.8852666
169,CCL22,-0.26472646
170,XPA,0.32001874
171,VEGFA,1.1493585
172,NCBP1,-1.7870047
173,ARSG,0.2849479
174,PAK1,2.8321943
175,IQCE,0.8277729
176,RFC2,0.381236
177,PLXNB3,0.37811112
178,NFKB2,-3.2248385
179,ZNF785,-0.3190208
180,PPP2R5D,0.30519632
181,SPP1,0.57013416
182,IYD,-0.25661796
183,DNA2,-0.27305326
184,CCNT1,0.0874372
185,CBS,0.78391063
186,FANCB,0.06782557
187,ATP1A2,-2.5745513
188,VPS26A,-1.1429427
189,BAG2,1.1193396
190,FNIP2,0.63012075
191,MAPKAPK5,-0.2697576
192,CYB5RL,-0.029646864
193,ZNF783,-0.31531692
194,BIRC5,-0.105650686
195,PRKAR2A,-0.13541076
196,CDC6,0.2199863
197,GNA13,-2.0104644
198,PVR,0.68959576
199,ZFP30,-0.46701485
200,RPL38,-0.16584241
201,ZNF764,0.28508016
202,FANCD2,-0.21661858
203,IHH,0.42070976
204,CCNA2,0.13914868
205,KPNB1,0.68712324
206,IL1RL2,-0.093730256
207,POLR2J3,0.11529745
208,PRF1,-1.0903301
209,AGAP4,-0.10983658
210,ZNF83,0.22938871
211,NUP85,-1.0731215
212,GSTA4,0.16700973
213,EXOSC2,-0.16674682
214,ZNF234,0.17824297
215,ASIC5,0.009650829
216,CDC27,0.70865715
217,RPS24,0.66287434
218,RAN,-1.2209378
219,MAP3K3,0.3845658
220,ABCA4,0.24978939
221,ZNF527,-0.07326909
222,RIPK3,1.820357
223,PIK3C2G,-1.6176453
224,NAGPA,0.13574256
225,MASP2,0.56311595
226,CA9,0.0021363029
227,HSD11B2,1.5067933
228,CTSW,-0.025683379
229,COMP,-1.039003
230,PTGER2,1.9223446
231,PLN,0.30182785
232,BCL2L11,-3.5192168
233,SELP,-1.0937514
234,MTMR14,-2.0141945
235,APLN,1.175483
236,ACADVL,-1.014604
237,ADORA2A,0.029976724
238,CAMKK2,-0.13372466
239,CASP12,0.8950619
240,GGT5,-1.3790541
241,STIM2,0.96550786
242,PIGC,0.44494972
243,SLC44A5,-0.38213363
244,NR4A3,-0.12129727
245,ATP6AP2,-0.10854222
246,SNRPB,-0.06705712
247,PHKA2,0.95858264
248,UBE2E1,0.15326935
249,PTTG1,-0.12055844
250,C7,1.272231
251,OPRL1,-1.3976777
252,GGT6,-1.0464903
253,FANCG,0.2752404
254,GPAT2,-3.077711
255,PINK1,-0.8505882
256,PIP5KL1,-3.3897228
257,CLDN2,-0.71787536
258,NEIL3,-0.4034948
259,DIS3L,0.097382404
260,RPLP1,0.66673994
261,ZNF324B,-0.5011268
262,ZNF570,-0.5867022
263,PGAP1,-1.7779905
264,GCLM,-1.4863546
265,ALDH4A1,0.12674342
266,DPYSL2,0.43399826
267,ACYP1,-2.2768576
268,GSTM5,1.8812399
269,DNAJC1,-0.75974786
270,ELN,-0.6156641
271,THBD,-2.3058798
272,IQGAP3,-0.24065395
273,DSG2,-0.03889026
274,CCNT2,0.22922048
275,TAF9,-0.5073906
276,SLC9A3,2.4299123
277,CRTC3,0.53497255
278,UBE2L3,0.15426722
279,ZNF440,-0.04487281
280,RGCC,-0.4293704
281,TUBA3C,0.23403864
282,ZNF544,0.10782303
283,MAP4K1,0.22449008
284,IL17RE,-0.17794213
285,TBL1Y,1.7523793
286,GDPD1,0.84686255
287,PRIM1,0.24572465
288,DBF4,0.028865881
289,PIGM,1.6598574
290,NUP62,0.158524
291,NUP155,0.9555984
292,CDK1,0.25311196
293,ADM,-0.114891365
294,PLK4,-0.069497675
295,TUBA3D,-1.6933781
296,CXXC4,1.0058821
297,ZNF85,-0.51571685
298,RRAS2,0.10565553
299,KIF3A,0.71460813
300,KDELR3,-0.6303782
301,TFF1,0.1141038
302,DNM1,1.9851574
303,NLGN4X,-0.84947556
304,GRPR,-0.37966695
305,POU2F3,0.48094982
306,SRD5A3,-1.1603978
307,ATG12,-1.1351304
308,ZNF583,0.16721043
309,ZNF66,-0.5775263
310,NR1H3,-0.16106066
311,UBE2T,-0.28203657
312,XRCC2,0.09783416
313,C9,1.3773005
314,DHRS3,0.31086534
315,SLC36A4,-0.11585457
316,ZNF568,-0.56704205
317,PIDD1,0.44211158
318,AP1S3,-0.11888293
319,CASP2,1.0000218
320,OR1F1,0.22456937
321,ZNF569,0.52864283
322,CNTFR,0.27673772
323,PTGS1,-1.5404869
324,SLC25A17,1.8801949
325,KIF7,0.54537934
326,COL8A1,-0.5262209
327,ZNF222,0.54356754
328,STX6,-0.27156937
329,RBM17,0.56647426
330,THOC2,1.3249044
331,CCL8,0.0072715087
332,LCAT,-0.24788286
333,CD2AP,0.059304897
334,DHH,1.8053574e-05
335,SRR,0.40339473
336,DYNC1LI1,0.08038747
337,NDC1,1.0121864
338,AURKA,0.5029685
339,TRAF5,-1.2109424
340,ITGB3,-2.7473469
341,POLA1,0.49268782
342,NPAS2,-0.85815555
343,CERS6,-1.3411868
344,ZNF782,0.38269335
345,PF4,0.17713186
346,MCM6,0.3432264
347,LUM,-0.44204363
348,ALG10B,-1.8339028
349,AXIN1,-1.7411726
350,AGPAT5,-1.6776596
351,ZNF550,0.45944574
352,ARSB,-0.983148
353,STRADB,0.82609123
354,CFHR3,-0.16803698
355,RSL24D1,0.33575502
356,TRAM1L1,-1.3153571
357,SEPHS1,1.6182957
358,CCL18,-0.09486734
359,PDE6C,0.8609914
360,UTP18,0.16016039
361,PRCC,-0.19889536
362,IL13RA2,-1.9089284
363,YOD1,1.418772
364,RAPGEF3,1.9029893
365,PNMT,-1.9995406
366,CXCL14,-0.23146796
367,POLR3F,0.7486654
368,HERPUD1,0.97743803
369,ETV4,-0.3194326
370,NPFFR2,0.42634246
371,SP1,2.747713
372,GGA3,0.23581867
373,CPSF4L,-0.29237086
374,TNFRSF19,-0.026813308
375,NRG2,0.8245178
376,NXT1,-0.31582585
377,SRSF3,0.72691643
378,SLC22A5,0.015025166
379,PTCH1,2.3754065
380,ZNF589,-0.44102153
381,UST,-0.030650532
382,ENTPD8,1.4934269
383,UBE2O,-0.02471354
384,ARHGEF4,0.26566023
385,NTF3,-0.31233555
386,FYN,-0.506781
387,ZNF26,0.057047535
388,SNX5,-0.20180011
389,SULT1A2,-0.19122764
390,LIG1,0.14127961
391,MRPL17,0.13647246
392,WDR43,-0.08354285
393,CDKN2D,-0.13710816
394,ATIC,-0.97168314
395,SLC26A3,0.2701801
396,PIP4K2B,-2.7414684
397,ZNF33A,-0.5702781
398,TALDO1,-2.5226555
399,EZH1,-1.5285653
400,SARS2,0.2182355
401,HAO2,0.56626934
402,CYP2E1,0.29986706
403,RPS15A,-0.01765455
404,SELE,-0.896691
405,WNT3,0.48033693
406,GSK3A,-0.36239192
407,ZNF383,-0.3076635
408,CARD14,0.055163857
409,TMSB4Y,0.60137314
410,FANCM,-0.05833154
411,CTNNA2,-1.1507275
412,UGCG,1.9014186
413,KCNJ12,0.74088216
414,FANCI,0.21987279
415,PQBP1,-0.4013938
416,LDHC,-2.9697442
417,WIPF3,0.39291346
418,ZNF420,-0.48421857
419,PIGX,-0.2101805
420,SGPP2,0.31346264
421,AVPR2,0.4796667
422,RAG1,-0.042667147
423,CUL7,0.05241957
424,CASC3,-0.47821203
425,CD2,-2.3406281
426,CD24,-1.1540568
427,UBE2Z,-0.09345769
428,CISH,-0.93017954
429,CDC45,0.19077776
430,EZH2,0.28396872
431,ZNF81,0.036601257
432,ZNF90,-0.5177903
433,TAF11,-0.29199865
434,ITGAV,-0.18079758
435,ARG2,0.57317185
436,PTGDS,1.1453438
437,RIF1,0.021422245
438,WEE1,-0.1480009
439,S1PR2,-0.22619565
440,CCL19,0.7211153
441,TLR6,-0.02522225
442,RPS16,-0.674039
443,ZNF471,-0.23849319
444,NPRL2,-0.54289997
445,CXCL11,0.124804705
446,HSD17B3,-0.16704643
447,SOCS7,2.5307565
448,POMGNT2,-1.1959404
449,PRKCQ,-0.5451592
450,NDUFB11,-2.252028
451,UPF2,-1.068096
452,NME1,2.081847
453,CTNNA3,5.3089705
454,OGDHL,0.0017575368
455,AGAP3,-1.0112394
456,ATP1A1,0.05465383
457,UNC5A,0.09448686
458,SLC2A5,0.62929434
459,COL2A1,0.61181045
460,LRAT,0.9304382
461,GSR,0.7711277
462,DHX8,-0.3433511
463,ZNF37A,-0.05831588
464,ZNF221,-0.58081955
465,CDC25A,-1.4972337
466,IFI16,-0.9026496
467,RNPS1,-0.37301752
468,BST1,-1.0885514
469,COL14A1,0.03885044
470,FBL,0.14609376
471,CD37,1.1444134
472,CD58,-0.16129607
473,ZNF442,0.33286265
474,GSTM3,-3.1722913
475,TWIST2,-0.28338838
476,HMGCL,2.9368386
477,IPO13,0.23446737
478,EPHA2,-1.4384674
479,ICA1,-0.016540712
480,SLC6A12,0.79709136
481,HNRNPA3,0.68774587
482,NPLOC4,1.3525137
483,RPP40,-0.058444228
484,CYP1A2,4.242538
485,ARNT2,2.0607626
486,PWP2,-0.18889838
487,GABBR2,0.16523854
488,HSPA1A,-1.5325487
489,ACSS2,1.5121334
490,MGAT5,-0.25486913
491,BMS1,0.0066937287
492,TLX1,-0.26603386
493,SEMA3A,-0.08840758
494,TOPBP1,0.23096208
495,KIF5C,-2.5364795
496,NRXN2,1.1239125
497,RPS6KB1,-2.635783
498,RGMA,0.35256138
499,PIK3R2,-1.0628465
500,PGP,-2.7584407
501,PTH2R,-0.28925285
502,KIF23,-1.9202482
503,CCR2,0.27563605
504,MST1R,1.05268
505,EFNA3,-0.42461824
506,HS2ST1,0.31684652
507,SOX4,1.8897007
508,VTCN1,1.3387289
509,BRAF,5.5474567
510,RPL10L,0.6774934
511,PRPF3,0.34496439
512,ISY1,-0.54843515
513,DEGS2,-1.6913081
514,UBQLN4,0.06718412
515,DNAH11,-0.32625565
516,NLGN4Y,1.4318422
517,FABP4,0.3113178
518,KPNA5,-1.1538413
519,RAMP3,0.19682068
520,XPO1,-0.4721183
521,PTPRJ,0.78118443
522,PTCH2,-0.06367639
523,MYLK4,-0.8217931
524,SEMA3B,-0.0850936
525,CARD11,0.18043227
526,COL7A1,-0.29857448
527,PGD,-1.709758
528,ZNF585A,-0.2638901
529,GTSE1,0.19540498
530,CBR3,1.891308
531,ALYREF,-0.44141436
532,SYT1,-0.12309003
533,SAP30,0.25725082
534,ACACA,2.249897
535,CERS5,-0.7570394
536,ZNF681,0.122295015
537,SUV39H1,1.4968303
538,P2RX6,-0.930259
539,TEK,1.1201091
540,DCTPP1,-0.7332294
541,ST6GALNAC2,-2.425436
542,VPS29,1.1114763
543,VNN1,-1.3099597
544,COL8A2,0.2943018
545,SLC2A4,-0.089875005
546,CHMP4A,-0.8229752
547,SAT2,0.9005962
548,TAF4,-0.04940447
549,NSFL1C,1.5004021
550,CKS1B,-0.34095564
551,PTDSS2,0.61412615
552,ZNF674,-0.30010656
553,TRPC5,0.42311743
554,IPO7,-0.23549174
555,NUP43,-1.7312697
556,ZNF84,-0.3631804
557,ACYP2,0.76077604
558,MATR3,-1.0017967
559,FLAD1,-1.9692489
560,ZNF343,0.31755334
561,ENTPD2,-0.5750815
562,RBPJ,-0.16722858
563,TUBB,-0.3426228
564,IPO4,-0.48950797
565,CCL16,-0.40560442
566,CYP27C1,-0.82533723
567,PPIF,0.34965158
568,NOP56,0.1876225
569,EIF4EBP1,0.081521995
570,ENPP3,0.9010054
571,UBE2S,0.084544145
572,ALG6,-1.2693337
573,TDO2,-0.7528539
574,UBE4A,0.12128897
575,ZNF195,-0.106684655
576,TFPI,-2.0982785
577,GLUD1,2.9937656
578,PDX1,2.6896715
579,PKMYT1,-0.8351771
580,ACSS3,0.6986761
581,RANBP1,0.43708527
582,DIO2,0.17549288
583,CLDN19,1.273809
584,ID4,0.34570706
585,EEF1A2,0.33899027
586,TJAP1,-0.5938287
587,NRG4,1.2677689
588,NAT2,1.1378733
589,HSD17B1,0.015077783
590,SRPK1,-0.08142637
591,MAPK10,3.5069234
592,DCN,-0.5067644
593,ZNF169,0.4957378
594,XPO5,0.8955683
595,FBXO4,0.12081207
596,ERCC8,0.5074826
597,MRPL30,-0.40184173
598,TRIM32,-0.14202434
599,RPS21,0.09219387
600,SERPINA7,0.33327702
601,MCM5,0.116452575
602,B3GAT3,-2.4354117
603,CD8A,1.2723582
604,MRAS,-0.8408397
605,MBOAT1,0.786516
606,WDR75,-0.22915225
607,HTR2B,-2.739111
608,ULBP2,-0.78912854
609,DCP1A,-0.025784256
610,PIGS,-1.7532289
611,SNRPD1,0.12339572
612,AK9,2.0778239
613,ACAA1,4.540276
614,ZNF793,0.46349663
615,AMOTL2,-1.2899272
616,SNAP25,-0.470708
617,GABARAPL1,0.5257138
618,ALOX15B,-1.1188041
619,MSH6,-3.0775607
620,COL22A1,-0.5226003
621,UTP6,-0.05598255
622,PPP1R1A,0.21409075
623,ZNF727,0.16194831
624,RAD51C,-0.16638161
625,CYP27B1,-1.3630058
626,CSNK2B,2.5000083
627,ZFP37,-0.19530699
628,ELANE,0.48181114
629,CFHR4,1.1844765
630,ANO2,-0.3561204
631,DSG1,0.29828113
632,NKD2,-0.50784695
633,CD70,0.28706542
634,GATC,-0.49048552
635,B4GALNT3,-0.54342663
636,RNASEH2A,0.6227614
637,POMGNT1,-1.6774131
638,HDAC2,0.3146213
639,ZNF562,-0.3096009
640,FKTN,1.6241376
641,AMD1,1.38113
642,SSTR5,-2.1676679
643,FZD9,0.37563246
644,CYSLTR2,2.4099984
645,ZNF792,-0.30348775
646,PRKCA,0.09566155
647,PIGT,-1.019648
648,NUP210,-0.95026815
649,SLC1A2,0.80549943
650,SLCO1B1,-0.51883775
651,CCNB1,-0.89848506
652,RPTOR,-1.7139813
653,ADH4,2.0729554
654,B4GALNT1,-0.2516797
655,RFC5,-0.69593734
656,SGCB,-0.5696571
657,AGRP,0.41341937
658,EPHB3,0.21298452
659,TRPV3,-0.046256337
660,PRKAR2B,0.12625605
661,ENPP4,-0.037003692
662,FEN1,-1.9296228
663,GAL3ST1,-2.5069494
664,MLYCD,-2.2301412
665,MCM2,0.2554101
666,GIT1,-0.4876843
667,ZNF141,-0.061474156
668,GALNT15,1.2787422
669,RRM2,0.1299957
670,SEC61A2,-1.2743815
671,ATP6V0D2,0.993582
672,KLF2,-0.014004528
673,UNC5C,0.2264641
674,P2RX4,-0.37231982
675,GNL3,0.06982624
676,IPMK,1.6057676
677,GPD1L,0.008796031
678,DCLRE1C,-0.62043095
679,HSD3B7,0.3897758
680,RPL27,-0.52517754
681,MAFA,-0.6415411
682,IL17RB,0.104409955
683,SMPD2,0.70507914
684,EIF2B3,0.11718134
685,HS3ST2,-0.33514372
686,ACAT2,1.5634012
687,IL12RB2,-1.2922319
688,CLCN2,0.88641906
689,SUV39H2,-0.37505472
690,SRSF2,0.74737775
691,USP1,0.1827825
692,PABPC1L,0.35300368
693,PSMD3,-0.15381186
694,BOC,0.5385458
695,UBE2C,-0.002971372
696,BUB1B,-1.0542308
697,CORO1A,-0.16620994
698,STX2,-0.8848147
699,CD79A,-0.5651582
700,LSM2,0.3554267
701,BRCA1,-0.789652
702,CHAC2,0.79394585
703,ZNF20,0.06391716
704,POLR3C,0.5589154
705,SLC27A5,-1.0816369
706,NR3C1,-0.23929234
707,MED13,-0.32904446
708,GSTP1,0.17642762
709,INPP5F,-1.7711114
710,ZNF74,0.17280458
711,PPP1CC,-0.20504934
712,RAB33B,-0.8399929
713,ERCC6,-0.099045336
714,ZNF284,-0.045589097
715,HSD3B1,-1.1113712
716,HSPA1B,2.3095427
717,CRNKL1,-0.22669335
718,EGLN2,-1.2029647
719,BRIP1,0.3231705
720,BUB3,0.7381877
721,VKORC1L1,0.9014853
722,SLC3A1,0.15995426
723,SNRPC,-0.49399325
724,ANAPC1,0.4332791
725,CYP3A4,0.1608867
726,ATP2A3,0.18013988
727,INMT,-0.23362944
728,CXCR3,0.5210789
729,ADA,-1.1466739
730,EDC3,-0.16948889
731,NAT8L,-0.65771055
732,ZNF10,-0.3986749
733,MPZ,-0.89292234
734,SEMA5A,0.37851694
735,VMP1,-0.26798636
736,CSNK2A3,-1.9965354
737,ST3GAL5,-0.55401933
738,EXO1,-0.7761069
739,XRCC3,-0.42592636
740,SSR1,-0.7473691
741,NAMPT,-1.314894
742,SNRPB2,-0.4436974
743,PEMT,-1.9130304
744,RFK,-1.6470088
745,EML4,1.9112962
746,RXRG,-0.91992444
747,IAPP,-1.551475
748,SFRP1,0.8200541
749,ZNF382,-0.26000333
750,ATP1B2,1.4163781
751,SRP68,-0.25238347
752,TCN2,0.05492906
753,CNOT10,0.17135525
754,PPAT,0.781192
755,FMO2,-1.1745499
756,PLAT,-0.90104854
757,CSTF3,-0.4756549
758,CRTC2,-0.8220194
759,IPO5,-0.7596568
760,ELK1,1.9324373
761,YWHAQ,-0.49010658
762,SSH2,0.43887338
763,ANTXR1,0.93160826
764,POLR3G,-0.38124722
765,POLR1C,-0.07712592
766,GCNT2,-0.6920043
767,CCNB2,-0.4306251
768,CACYBP,0.05513905
769,CIR1,0.4263277
770,UBE2QL1,-0.045821622
771,NDUFA6,-1.3897653
772,KAT2A,0.8911496
773,COL13A1,0.43111327
774,EDA,0.036825705
775,RPL27A,0.41537982
776,ZNF571,-0.30571628
777,FABP6,0.17874072
778,CYP8B1,1.650982
779,ZFYVE16,0.67285043
780,MYH11,-2.1679838
781,ZNF669,-0.25156555
782,GSTM1,-0.72910905
783,ELOVL3,-1.0035242
784,THOC5,0.49052772
785,ZNF667,-0.36184427
786,ZNF133,-0.031081902
787,COL4A5,1.5803143
788,CACNA2D4,-2.768887
789,CDK6,-1.5218005
790,CCNE1,-3.1008923
791,SLC1A7,1.6425807
792,THBS2,0.3518911
793,CAMK2B,2.5436025
794,RFC4,0.41542003
795,NMNAT3,0.85720944
796,VPS35,-0.90134877
797,EME1,-0.24022998
798,RAD54B,0.30218402
799,POLR3K,0.5431927
800,LAMB1,0.6189189
801,ZNF233,0.43390256
802,ZNF573,-0.10077491
803,TK1,-0.400498
804,SLCO1B3,0.05103259
805,TP73,0.31920418
806,DCTN5,1.1841868
807,IL23A,-0.01916971
808,ORC6,0.22197902
809,EIF4E,0.48765013
810,MMP1,1.0722682
811,EFTUD2,0.28104317
812,IBSP,-0.3246113
813,ZNF354B,-0.04677222
814,GUCY2C,-2.5169754
815,ORC1,-0.12896527
816,LFNG,0.9886012
817,BLM,0.27027255
818,NR4A1,-0.3910235
819,RBL1,-0.86211896
820,TNPO1,-0.59141123
821,COL11A2,-0.4137492
822,VAMP4,-0.5453248
823,PPP1R14A,-0.5604837
824,PPP1R1B,1.0805155
825,CCDC6,0.49207675
826,CCR5,-0.6899551
827,ACADL,2.9916382
828,KPNA2,0.56785417
829,ZNF780A,-0.2635658
830,AMH,0.50504905
831,HGF,-2.9737225
832,CKS2,-0.41047838
833,MRPS10,-0.18073808
834,ANGPT2,0.78851974
835,CPLX2,-0.1332131
836,NEFH,0.29542774
837,ESR1,3.274995
838,E2F2,-0.3115505
839,C4A,1.4384925
840,PSMD11,1.1606938
841,GNA14,0.29002705
842,LEFTY1,-1.2028702
843,AP1M2,-0.30011418
844,HMMR,0.083709285
845,IPO9,0.26996157
846,SAE1,-0.10088728
847,CXCL12,-1.8161819
848,FCGR2C,-1.1972084
849,UBXN2A,-0.48372403
850,MAD2L1,1.9618394
851,ZNF30,-0.24361318
852,DHRS11,0.18398099
853,POLE,-0.6455877
854,ABO,-0.67393947
855,ASPDH,1.7796075
856,E2F3,-0.041334286
857,S1PR4,0.9096522
858,ZNF433,-0.079749815
859,GNAZ,-0.2980745
860,ULK1,1.3103105
861,MANBA,-0.39887422
862,WNT2,1.7519075
863,DEGS1,2.0639346
864,POLD3,3.7115676
865,SLITRK3,0.8597934
866,SF3B1,0.027404226
867,FGF1,-0.15722792
868,PHKA1,0.25130847
869,TRAF2,-1.5536675
870,CYP2C9,0.8678941
871,AHCY,1.1825877
872,DYNC1I1,-0.26278642
873,ZNF726,0.346837
874,IRAK3,-0.45205548
875,SUPT3H,0.26105517
876,BCO1,1.5359079
877,STMN1,-0.40373608
878,GCDH,0.63917625
879,BIRC3,3.9613252
880,AKR1D1,-1.6736346
881,CYP3A43,-0.06836123
882,ZNF891,-0.4492612
883,SFRP4,-0.013432133
884,GZMB,4.8522882
885,GRID1,-0.9235552
886,KCNJ2,-0.37348288
887,MCM3,0.90635335
888,IRAK2,0.13143773
889,ADRB1,-3.426989
890,RPL23A,-0.66966474
891,IL1RL1,-0.01715093
892,EIF2B4,0.43180516
893,TTK,0.11548341
894,ALS2,-0.656325
895,MLF1,0.1633817
896,PDSS1,0.06954496
897,QRSL1,-1.1840359
898,FANCA,0.22737765
899,GRK6,0.6789269
900,CXCR6,-0.22175533
901,ELMO1,-0.045373388
902,TNNC1,1.0044603
903,DGKG,0.14164644
904,SEMA7A,-0.058738668
905,SLC19A1,-0.111841634
906,CDCA5,-0.7080619
907,CCL21,-0.37286177
908,PHAX,-0.45323884
909,RPL19,0.32391733
910,RPS7,0.59717464
911,CHKB,1.4676106
912,GMPR,0.298663
913,ZNF530,-0.5289958
914,FOSB,0.89878184
915,FARSB,0.24348328
916,RP9,0.42106158
917,CKMT2,1.7018068
918,TNFSF13,-1.577309
919,POLE3,-0.77507013
920,GOSR2,-0.8339635
921,COQ6,0.5036605
922,NDST2,2.9366896
923,KCNJ15,-0.06045424
924,RABEP1,-0.64271104
925,ZNF675,0.41843316
926,E2F1,1.1317239
927,UBB,-0.1372884
928,TXNL4A,0.41542718
929,FMO1,-1.8571714
930,FHIT,-2.2668455
931,ABCC3,0.48921937
932,EGF,-1.3038074
933,CPT1B,-1.4980125
934,PPM1D,0.22752912
935,YWHAH,-0.40801916
936,CDC7,0.018536165
937,PDCD1,1.07614
938,NOP58,-0.15613613
939,FBXO43,-0.97315055
940,GXYLT2,0.55871147
941,PDE2A,-0.109801166
942,RAD51D,0.26127383
943,SLC5A1,0.07611931
944,PHOSPHO2,2.797375
945,TACR2,0.26953375
946,SFRP5,-0.050477017
947,ENPP6,-1.0965921
948,PRKACB,-0.26056457
949,CHST4,0.24645454
950,BUB1,-0.031133631
951,RASSF1,-1.5259633
952,TXNRD1,-0.8808268
953,ADSL,0.52906317
954,ZBP1,-0.5644068
955,GNAO1,0.37447602
956,SLC22A1,0.35951632
957,ORC2,0.14677165
958,ZNF682,0.55313057
959,FFAR2,0.42649946
960,LAPTM4B,0.12879537
961,DKC1,0.22346662
962,LMNB1,1.6499264
963,MAML3,0.09987007
964,ABCC5,0.31840578
965,PCCB,2.8139904
966,MAP3K14,-1.6216233
967,SUMO4,-0.2091888
968,SSX2IP,0.18507662
969,RILP,0.038551487
970,NRCAM,-1.0019531
971,RRM1,-1.5480418
972,PRPF18,-0.3129604
973,RPSA,0.27322465
974,MCHR1,1.5072801
975,FXYD2,1.2667226
976,LPAR2,-0.5531363
977,BLVRA,-1.4739559
978,DDX42,-0.4280032
979,CHSY3,0.35193232
