,genes,values
333,ZNF552,0.06272067
334,H6PD,4.1025577
335,SGMS1,4.882925
336,PSMB10,2.3982673
337,LLGL1,3.5082552
338,CMPK2,-2.3564477
339,SLC22A2,-0.6725338
340,OR11L1,-0.8787865
341,CXCL5,-4.5577974
342,OR6A2,-1.1317532
343,LILRB3,7.576652
344,DHX16,1.9105562
345,F13B,0.9903796
346,RFXANK,-1.654661
347,GABRR3,-2.342023
348,PPP1R3B,3.3742323
349,OR52A5,4.4255123
350,CHST11,-3.0558867
351,CACNA1C,-1.1831988
352,CYP27B1,-0.48114166
353,CHMP4B,-3.634128
354,ANAPC1,5.907438
355,ATP6V1B1,4.723955
356,LBP,3.2341135
357,IPO4,-0.8252805
358,LDB1,-1.50202
359,CNOT10,4.0396676
360,MINPP1,-7.92274
361,PPP2R2D,-2.4651427
362,KCNJ2,3.8782043
363,ETV4,1.0677539
364,KRT36,3.5639105
365,EME1,2.1202614
366,PIP5K1C,11.939849
367,EIF2B4,0.29424477
368,RPN1,6.3342037
369,HSP90AB1,6.5742903
370,MYH7,-9.392596
371,SRC,-40.61575
372,PPP3CB,23.417143
373,PAPOLG,5.09291
374,TUBB4B,14.26316
375,MYH9,-10.157084
376,MSMO1,-0.22252281
377,CCDC6,-1.6030493
378,KRT27,-11.776128
379,NCBP2,-5.122204
380,SLC39A4,1.9044915
381,CHRM3,-8.387289
382,XPO7,0.1971049
383,NUP88,-1.5284495
384,ADCY8,-12.864009
385,ASAP2,6.1383395
386,NOP56,0.43346357
387,PLCZ1,-7.397175
388,BMP4,-11.507254
389,GRB2,-29.621181
390,MLKL,-1.7096782
391,PHKB,0.38675854
392,MGAT1,2.5103767
393,NMU,3.3093162
394,HPN,-5.4589915
395,GMPR2,0.32109246
396,GK,1.1707687
397,CHRNB3,4.8027406
398,SIN3A,14.058841
399,WAS,-5.0961957
400,RIPK1,13.309773
401,LPO,4.584123
402,LMBRD1,0.052960537
403,PGAM2,11.91568
404,ELN,0.023484463
405,CHRD,-0.026211588
406,HGS,4.9412355
407,PRPF4,-0.07093709
408,CYP2R1,0.063178234
409,TAS2R46,8.317238
410,GTF2A1,-0.4379007
411,CD37,2.8526664
412,PRKAR2B,-5.837586
413,ZNF454,-0.4756631
414,OR2T11,2.0604372
415,FBXO32,-0.52922624
416,RFX6,-0.15856978
417,ZNF324B,-0.2803076
418,VAPB,-0.9393686
419,ZFYVE16,14.0331335
420,HTR3B,-12.604259
421,SLC27A6,12.677556
422,CDC37,2.2890935
423,OR11G2,4.5074944
424,OR5AK2,0.0032008952
425,NUP133,-1.4659064
426,COQ5,-1.9128306
427,MTHFS,2.4290345
428,ACSL1,-6.67788
429,CCDC12,-2.995393
430,CSNK1A1L,1.1309854
431,ZNF519,-0.5008498
432,CCR6,5.607608
433,NR1D2,4.675307
434,RXRB,-4.304085
435,COL11A1,0.006646753
436,HRH2,9.49652
437,ZNF735,0.5847261
438,HSD17B12,-0.3354022
439,OR10G9,3.7900512
440,PTPRR,2.6151283
441,CD274,-1.1402118
442,CHD4,1.9058905
443,TNFRSF9,-3.5317924
444,GALK2,2.959874
445,ATG5,1.992025
446,IFNE,0.58656096
447,ZNF251,0.34705478
448,ZNF91,0.42172772
449,DBI,6.2252126
450,SLC4A2,4.0976295
451,ZNF624,0.54132116
452,OR10G7,5.246447
453,UAP1,0.8386122
454,CKB,2.6581798
455,ITGA11,4.487438
456,NDUFB4,-4.290256
457,PKLR,-11.15899
458,ADAM17,5.585104
459,RPSA,0.2066212
460,MAPKAPK3,-6.125892
461,ST6GALNAC6,-1.5145302
462,CHMP2A,-7.8934984
463,HCAR2,9.243289
464,CACNB1,0.32413158
465,IL6ST,-12.772913
466,OR10A6,-0.62671566
467,GPD2,-0.77049816
468,SEC61A1,9.606288
469,OR4S2,4.6326437
470,SRSF8,-2.9008026
471,TPCN2,-6.349757
472,NUDT16L1,-1.1412041
473,B2M,-15.186629
474,PTGDR,0.24523339
475,CR2,-14.673585
476,NADK,3.47449
477,XPA,0.07799544
478,SLC12A5,-0.028519748
479,PIGV,-1.3214084
480,VPS26A,-8.980736
481,GGT6,4.295533
482,TDO2,1.0578396
483,RCE1,-1.8114164
484,UPP2,-3.2791102
485,ADH4,-10.825195
486,TUBB,8.053673
487,DAGLB,-0.280679
488,MVB12B,-6.354619
489,EIF4E2,6.321132
490,MARS2,-2.8385456
491,WWC1,2.05749
492,ZNF157,-0.46985263
493,ABCB10,-0.34518784
494,GUCY2F,0.3471906
495,FZD5,-2.2691863
496,NRG1,-1.2016019
497,ETV5,-0.82672936
498,NSFL1C,0.8521777
499,LRP5,0.6691083
500,ZNF556,0.17702523
501,AP1B1,-2.3035405
502,HNF1A,-1.0155513
503,CPSF2,-1.4548997
504,SH2B1,-3.571202
505,PTDSS2,-2.617775
506,FIP1L1,4.654167
507,OR8H1,-5.5460353
508,OR5K3,4.081334
509,PIAS4,0.17890348
510,BMPR1B,-9.206563
511,NME7,-0.6032959
512,KRT40,-10.011803
513,NEFH,2.0688517
514,SEC61A2,-4.2215447
515,CRK,-8.569226
516,PSMA5,-1.191005
517,SLC5A6,0.123641
518,CPOX,4.757364
519,ATM,7.319137
520,GPX3,2.8019664
521,UBE2N,0.5275497
522,TPH1,0.52018225
523,TLR1,0.09192834
524,OCRL,-2.543655
525,PLA2G15,3.2454653
526,PRKAR2A,-6.5676064
527,MFN1,-0.57960564
528,HERC2,-1.7886422
529,PYGM,4.8755937
530,BCKDHA,-0.0795057
531,NUP98,-0.9976107
532,NADSYN1,-1.0883361
533,ADIPOR1,-3.4982555
534,FRMD1,3.2481892
535,GPAT2,0.15605654
536,ATP2A1,4.0976205
537,LIG1,7.4763403
538,RMI1,-0.70880973
539,GZMA,-3.943603
540,DDC,-2.2407572
541,GLUL,15.101851
542,ZNF486,-0.42402977
543,IDH3B,0.5108587
544,CDC7,-1.3458605
545,CEL,-5.402602
546,MT1E,6.3986554
547,AGT,0.8428214
548,AICDA,4.3961134
549,IL9R,9.714019
550,SEC23B,-2.876105
551,GTF2B,-2.5462449
552,HLCS,-3.1556692
553,LPCAT3,4.851978
554,MTMR4,-0.88855976
555,NSMAF,3.206238
556,WT1,-0.070508175
557,SLITRK5,0.97028387
558,CD19,-0.11511608
559,OR4C13,-3.9207869
560,C3AR1,1.6815144
561,STS,0.6626512
562,LDHAL6B,1.5918512
563,LAMC2,3.8207507
564,FBXL3,3.6248903
565,MAGI1,-2.7198114
566,TXNRD2,1.0942171
567,ZNF7,-0.00615707
568,RASGRF1,-5.2991
569,ZNF611,-0.5056303
570,MYCN,1.3230557
571,FCGR2B,7.270015
572,FES,0.747601
573,POU2F2,-0.14402309
574,KRT15,-0.7887233
575,WASF3,-4.9888444
576,RPL8,-0.19851206
577,ZNF273,-0.4133937
578,IMPDH1,-0.93259585
579,VASP,-1.6058197
580,ADAR,-6.149833
581,KIR2DL1,0.20012756
582,EGR2,3.9421742
583,CHEK1,-5.3406324
584,COX6A1,0.48977584
585,TGFBR1,-1.6817526
586,OR4D2,-6.0950336
587,RGMA,0.5569687
588,ABCB11,0.9005981
589,AMOTL2,1.5650358
590,PTGIS,-0.83002174
591,HS3ST3B1,0.23013742
592,ZNF677,0.43317783
593,SMC1B,-6.680113
594,MIOX,2.3245442
595,LIMD1,-3.6355252
596,SSH3,1.4865911
597,EDEM3,-1.8558882
598,FANCD2,-1.1401398
599,PRDM4,4.445701
600,SRSF2,1.5991561
601,LMNB2,7.135243
602,PRKCH,-6.539478
603,PRPH,0.5444692
604,ZNF564,0.41978043
605,CAMKK2,-4.9140987
606,ACOT8,3.745235
607,PYGB,3.7576213
608,MYL6,2.2602408
609,IFI16,-0.11716472
610,MCM5,1.9238402
611,ERCC1,-5.9658914
612,IRS2,-6.564861
613,CHRNA10,4.114872
614,SEMA3C,0.62726945
615,PPM1D,0.060064267
616,CASP2,0.013564246
617,KRT34,0.84066343
618,ZNF23,0.47709763
619,TRPV1,-3.1304758
620,CR1,-0.59748185
621,GALNT3,-3.9599648
622,RNASEH2C,1.6867963
623,UQCRFS1,0.854197
624,EFNB1,0.7685004
625,DNAH1,1.9698778
626,NEU3,-0.76957166
627,ZNF124,-0.5648135
628,RPS2,0.07046983
629,RBP2,0.24574669
630,KCNQ3,0.0026756083
631,SCTR,-4.1003237
632,STX1B,-5.3853626
633,PTH2R,2.8216858
634,CPSF4,1.6566783
635,CTNS,-3.207545
636,OR13G1,4.298131
637,ZNF300,-0.33341354
638,TOP3A,2.4640465
639,SH3GL3,-2.3903525
640,ZNF440,-0.49652475
641,ALYREF,-5.5734076
642,ALS2,1.143154
643,SEMA6D,-0.66645175
644,ITGA3,7.5077963
645,FCER1A,-1.3211609
646,RAB11FIP2,3.096805
647,ABCD2,-5.3420653
648,GSTO2,2.4760702
649,TXNRD3,-1.0841687
650,TNFRSF11B,-1.5872725
651,DIO2,-4.1026907
652,EFNA5,6.455188
653,COASY,2.4156992
654,GCNT1,1.4628915
655,MAP4K1,-0.8164304
656,ALDH18A1,-7.126634
657,SULT1A1,5.4888477
658,PDE8A,-0.064737275
659,CASP5,0.51580054
660,OR10R2,-0.9446831
661,SRR,-0.9076567
662,HSPA4,2.0339434
663,RPL18,0.20669642
664,P4HB,-2.2744553
665,RAD21,4.1765456
666,LILRB4,3.115039
667,FANCG,0.21401562
668,OR9G4,-2.380978
669,CCNE1,-4.9245405
670,IL31,10.2114935
671,SNAI1,0.11448932
672,AGAP6,-6.107619
673,BMP10,3.7148604
674,CTSF,-8.228215
675,RPRM,4.11267
676,KCNMB3,-0.33195844
677,RNF7,1.7546085
678,IL33,-0.39447773
679,POU2F1,0.3243214
680,GNPAT,7.297644
681,OR4K14,-5.3069415
682,SERPINA1,2.5473564
683,NDST1,-0.8967451
684,OR8A1,-2.6249275
685,CRLS1,-3.098159
686,REV3L,-0.22188249
687,HSD11B2,0.19587806
688,ALG1,-0.6251505
689,ST6GALNAC1,-1.6424463
690,OR4K17,-5.6828117
691,MNAT1,-8.042966
692,RASGRP4,-0.061782647
693,GABBR2,-2.261551
694,SHISA5,-4.736596
695,OR4D9,4.4887543
696,SLC9A6,-0.08122356
697,NCEH1,1.0721791
698,ABCD1,-3.6659207
699,TRPV5,-3.0844653
700,OR8U1,0.2479738
701,OR1M1,6.6139503
702,PARP3,2.581843
703,ITPR3,13.03072
704,FUS,-2.7513247
705,EIF2AK4,0.28716117
706,SOD1,5.638409
707,ADCY3,0.96730417
708,INPPL1,-0.31554273
709,UBA1,1.703709
710,TG,-4.573201
711,ATP6AP1,9.403823
712,LYN,8.832433
713,SLC38A2,1.1397488
714,IFIH1,3.8044612
715,BAK1,-7.0964093
716,NFS1,4.52162
717,PC,-0.20503515
718,SLC32A1,0.0823775
719,ZNF222,0.29584208
720,PROM1,0.61143017
721,RPL10A,-0.16756819
722,THRB,7.378439
723,EHD3,0.31015584
724,SELENBP1,0.7824585
725,IL27,0.06591383
726,IP6K1,-1.1146721
727,ARPC2,10.957447
728,PEX5,6.1619825
729,FBXW8,-1.9140468
730,DNAJA1,-2.1071155
731,DVL3,2.5254445
732,NDUFA13,-3.4683557
733,WDR7,6.1387405
734,TREX1,0.402478
735,FGF8,-12.542684
736,USE1,6.5853505
737,ZNF619,-0.084724195
738,GNAO1,20.714796
739,CACNG3,5.271127
740,EXTL2,1.7687321
741,OR51E2,-2.8330355
742,PLK4,1.0185148
743,AACS,3.3167992
744,SMG7,5.41024
745,CACNA1H,2.2689703
746,TRH,-3.1535783
747,ZNF701,-0.31085268
748,MICALL2,-1.170556
749,KRT25,-1.1289345
750,PPP3R2,10.906148
751,WASF2,-8.372762
752,CSF1,-15.950574
753,SHMT1,5.2838616
754,TAB3,2.1913464
755,COL10A1,0.001693414
756,ADRA2C,6.8258157
757,MAPK8IP3,-1.236873
758,SLC45A3,1.1313622
759,BNIP1,6.195163
760,OR5AU1,1.7711285
761,MTMR14,6.5976295
762,CXCR4,-5.2931037
763,RPS6KA4,15.251985
764,LILRB5,-4.0248103
765,ARAP2,9.626663
766,OR6K2,3.4222355
767,MGAT2,2.3099174
768,PFAS,-0.23640719
769,RBBP8,1.9528164
770,LIMK2,4.2338963
771,PER3,-11.303627
772,ABCC4,4.834896
773,B3GALNT1,-0.5588219
774,ACAT1,-12.346304
775,FLOT2,1.4504299
776,OR6C68,-5.366512
777,FLT1,6.222713
778,BMP7,-5.272312
779,MTTP,-0.41867924
780,SPDYE5,-0.48127636
781,ENGASE,4.103089
782,SEMA4D,0.49052918
783,PPP2R5B,-18.573433
784,SEMA4A,0.7315112
785,NOP10,-0.6488393
786,ASAP1,-3.7748694
787,OR52B2,6.3266006
788,FIG4,-6.6955748
789,GALNT8,2.17349
790,RPS6KA6,2.28346
791,EPN2,-0.8121635
792,ACVR1B,10.506658
793,ACO1,18.178816
794,KIR3DL2,0.07148554
795,GABRE,3.5267642
796,FZD10,0.63202333
797,KCNJ4,1.3226979
798,DNAH7,0.7351125
799,NDUFA10,0.15404648
800,ZNF99,-0.55575424
801,DHTKD1,2.5815554
802,ZFP82,-0.38481432
803,ASIC3,1.7804989
804,WBP11,2.4783094
805,SLC44A2,-3.4049435
806,VAV1,17.619003
807,TAS2R38,4.7726107
808,IQGAP2,-1.9517725
809,GSTP1,-6.640259
810,PIP4K2B,-4.392154
811,ALDH3A1,5.168132
812,NGFR,4.8884287
813,PLA2G7,-2.1954708
814,KCNJ8,-1.3257687
815,MC3R,0.2975804
816,NFYC,-0.5913418
817,NLRC4,0.5415235
818,ETS2,4.498049
819,U2AF1L4,0.37628645
820,ATXN2,-0.9261578
821,PAPOLB,-4.444591
822,ARSG,-2.2859488
823,CD9,2.651351
824,HMGCR,-1.547315
825,UNC5B,0.6090509
826,ACADVL,9.602812
827,MYO1C,11.550542
828,IL11RA,2.390669
829,PLK2,-1.1764097
830,SCRIB,3.066107
831,PILRA,0.107601
832,KLK2,4.0346947
833,BRK1,9.61251
834,OR2M5,-4.1553516
835,DUSP4,5.2870374
836,DNM1L,7.804348
837,ZNF614,-0.04641511
838,DYNC2H1,2.9163294
839,CCL1,-5.8169556
840,NUP155,-0.69826776
841,OR2A1,6.199323
842,OR8K1,-2.110344
843,TELO2,0.81726533
844,TJP3,0.078818694
845,IDI2,2.2776108
846,SLC12A2,-0.5169901
847,GCDH,-1.2411113
848,SQSTM1,1.563896
849,ZNF485,0.121715605
850,PRKCI,1.2364869
851,ITGA6,-0.047119025
852,RPL10L,-0.038086265
853,GJA1,-1.4317863
854,TRIP10,1.7470368
855,ABCA12,0.17244144
856,OR6C65,0.9874533
857,SMO,-2.3065186
858,DDB1,-1.75814
859,DYNC1I1,2.8158324
860,ZYX,3.0213647
861,GRIK3,8.456849
862,SRSF9,-1.6371691
863,CER1,0.7662882
864,AQP1,-0.20902804
865,CASP1,3.5753365
866,MMP16,-1.0149816
867,CNTN2,-2.2111917
868,ALDH8A1,0.4083392
869,DCN,1.1951898
870,ASS1,-9.173983
871,GPX1,9.823898
872,NCF2,7.1078653
873,OR51I2,2.6799757
874,IQSEC1,-0.33582214
875,ZNF700,0.34335047
876,OR5B17,6.4231405
877,GBA3,2.103047
878,THOC2,-0.6217021
879,HSPA2,-1.2043055
880,EEF2,1.4740157
881,ZNF566,-0.061971538
882,MED1,4.2333713
883,SERPINE1,-3.2288983
884,GALNT9,3.7936716
885,PANK3,0.36771262
886,HES1,-8.705372
887,SIRT7,-2.1140463
888,WNT2B,-10.145612
889,CSGALNACT1,-3.229765
890,TRHR,-2.2167728
891,UTP14C,-0.34295774
892,SULT2B1,-3.0151145
893,SF3B5,0.73681784
894,PTPRN,-0.062340952
895,NADK2,1.1836343
896,OR52N2,4.9694147
897,DHX33,-0.0006177245
898,ALOX12,-4.863804
899,KMT2D,-4.1091437
900,DLL3,-2.3864655
901,ARFGAP2,4.940218
902,FANCL,0.15220265
903,ACIN1,2.5846264
904,ST3GAL5,1.2611501
905,WASF1,-13.245124
906,SOD2,7.3853683
907,OR2S2,3.3053508
908,RELN,8.0748205
909,PLRG1,0.12689717
910,ADCY5,-6.30383
911,RPL7,0.043677736
912,ERBB4,8.760002
913,PRKCD,-11.176472
914,ETNPPL,-2.0192132
915,CRYL1,-0.6718071
916,MAP4K3,-3.8394713
917,DES,-2.4626575
918,RAG2,-0.77288616
919,UBE2R2,1.2694584
920,ADCY9,-1.1779757
921,MAP1LC3C,-0.05266008
922,SEC31B,-4.806251
923,CIITA,1.2010183
924,BAX,4.512466
925,CORO1A,-4.5142245
926,CASP7,-14.151709
927,LIPG,0.6871674
928,KLHL9,1.3275567
929,SLC27A5,9.265226
930,POMGNT1,0.28269094
931,LIPA,-2.619265
932,PTGIR,9.467346
933,GAPDH,1.0924468
934,ACP1,-4.676161
935,EDC3,4.234944
936,CAMK2B,15.045331
937,MAPKAP1,3.6142342
938,IL37,3.1478705
939,GABBR1,13.149999
940,CCNT2,-1.4480928
941,IST1,11.288593
942,PIK3C2B,-7.161379
943,GGCX,-1.4105588
944,CPEB4,9.90059
945,ZEB1,1.4749804
946,PRPF8,1.6165785
947,OCLN,-7.341599
948,ACACB,0.28913316
949,MAN1C1,0.048714142
950,MEF2C,-8.468129
951,EEF1A2,-0.24084017
952,ATP6V0B,-18.29234
953,ADIPOQ,3.0973232
954,ZNF782,-0.10011919
955,OR4S1,-2.309928
956,KRT13,3.136142
957,ZNF211,0.45119283
958,ATG16L1,1.3189492
959,DUSP10,6.4560795
960,ZNF675,-0.008768395
961,CASP8,-10.972279
962,WEE1,-0.04003833
963,ST3GAL3,-7.3454843
964,LMO7,-0.16204697
965,SARDH,1.0438493
966,FER,-0.0696821
967,TGIF1,0.05109625
968,GYS2,-11.222489
969,TSHR,2.3180711
970,EPAS1,-1.107659
971,IDH2,-10.419989
972,ANAPC4,-8.644604
973,EARS2,7.9038954
974,VPS35,-12.832016
975,ADAM10,-3.4619117
976,OR7D4,-0.5873503
977,DTX4,3.144099
978,RAP1GAP,-0.90114427
979,CNGB1,10.419107
980,ZNF83,0.28537098
981,SEPHS1,-0.07579479
982,OR4C11,-6.614172
983,RPL23,0.12816523
984,DNAH3,0.9587641
985,EXTL1,1.3438003
986,MAP2K5,2.9808035
987,DNASE2B,-4.614066
988,SRGAP3,-0.777669
989,OR10H1,3.349025
990,PILRB,0.5966833
991,SRD5A3,-4.973192
992,HDAC10,-5.801358
993,NEFL,2.2873926
994,CIR1,12.363435
995,SYNPO,-4.199038
996,ITGB3,9.19544
997,MAP3K11,-3.419317
