,genes,values
469,PDE8B,-0.19619595
470,CSF3,-1.0768476
471,VAPB,0.20720762
472,DPM3,0.12853779
473,FNIP2,0.52641094
474,NR4A3,-0.3009727
475,RPS10,-0.033362813
476,SLC27A6,-0.00016716389
477,ALG11,-0.5684301
478,ELOVL7,1.4089056
479,MTHFS,-0.16193964
480,CCDC12,0.2575684
481,CNTFR,0.9501027
482,PRDX5,-0.16578649
483,CLCA2,-1.7237773
484,SNRPD2,-0.4664222
485,POPDC3,-0.07467362
486,STK4,0.3429803
487,COL11A1,-0.24429484
488,NLN,0.09798901
489,AURKA,0.39541897
490,NDUFA7,0.52716464
491,EZH2,-0.17482132
492,OGDHL,0.022722086
493,FAU,-0.057424616
494,IFNE,-1.6545345
495,ACAA1,-2.1165683
496,RPS3,0.22856577
497,RRAGD,0.1776342
498,RPL37,-0.0015144733
499,SGK3,0.62293345
500,CCL14,-0.28077763
501,MYL5,-0.14108276
502,ITGA11,-0.98911935
503,ABCA9,-0.010346891
504,WNT10A,-2.0290985
505,FKTN,0.015445241
506,FOSB,-2.3241992
507,HS3ST5,-0.8635388
508,ADAM17,-0.5979655
509,RPSA,0.0028823956
510,KMT2E,-0.039525103
511,MSI1,-0.21058488
512,CHMP2A,-0.38091883
513,CTSE,0.081028156
514,PWP2,-0.006299576
515,RPL38,-0.06816903
516,RPL24,-0.030609814
517,EDN2,0.32855788
518,FANCI,-0.0554552
519,DNM3,-0.52586865
520,CST4,0.58967924
521,GPX8,-0.45571208
522,THPO,0.29758123
523,MYH10,-0.058040563
524,ACVR1C,-0.6405039
525,CCR3,-0.53060853
526,IL22RA2,-0.78599674
527,SERPINA5,-0.2354968
528,GGT6,1.3171631
529,SPDYE2,-0.1548834
530,IPO9,-0.3398167
531,ZNF354C,-0.07199946
532,STX17,1.7836035
533,POM121,1.4891098
534,VPS37B,0.50872797
535,PLA2G2C,-0.5575878
536,TNFRSF13B,1.5914733
537,FANCM,0.33594897
538,AQP5,0.73325455
539,ZNF805,0.0035461003
540,ROBO2,-0.03147293
541,GNGT1,2.6528277
542,CAMK4,-0.32593977
543,AK7,-0.69506687
544,SGK1,0.23500825
545,ANK3,-0.050796267
546,DEGS2,-0.20552894
547,ABCA4,0.019838452
548,HS6ST3,-0.31382248
549,RPL28,-0.058470994
550,NRG1,0.6263078
551,ETV5,-0.667057
552,SNRNP200,0.27691868
553,GART,-0.575047
554,CXCL2,0.048829615
555,CPSF2,0.42103013
556,FANCC,-0.3850895
557,LMNB1,-1.1034958
558,MYLK4,2.7344856
559,SLC22A3,-0.14863259
560,SGMS2,-0.27713996
561,ATP1A4,-0.47463813
562,NME7,-0.19446085
563,KRT40,-0.92427176
564,AP4E1,0.0729402
565,EVC,-0.090007156
566,FGF18,0.6447961
567,DYNC1H1,-0.3474414
568,CRK,-0.55273926
569,WNT3,0.3914573
570,SGCD,0.08513243
571,ATM,-2.6209648
572,HHIP,0.35570422
573,MAVS,1.1955671
574,MAN1A2,-0.5586664
575,TNC,0.15582678
576,B4GALNT1,1.046529
577,CNOT4,0.4921996
578,ATP6V0A4,-0.6657475
579,ZNF8,0.062328443
580,HERC2,-0.020235188
581,RPL32,-0.014678487
582,RORC,-0.01489394
583,GRIK2,0.41137397
584,POLA1,-0.03361174
585,GLG1,-0.1989147
586,ZNF81,-0.044888932
587,POLL,-0.69536203
588,RRM2,-0.55434906
589,NUP98,-0.5931529
590,NADSYN1,0.02848354
591,WNT8B,1.5058037
592,SAT1,-1.1680732
593,AK4,0.25889066
594,IL3RA,-1.3520068
595,CYP3A5,0.26769257
596,SEC23A,-0.37091583
597,NTN1,-0.86908174
598,RPL5,0.026446102
599,SNX5,-0.3533938
600,AP3B1,0.13322726
601,PARP2,-0.8413839
602,KRT24,0.4437632
603,HUWE1,-0.52217656
604,FLOT1,-0.073342025
605,RALGAPB,0.37822568
606,GMDS,0.9183322
607,CNTN1,0.1496818
608,FLNC,0.3580719
609,IL9R,-0.7925029
610,B4GALNT4,-0.023523498
611,TGFB3,-0.07075468
612,PDX1,0.5005647
613,MAP3K3,0.52389276
614,RPLP2,0.07485109
615,OR5M11,1.1458853
616,MAPK8IP2,-0.0401355
617,RGS9,-0.59920913
618,CD19,0.18263504
619,TAF4B,-1.0471691
620,KMT2C,0.07991479
621,FADS2,0.80679727
622,MASP2,-1.2639782
623,SLC1A7,0.6022895
624,TXNRD2,1.0439906
625,IL1A,-1.9924781
626,BLNK,-0.18962422
627,GNG7,0.14058626
628,LSM3,-0.23648533
629,MOCS1,0.007414156
630,HTR2C,-0.09396162
631,SIRT5,-0.09294599
632,KRT15,-0.35145992
633,NCK1,0.6523186
634,WASF3,-0.76728964
635,TRPV4,-0.47501653
636,VTN,-0.7204346
637,MST1R,0.6204967
638,MED12L,0.03925161
639,NDUFA1,-1.074748
640,COL12A1,0.1372482
641,NPNT,0.7198759
642,EGFR,4.091208
643,CHEK1,0.32304484
644,TGFBR1,0.72658825
645,IL6,5.3675
646,EPOR,-0.6761619
647,INHBA,0.31242514
648,NTS,-0.28372985
649,CCNT1,-0.2283609
650,GABRR2,0.3900031
651,ELF5,0.44176972
652,KPNB1,0.39957896
653,HS3ST3B1,0.002609059
654,FMO3,1.4815208
655,CSGALNACT2,0.83662266
656,RPL27A,0.06883444
657,RPS15,-0.044920873
658,ORC3,0.13251124
659,MIOX,0.42912337
660,RPL35,0.017256131
661,DNAH5,-0.55627674
662,EDEM3,-0.29468083
663,SMAD1,-1.4097462
664,TRIP12,0.90742165
665,CD1A,1.0049918
666,TH,1.6073325
667,APC,1.4094683
668,MYL12B,0.16941455
669,CYP26A1,0.15346918
670,CNTNAP2,-0.22971348
671,PLIN4,0.12991437
672,NFATC3,-3.8187706
673,RPS7,-0.07367781
674,CASP2,0.87401867
675,NKX6-1,0.2539493
676,CCL3L3,1.746525
677,SLC16A2,-0.030659279
678,PPIP5K2,0.22159645
679,ZNF23,-0.017074155
680,TAF2,1.1855053
681,HDAC4,0.6151848
682,RPS4Y1,0.009106387
683,ESPL1,-0.27315167
684,ACKR4,-0.01529148
685,MPZL1,-0.29927114
686,RNASEH2C,0.054789215
687,WNT5A,1.8277886
688,TFPI,-0.27058047
689,TLX1,-0.3453595
690,UGT8,-0.39595953
691,LATS1,0.027075827
692,HSD17B2,0.20159267
693,MTHFD1,-0.72749066
694,KITLG,0.40977812
695,RBP2,-0.026919473
696,UBXN1,-0.19115406
697,MED12,0.004895501
698,RAB22A,-0.42227992
699,SLC18A2,1.1259191
700,TOP3A,-1.0970447
701,POP1,0.009723485
702,TBC1D4,-0.025278155
703,VPS29,-0.47170725
704,KAT6A,0.23317696
705,SEMA6D,1.1100016
706,DIO2,0.007874845
707,GRIA3,-0.5163248
708,BRIP1,0.6046781
709,PTPRD,0.09592867
710,HLA-E,-1.0949384
711,MBOAT2,0.71201676
712,NGF,1.7843671
713,GNG2,-1.1957936
714,PLXNC1,0.53925806
715,RPL18,0.039242078
716,CHST3,1.160078
717,CYP26B1,0.4645926
718,MEF2A,0.004596019
719,LTB4R2,0.48081478
720,RECK,0.07083841
721,SIPA1,0.4258195
722,CCL17,0.3769511
723,NDUFS8,1.3979017
724,IL7,1.590675
725,MALT1,-0.44140545
726,XPO4,-0.039341353
727,CYP2S1,0.29279718
728,HSD3B1,-1.2737805
729,KCNMB3,-0.29165015
730,IRS1,-0.76147896
731,REN,-0.09758175
732,IL36RN,0.011786486
733,GLRB,-0.52402043
734,POU2F1,-0.08669615
735,SLC44A4,0.14647222
736,B3GNT7,1.0667121
737,REV3L,-0.15096627
738,ARHGDIB,0.40525445
739,COL23A1,-0.018613685
740,AASS,0.089446805
741,RPS18,-0.07440177
742,DSEL,1.318317
743,FOXA3,-0.14952278
744,CCNE2,-1.8713334
745,ASH1L,-0.2941558
746,RPS8,-0.012009866
747,SIX4,0.23398869
748,RPS20,0.031817283
749,MST1,-0.7947092
750,BCL11B,0.38543293
751,ACACA,-0.1525085
752,FBXO43,0.03601965
753,TNN,0.49116862
754,ADCY3,1.0741365
755,SYT1,0.35249677
756,RPL34,0.020225076
757,PGM3,0.29197848
758,KLF2,-0.62615496
759,NOTCH2,-0.26932597
760,SLC36A4,0.19196059
761,WDR36,-0.0095536625
762,ELOVL4,1.1655365
763,GXYLT2,0.57258296
764,CBL,0.23174459
765,POLK,-2.3318064
766,ACAP1,-0.27169117
767,TXNRD1,0.1934998
768,NR1H3,-0.029991994
769,AKR1B10,0.6556344
770,ORC1,-0.16320327
771,ZNF880,0.01023077
772,MAFA,0.22659568
773,KIF5A,1.0275248
774,HSPA4L,-0.4045031
775,RPL15,0.022175604
776,CHSY3,-0.09567146
777,GALNT13,-0.48893574
778,RPS11,0.0330669
779,SAT2,1.125425
780,GALE,-1.300344
781,GABRR1,-0.8662938
782,WDR7,0.0983415
783,ATG2B,-0.056144238
784,KRT31,0.63046616
785,ULBP3,-1.3823947
786,PAPOLA,-1.433329
787,XCL1,0.036862917
788,ME3,-0.274902
789,NPRL2,0.17230073
790,PLK4,0.16365059
791,ABCA13,0.14071168
792,SMG7,1.5430689
793,PPP2R2C,1.4627255
794,UBE3C,0.3328359
795,RPL12,0.056289162
796,INPP5D,-1.1714797
797,GLP2R,0.47864136
798,PGR,-0.21769416
799,NUP188,0.32782233
800,SH3GLB2,0.37133583
801,COL10A1,-0.008629853
802,POLR3A,0.706484
803,MTMR14,-1.5501529
804,MAP3K8,-1.3866752
805,IPO7,0.34487474
806,FZD6,0.5628403
807,SIPA1L2,0.008218754
808,CLDN16,0.41522098
809,PRODH,0.2943883
810,MGAT2,0.07620079
811,KRIT1,-0.032028493
812,PER3,-0.70513093
813,SMG6,1.6585605
814,IL1RAP,0.15635666
815,EPHB3,-0.8281057
816,RPL27,-0.0728482
817,CLDN8,0.19329926
818,SYNJ1,0.47580844
819,CLOCK,0.0067184833
820,B4GALT7,-0.39210522
821,ASAP1,-0.4692876
822,SEC24D,-0.123373054
823,GLI2,0.12558219
824,DNA2,0.06407685
825,ATXN1,0.11931599
826,SELP,-0.744924
827,GABRE,0.1519324
828,ZNF283,0.0074318564
829,ADH7,0.58804846
830,ZNF845,-0.020070832
831,SETD7,0.71956885
832,RPL39,-0.04920558
833,DDX19A,-0.34170434
834,RPL35A,0.001179005
835,INSL3,0.21706915
836,HOXB1,-0.28705156
837,ALB,0.029408105
838,ADCY7,6.0316315
839,TAS2R38,0.35366488
840,ALDH3A1,-2.1581643
841,IL20RB,-0.47412255
842,ACVR1,-0.56035227
843,DKK2,0.98507595
844,TTK,0.06778627
845,CDC25B,0.48429596
846,ZFP37,0.053154983
847,HERC3,-0.108328946
848,RYR1,1.8354194
849,RB1CC1,1.0148542
850,HYAL2,-0.90709203
851,ACADVL,-0.25773847
852,ABLIM2,-0.81129825
853,NME3,-0.07453615
854,LSM7,-0.08721728
855,PALB2,-1.514813
856,CREB3L1,-0.415112
857,DUSP4,0.24894032
858,CUL3,-0.20902239
859,GFPT2,-0.6241987
860,ZNF713,-0.06933407
861,HAP1,-0.92762035
862,PIK3R2,-4.922653
863,DYNC2H1,-0.10626586
864,TJP3,-0.075345024
865,SOCS7,-0.4770175
866,ROR2,-0.07038997
867,TP53INP2,-0.6499834
868,RPL36,0.07794649
869,NANP,-0.09158884
870,SLC33A1,-1.0861391
871,CDK14,0.1627111
872,ABCA12,-0.14629988
873,SMO,0.106329925
874,FKBP5,0.35402894
875,IPMK,0.1319114
876,ENDOG,0.15517834
877,GNL3,0.0027901505
878,CTSV,-1.023391
879,RPL31,0.027857402
880,CTNND2,0.8937439
881,KRT18,-0.9883346
882,IL1RL2,0.027839933
883,NR3C1,0.096865945
884,MMP16,0.08278007
885,SCD5,-0.365436
886,COL6A3,0.9657274
887,ANGPT1,0.9488244
888,P2RY6,0.21467796
889,ZNF227,0.08410921
890,GPX1,-0.6111795
891,POFUT1,-0.5461513
892,TNFRSF4,-0.0023608652
893,ULBP1,1.2577219
894,PFKFB2,-1.2679689
895,RARB,0.4195722
896,FGD1,-0.06110493
897,CDON,0.03793271
898,RBKS,-0.29139924
899,NDUFB1,0.99748486
900,TEAD1,-0.102307506
901,ZNF460,0.09388773
902,NFASC,0.30257028
903,ZNF566,-0.06485817
904,MED1,-0.013556102
905,TNFRSF10C,-0.0072062733
906,ST3GAL4,-0.08253954
907,NDUFB8,-0.1455584
908,RPS23,0.033632733
909,TIMP3,-0.0974461
910,GREM1,-0.06063421
911,GABRP,-0.26202777
912,RASAL2,-0.08540793
913,UTP14C,0.008615105
914,MAD2L1,0.5151418
915,LILRA4,-0.71928465
916,CERK,0.091909915
917,CYBRD1,0.25835183
918,PTPRN,0.1506108
919,HCFC1,-0.0015269308
920,KMT2D,-0.18819168
921,COX7C,0.8477751
922,CYP51A1,0.15618163
923,HS3ST3A1,-0.27339762
924,GAL,-0.24199615
925,RPL3,0.042671338
926,ST3GAL5,2.2090163
927,CDK6,0.840173
928,MAGI3,0.6667663
929,IHH,-0.0128286565
930,ERBB4,-0.9295695
931,PRKCD,-1.1031957
932,CCL23,-0.049928404
933,DES,-0.028034376
934,MDN1,0.0023463615
935,CERS6,0.053435426
936,ENPP1,-0.41466647
937,ADCY9,-4.6194887
938,OXCT1,-0.6869789
939,UBR4,0.3225049
940,TSLP,1.0155578
941,CCNA2,-0.2617651
942,PTGIR,-0.074415915
943,BRCA1,0.12893294
944,CAMK2B,-3.0272183
945,SIRPG,0.011335503
946,IL37,0.012460721
947,MRPL20,0.0751964
948,POU5F1,0.75744486
949,CD3D,-1.3875141
950,AGAP1,-0.08610885
951,GPSM3,-0.08388641
952,GTSE1,-0.20274694
953,PANK2,0.21632412
954,SMPD2,-0.11350463
955,KLK1,-0.79257643
956,ZEB1,-0.038229626
957,PLCG1,-2.8863072
958,BMP2K,0.5544885
959,TUBB2B,-0.40689427
960,HNMT,-0.042331234
961,SLC36A1,0.22493903
962,RND1,-0.5759577
963,ENPP2,0.054677412
964,FGF22,0.1523323
965,PPP2R3A,1.3831043
966,SOX2,0.46443188
967,SEL1L,0.3060163
968,NEIL1,0.22453171
969,P4HA3,-0.48617887
970,DCP2,0.45098028
971,FER,-0.24913551
972,SV2A,0.5410306
973,RPS9,0.056862887
974,GDF6,-0.1099182
975,STK3,-0.17206022
976,GCNT2,-0.07051722
977,EXOSC7,0.29659045
978,FBXO5,-0.03983744
979,NUP205,-0.52731586
980,ZNF582,-0.048615534
981,RAP1GAP,0.5296427
