,genes,values
0,C1GALT1,1.1932979
1,MEIS1,-0.7787107
2,ERBB2,25.409744
3,GDA,-3.5510025
4,DDX23,-0.24840608
5,SFRP4,-0.04125845
6,ZNF430,-2.8789847
7,ATP2B3,6.524773
8,GRM7,1.1595635
9,ALDH1L1,2.5659199
10,HTR2B,18.50065
11,UBA52,-11.003724
12,ATR,-15.67799
13,ZNF317,2.028934
14,PPCS,-5.573545
15,VMP1,-5.5680156
16,INHBB,8.659207
17,PLCH2,1.6727003
18,HERC1,-5.3032475
19,TTC37,3.3172295
20,ATIC,5.96303
21,CXCR5,-0.14716288
22,RASGRP1,11.534296
23,ZNF528,0.22193693
24,KCNQ2,-0.82062936
25,CHSY1,-10.941469
26,MASP1,-0.7215887
27,PROS1,-4.3156395
28,RRP7A,-0.44453263
29,ATG9A,3.8138385
30,PLA2G4F,-13.424068
31,MAN1B1,8.109942
32,DCTN1,-5.5288577
33,NCOA1,-1.0859632
34,CNOT1,3.9900482
35,CCNB3,20.956816
36,HEXA,-27.987543
37,CARD16,-2.5261958
38,TAOK1,-0.12564555
39,CA6,-6.075468
40,POFUT2,1.4071754
41,CST5,-2.078982
42,SIRT1,-1.8869106
43,ACSS2,-4.940386
44,CARD10,2.77575
45,EEA1,7.274711
46,HERC4,-7.404381
47,KIF22,-3.9619253
48,TRPC3,-0.014689202
49,KRT10,0.27606022
50,FBP2,6.948743
51,HSP90B1,-3.4678915
52,ATP6V1A,7.8338065
53,HTR6,-8.933874
54,PLK3,8.639248
55,REL,16.591845
56,CHD8,-0.33480886
57,KSR1,-6.387021
58,OR7A5,0.27819505
59,CNGB3,0.4309849
60,HNRNPA3,0.010525336
61,KIR2DL4,8.754204
62,MRPS6,-11.07542
63,PTGR1,0.33433166
64,AIM2,-11.771036
65,PIK3R3,5.2171216
66,SRP9,3.8458607
67,TAS2R20,-0.0048558065
68,SP1,-7.180477
69,MBL2,-3.2569666
70,PLA1A,-1.3823873
71,SP100,1.8925693
72,TNFRSF17,0.031237544
73,IL20RA,20.57541
74,GNAL,2.2341802
75,AHCYL2,-4.566311
76,OR52K2,-3.317557
77,GALNT12,1.9046291
78,PIKFYVE,-3.734808
79,DHX58,-2.651017
80,OR5H1,5.2075653
81,ZNF304,2.1744652
82,NFKBIB,-1.9726471
83,BHLHE40,1.6420759
84,THOP1,-8.168452
85,SEMA7A,0.17319936
86,CD1B,-11.89213
87,GBP7,4.796068
88,OR10A5,3.1797566
89,BOC,2.8032901
90,ST8SIA5,-0.20616737
91,MRPL1,8.412391
92,ZNF33B,1.1070918
93,MRPL16,-10.629269
94,TGFBR2,-14.599231
95,MAP3K6,-0.13068272
96,NDUFB9,-12.808788
97,TRPM6,-2.996709
98,APPL1,-1.5478009
99,SEMA6B,-0.19082537
100,PTPRM,0.689173
101,CCL11,11.923029
102,SNRPB,-5.2064652
103,NLK,-2.8601468
104,RASA2,-5.661466
105,ACSL5,-15.998249
106,CD5,-1.2869102
107,MAP2K3,8.475689
108,KIF5B,-2.6402202
109,ZNF565,0.19783235
110,WDR75,0.41076776
