,genes,values
0,AQP7,0.015958682
1,SLC6A11,0.44051978
2,GDA,0.060761277
3,UBR5,0.12628876
4,NOTUM,1.1211461
5,GTF2H5,-0.14478858
6,SFRP4,-0.34600806
7,NAPEPLD,-0.5077818
8,ALDH1L1,-1.5458689
9,HTR2B,-0.5837693
10,UBA52,0.036832735
11,SLC17A7,-1.9273084
12,AGPAT5,-2.2538574
13,TRAM1L1,-0.16260026
14,P2RX7,-0.3102609
15,ATR,0.35556713
16,ATP7A,-1.2806677
17,TEAD2,-0.017408771
18,WDR3,-0.12816802
19,HMGCS2,-2.4070346
20,SGCB,-0.42880028
21,HERC1,0.311297
22,SLCO1B3,0.08260693
23,SPATA5,0.34156707
24,SOX17,1.502559
25,CYB5RL,0.12759617
26,TTC37,1.2309039
27,KIF23,0.07596004
28,CHSY1,0.320934
29,VIPR1,-0.33685488
30,GREM2,0.016129743
31,CSNK2B,-1.1713653
32,CLDN20,3.1951604
33,PROS1,-0.36852378
34,SIX1,0.46645722
35,GPHN,1.6413146
36,HOMER2,0.17705327
37,PLA2G2F,-1.1676459
38,TST,1.379579
39,RPL7A,-0.79247725
40,SEC24A,-0.089791775
41,PDE4C,1.5044247
42,LAMA2,0.5714665
43,CDC27,-1.3268892
44,CNOT1,1.4431727
45,YWHAG,-1.4847064
46,TAOK1,0.13591035
47,XPOT,0.022044335
48,ZNF490,-0.27369273
49,TTF2,-0.24656396
50,DUSP2,-0.063594095
51,NDUFA11,1.635473
52,TAS2R31,0.65371245
53,PIGZ,0.48237556
54,ARSB,-2.187094
55,SMCR8,-0.65132874
56,GLI3,1.157854
57,PLA2G4E,2.699989
58,SLCO1B1,-1.4314865
59,HOXD10,1.7440931
60,RFC1,-3.508143
61,ITPK1,0.5137709
62,SLC34A3,-1.4801277
63,TRPC3,0.1330743
64,ADCY1,-4.3609257
65,LAMP2,2.6961706
66,EEF2K,1.5510074
67,DPYD,0.7413638
68,FN1,2.5337958
69,GRID1,-0.66972756
70,IGF2R,1.1917201
71,EPHA4,-0.122014135
72,ATP6V1A,-0.8260672
73,ICAM2,1.1233326
74,TLE6,0.123685725
75,PLK3,-0.6096134
76,CHD8,0.5543598
77,CMA1,-1.6636678
78,KSR1,1.9505311
79,MTOR,-2.520518
80,ROR1,-1.2828587
81,DLG5,0.30764553
82,RPL36A,1.1053097
83,PRKDC,2.6334295
84,PCYT1B,0.5651637
85,ARHGEF4,-0.06863072
86,ACE,1.8605889
87,RPL13A,-0.82008845
88,CARD18,-0.12150844
89,NDUFA2,2.5269022
90,GTF2E1,-1.0871621
91,ANTXR1,-1.4893404
92,COL5A2,-0.9257707
93,TNPO1,-0.07799332
94,STX2,0.10461878
95,TUBB4A,0.034005288
96,TNFRSF17,-2.5208945
97,MKNK2,0.22195357
98,RPL29,0.025160206
99,AHCYL2,0.82241523
100,TOPBP1,-0.47247204
101,ASIC1,0.82205003
102,ENPP6,-0.16942261
103,MMP9,-1.8690044
104,PIKFYVE,-0.09416092
105,DNM1,2.592418
106,SERPINB2,0.3046779
107,CPB2,1.0550653
108,C3,0.5218627
109,NPC1,-1.2325246
110,THSD4,-0.72724694
111,FAN1,1.4064753
112,NKX3-1,0.11410504
113,AMPH,-1.2211219
114,LDHC,-0.62736624
115,TSPO,0.9161408
116,GAS1,0.5252111
117,RSPO3,0.18578835
118,BOC,0.8915181
119,COL11A2,-0.21734685
120,NDUFB10,-1.2068186
121,ITPKA,-0.5827733
122,SEMA6B,0.099098034
123,TMEM86B,-1.1634861
124,SF3B3,-0.20779458
125,KIDINS220,0.46684223
126,FBP1,0.9453901
127,RPS6,-0.48247468
128,ACSL5,-0.7470281
129,IFI30,-0.20328394
130,CHST6,0.6777013
131,CSNK1G3,0.46973118
132,COL16A1,-0.9632418
133,SEC24C,0.13725893
134,ALDH1L2,-0.8044237
135,LPAR4,1.455138
136,HAND1,-1.4636911
137,IP6K2,-0.20238663
138,RPS28,-0.57993305
139,AGPAT4,0.10247604
140,BRCA2,0.32481492
141,CLDN5,2.8296158
142,MED13,0.0016992403
143,ZNF707,0.17774493
144,COL5A1,-0.021959513
145,MYO5A,-0.1773655
146,LRIG2,0.10124974
147,B3GALNT2,-0.26407215
148,XRN1,1.3537239
149,ATP7B,-0.9458934
150,NLGN2,-0.36356774
151,NDUFV1,-2.0373561
152,ETV1,-0.4041366
153,OXTR,0.4969708
154,DAGLA,0.4253121
155,IL27RA,1.2431201
156,GABRQ,-2.0326803
157,NDUFB7,-2.5033002
158,DGKG,2.26752
159,SEMA3B,0.06403498
160,REST,1.5281457
161,CAMK2D,-3.3992896
162,ENPEP,-1.1759738
163,VAMP5,-0.01046091
164,ST3GAL6,0.7196486
165,LGR6,-1.4922523
166,RNGTT,0.22257727
167,RPL13,0.61737543
168,LIG3,-0.021766098
169,AMH,1.7719651
170,P2RY1,-0.18874912
171,SFRP1,1.6757271
172,ARPC4,-4.0411434
173,PNPO,0.4676906
174,SLIT2,0.12618703
175,CLDN6,2.9653506
176,ZNF674,-0.35428873
177,APCDD1L,-1.6236293
178,DIAPH3,-0.05860342
179,POMK,-0.45457634
180,DICER1,-0.22731917
181,DMXL1,-0.029065745
182,PPAT,-0.026210329
183,EGF,0.49383417
184,ZNF492,-0.26591325
185,RPL26,-2.3249977
186,ST3GAL2,1.4954628
187,NFKBIZ,0.48765898
188,OR11H7,-0.050549224
189,WNT11,1.2566303
190,ZNF699,0.16611578
191,FZD1,-1.0082102
192,FADS1,0.3868002
193,SLC25A6,3.6609995
194,RXFP1,-0.9002275
195,PFN1,-0.89303434
196,CALML3,0.7482263
197,GSTM1,-3.6065335
198,STXBP1,0.11776159
199,GSPT2,-0.25108752
200,DSC2,-0.8622681
201,ZFP1,-0.30666068
202,RPL18A,-0.7362364
203,UCK2,-0.8667925
204,AGPS,-0.23472692
205,TP73,1.1948636
206,COL8A1,-0.7059936
207,AR,-0.53198147
208,CLTCL1,1.8743021
209,PDGFC,1.1211921
210,GALNT15,-0.75758
211,PIK3C2A,0.7061939
212,PTPRZ1,-0.2616159
213,ARPC3,-1.0270761
214,COMP,-1.072265
215,CUBN,-0.08183442
216,LFNG,-0.52955616
217,TRIM37,-0.5127526
218,ZNF132,-0.18476881
219,AMDHD1,-0.6541218
220,PNLDC1,-1.113136
221,SULT2A1,-1.2403747
222,CHRNA3,-0.8419874
223,SAV1,0.0948825
224,MME,1.7207463
225,CTLA4,-1.1432971
226,GPR161,0.46654522
227,ACY1,2.539194
228,KLHL13,0.26465562
229,ARNTL,0.5226189
230,STAM2,2.1958637
231,THBS4,0.6689224
232,PAK3,1.2951602
233,DBT,-0.20239823
234,NF1,-0.8131896
235,AMT,1.161827
236,NSD1,-0.7884881
237,COL27A1,0.9092542
238,HMMR,0.596347
239,LATS2,0.12829585
240,UBA7,1.2028985
241,GALNT4,-0.63733083
242,RASGRP2,0.8212103
243,S1PR4,-0.46398577
244,DOCK4,-0.020154929
245,KRT16,1.1264493
246,GNA13,-0.071713105
247,DLL4,0.9770206
248,ROCK1,-1.9026445
249,HPSE,2.9297204
250,ITCH,-0.161765
251,TP53BP1,-1.6356038
252,GTF2I,1.425535
253,NRCAM,-0.5167678
254,CD63,-0.4232872
255,SLITRK4,-0.17953975
256,ADH1C,-1.8110213
257,GUCY1A2,-0.71287817
258,CNGA1,-0.45939708
259,COX4I1,-0.65437216
260,LPAR6,0.87138605
