Case_ID,hsa-mir-370,hsa-mir-323a,hsa-mir-382,hsa-mir-513c,hsa-mir-551a,hsa-mir-1185-2,hsa-mir-4733,hsa-mir-658,hsa-mir-125b-2,hsa-mir-152,hsa-mir-548l,hsa-mir-190b,hsa-mir-1305,hsa-mir-377,hsa-mir-1260b,hsa-mir-935,hsa-mir-665,hsa-mir-541,hsa-mir-154,hsa-mir-654,hsa-mir-455,hsa-mir-134,hsa-mir-5090,hsa-mir-431,hsa-mir-95,hsa-mir-655,hsa-mir-99a,hsa-mir-199b,hsa-mir-561,hsa-mir-299,hsa-mir-3150a,hsa-mir-5193,hsa-mir-495,hsa-mir-1237,hsa-mir-214,hsa-mir-409,hsa-mir-380,hsa-mir-337,hsa-mir-3140,hsa-mir-659,hsa-mir-379,hsa-mir-216b,hsa-mir-3667,hsa-mir-506,hsa-mir-4423,hsa-mir-1185-1,hsa-mir-127,hsa-mir-489,hsa-mir-5699,hsa-mir-493,hsa-mir-4707,hsa-mir-5001,hsa-mir-125b-1,hsa-mir-92b,hsa-mir-133b,hsa-mir-1294,hsa-mir-410,hsa-mir-3662,hsa-mir-4424,hsa-mir-612,hsa-mir-485,hsa-mir-873,hsa-mir-137,hsa-mir-369,hsa-mir-487b,hsa-mir-494,hsa-mir-1911,hsa-mir-1269a,hsa-mir-577,hsa-mir-466,hsa-mir-889,hsa-mir-1245a,hsa-mir-539,hsa-mir-4524a,hsa-mir-758,hsa-mir-345,hsa-mir-487a,hsa-mir-3144,hsa-mir-4685,hsa-mir-615,hsa-mir-4449,hsa-mir-4742,hsa-mir-224,hsa-mir-4691,hsa-mir-584,hsa-mir-1295a,hsa-mir-143,hsa-mir-3143,hsa-mir-4454,hsa-mir-3622a,hsa-mir-4802,hsa-mir-4521,hsa-mir-3943,hsa-mir-543,hsa-mir-641,hsa-mir-432,hsa-mir-411,hsa-mir-548y,hsa-mir-3117,hsa-let-7c
TCGA-FD-A5C1,0.34135845875309456,0.2355146322069987,0.3929782799139705,0.0,0.0,0.0,0.0,0.0,0.4809579795513449,0.5862176871728484,0.0,0.0,0.18329408655490054,0.29030179436406034,0.0,0.08516997702663441,0.0,0.08705272648566492,0.3241327939454034,0.3655034596411658,0.6479252387384566,0.5381872508140001,0.0,0.27680963259678204,0.40365488590970033,0.3525176118313059,0.5029764685575833,0.7267784387199694,0.19634824955260716,0.4379831918476674,0.0,0.0,0.37520576170042563,0.0,0.6432689856248633,0.43085579059182805,0.08356621139338426,0.4981892874443612,0.0,0.0,0.4040045955940138,0.0,0.0,0.0,0.4915841363899341,0.12341826641306883,0.5281470107162755,0.0,0.2793195485596748,0.33947483784425175,0.0,0.0,0.524477217857206,0.2777369122907506,0.12030033590143939,0.0,0.275453209448001,0.0,0.0,0.0,0.40077401622439524,0.0,0.16926685072279116,0.3759426844584872,0.3789894908510085,0.1824196435256005,0.0,0.0,0.0936314343497685,0.16110608049074376,0.2887971014473366,0.806228462069727,0.4226224135415467,0.0,0.3568988595559291,0.333774576976836,0.20947658416233164,0.0,0.36765972105632466,0.12319293896630673,0.0,0.0,0.6173243162663902,0.0,0.5949766083285389,0.1369360610360685,0.4504629591205016,0.0,0.0,0.0,0.0,0.15983041016218938,0.0,0.11643549533177053,0.5381340119214193,0.2362530996248027,0.3427186829146208,0.0,0.15035366535553,0.396041828184679
TCGA-E7-A97Q,0.38028502481745624,0.15985207517005282,0.4322556310682933,0.06689232677586852,0.0,0.08013281191647238,0.0,0.5842802936050062,0.5394239920573852,0.7081774335877864,0.49676458600269685,0.2641681482579335,0.0,0.22480115796697187,0.3527020896482728,0.06817982039137645,0.07344342580806762,0.06968698904915968,0.4151396540952861,0.3955660077115723,0.6085534346521659,0.4194619526556125,0.5932015063399817,0.2945858963673631,0.4010733526733292,0.2512784742557762,0.45202423246813034,0.6413588484875088,0.0,0.29526463111260975,0.5440323865464706,0.0,0.3771569008606776,0.0,0.5353152651977473,0.37367817296010547,0.20948877390977158,0.4956519058143626,0.3913076083710015,0.4265994609049906,0.43836957882081096,0.0,0.11835799604086379,0.0,0.12912062158343512,0.054159887777552686,0.49452143044606556,0.3470354417654858,0.4191126871184958,0.39859569130953626,0.11447565751540686,0.48731056987000887,0.5745773920120604,0.6171395947627116,0.30157607301701084,0.0,0.37667862316802625,0.0855291668556705,0.3180161314710423,0.0,0.38496202083212294,0.0575057175697858,0.044460020901611934,0.3908965455860304,0.33092743374845607,0.18392766399005384,0.31410993297979006,0.5312888846815745,0.041088471943548345,0.07069850754876675,0.3504164638527607,0.35779686307994607,0.28043604457260257,0.0,0.3637531474530815,0.3542700921018942,0.19424827493240118,0.4136304396292002,0.2943170189998386,0.22485688366918613,0.06736017827824571,0.852797385309134,0.8108840361621271,0.20950675937649427,0.6381029617529308,0.060091928966101923,0.5070532406387449,0.220216353748424,0.13183759188613714,0.11285006344802731,0.6429612902873927,0.2917291221899254,0.0,0.23495311025328722,0.25784528785606703,0.3508806354254395,0.4234203591626088,0.0,0.12036032246338903,0.4161451986297499
TCGA-KQ-A41S,0.4486992123448962,0.21382986891901504,0.49653318432524324,0.0,0.0,0.04803092350327454,0.0,0.0,0.5533841312715095,0.6547201423399165,0.0,0.08680005442395008,0.04821224137843164,0.27264349893899975,0.0,0.04226975674640162,0.20599475437261547,0.16427344999048082,0.4296459276339454,0.3918532550529948,0.4783771832780234,0.47507992774161667,0.0,0.2945983133068791,0.5311269805174572,0.3833017706860105,0.5794199663242576,0.7235059533316901,0.13859323034549387,0.39365506535447353,0.12913102351746916,0.0,0.44378985403504706,0.0,0.5523802320673459,0.4350492833806681,0.22649877837436874,0.5201032079035476,0.0,0.2749635107498669,0.5060321511914375,0.0,0.0,0.0,0.0,0.03246297446171142,0.5637142196649326,0.0,0.38350549195161243,0.4330353509125415,0.23375527426223316,0.07022541727466894,0.5946127161117997,0.4335957885719842,0.2526881501516353,0.0,0.4392913279225364,0.13757227247234943,0.0,0.0,0.40446182242510176,0.0,0.07151321981101927,0.40301144685607015,0.38791504605970467,0.19986528690462066,0.053721089296879555,0.23809005971095804,0.04646916779775235,0.0,0.41067246021235526,0.5468485853891385,0.35810513579990794,0.0,0.402362298502434,0.2600914806901585,0.25351557301528277,0.07907763419968974,0.0,0.0,0.0,0.4828598151948156,0.7166413717265125,0.06883948059593131,0.5623974042908214,0.0,0.4619433257773973,0.13199580281902368,0.14910223937812944,0.0,0.19786142242027113,0.1432207685724004,0.0665697800899278,0.3242148314198304,0.0,0.3814859666696153,0.4140385164429829,0.0,0.20746372490588458,0.48948393035151344
TCGA-KQ-A41P,0.29429800906727677,0.2397529039454422,0.4243385011935063,0.0,0.1700801438331927,0.06400903620713115,0.0,0.0,0.5077239023345593,0.6022655152496514,0.0,0.0,0.0,0.2705377532852132,0.0,0.14608573952312534,0.1914092542459952,0.03051487512249192,0.3486987845502664,0.33384536624227046,0.3367936020919566,0.4306986501297304,0.0,0.23830755003010118,0.25918276139988583,0.28144564695916896,0.5707317592514799,0.6229721696413748,0.3367815777500304,0.31588502764641935,0.0,0.22731365788919938,0.40051684166055174,0.0,0.4825444362779131,0.3807305559945818,0.0543246931715212,0.47575039951904086,0.17134766427487186,0.2791140456572731,0.42577829473774265,0.0,0.0,0.0,0.0,0.1668972065918197,0.47824952644169527,0.06664731815161218,0.19120933213269434,0.363864618118265,0.2983480140428992,0.0,0.5371143628793588,0.3660306898359905,0.3639846983530223,0.0,0.3459081958569048,0.06831957355667172,0.0,0.0,0.37386133435251234,0.0,0.03551407993304282,0.35222968757608825,0.33731050823025094,0.29312372089510247,0.03794292532011207,0.2503943205248465,0.0,0.056473037963477496,0.35623131388783746,0.4125123081968335,0.36669046021754736,0.0,0.3673960973039065,0.3416295822339792,0.16511352929116335,0.0,0.23900810153866953,0.4219665665348139,0.17555501187827197,0.2484842774918798,0.5393359667702032,0.0,0.6664049350521721,0.124832017818374,0.576352114859175,0.1759059269650774,0.10531013439659448,0.0,0.13974849119560898,0.0,0.08871508505945021,0.21834727572143312,0.36838182485963333,0.271998854134479,0.37318101140404997,0.0,0.25789048160252936,0.4352158792364454
TCGA-FD-A62N,0.22084002434872077,0.08302093891532188,0.31905183944779,0.024191156149247713,0.0,0.0,0.0,0.0,0.42948915039284563,0.47211465153469306,0.18992863430491408,0.052370867187190945,0.10494310809800522,0.18059756639713004,0.0,0.048763177655126326,0.0,0.02664351492007634,0.24108088758564794,0.14947977818066388,0.535837105172766,0.351452350519749,0.0,0.14590252808560916,0.2810346233562223,0.14016300970600667,0.471693195760677,0.5931656781605861,0.0,0.21024927313322989,0.0,0.10291411586917998,0.25647643913361884,0.0,0.36786319978899445,0.23645378039905202,0.08525812024880934,0.23459707563977675,0.0,0.25127032403014316,0.3275583999692254,0.0,0.08254835626035004,0.0,0.0466955967801622,0.01958655596840686,0.3739963615835842,0.030173945051592144,0.0,0.23874458768620993,0.07984063329744981,0.15285896995405035,0.466532396269822,0.26689590937646623,0.1864419088690091,0.0,0.18182888225847182,0.40813436801538444,0.04554332741054545,0.0,0.18411050716761707,0.0,0.05800652075500891,0.2287628031833117,0.18503219902656898,0.10914325214749512,0.0,0.017820869894398555,0.05360769635847441,0.0,0.22473382614444057,0.4116509978943902,0.2453621814178904,0.0,0.2381777280111222,0.0322755893485476,0.08828245715911796,0.0,0.05834782737667768,0.08548310528087212,0.024360351470956117,0.1891408032501681,0.20663728097585043,0.04153434372190872,0.35895954772798766,0.04191089851633506,0.6054262487989206,0.07963975028101311,0.0,0.04081145981766897,0.0,0.04891798441878161,0.04016491850042162,0.11879288646334006,0.05111737131899877,0.24412324732301702,0.21050208403580453,0.0,0.08608341519850757,0.3966049532290204
TCGA-XF-A8HG,0.34053386197077334,0.2467331796293131,0.3671341818231879,0.0,0.0,0.0,0.0,0.0,0.49491763851364257,0.5505594393417557,0.0,0.0,0.0,0.18654765040328863,0.0,0.1022018268107861,0.0,0.0,0.4765876575205137,0.3460901310838944,0.512600553745709,0.349078848588101,0.0,0.2827021799695489,0.2700383373923275,0.3258820949941005,0.4824972474504908,0.6262760528681284,0.0,0.29215780078558695,0.0,0.0,0.30969574481732404,0.0,0.46941931789095426,0.32927957393769197,0.1632722616198246,0.5504006367444599,0.0,0.21724335637697123,0.386471123170147,0.0,0.0,0.0,0.0,0.24113549180303123,0.4947058059622754,0.0,0.3266498486877003,0.3824824648868479,0.0,0.0,0.5353624662593802,0.27184349223977544,0.39673274597389935,0.0,0.3582564326039341,0.0,0.0,0.0,0.31680725654112407,0.0,0.0,0.3826588803630356,0.2783341788054994,0.2099721306907648,0.0,0.0,0.5703529537299206,0.0,0.26797901798055,0.19568569933378596,0.26979292686549367,0.0,0.301181306850076,0.37061752341537524,0.18808019335667864,0.0,0.7183361930912223,0.0,0.0,0.8011525456291538,0.5663059710190056,0.0,0.4486852098008579,0.0,0.454456078564474,0.0,0.3605064807315504,0.0,0.0,0.19179246571106512,0.0,0.29164166154222027,0.0,0.28837232118943024,0.3880359519538895,0.0,0.0,0.3093614286535143
TCGA-UY-A9PD,0.2821579593605763,0.0828890909490272,0.3645054241971386,0.0,0.0,0.0,0.0,0.470937702021032,0.5239111944034804,0.6264814360693165,0.0,0.0,0.09704460043488651,0.25024734669212645,0.0,0.0,0.0,0.04608985056393763,0.18250818950107203,0.3206121108986702,0.6046743774120797,0.3885158605829854,0.30888559198674725,0.1760658885622745,0.1313589012543494,0.18912952415063847,0.5342290581781008,0.6401287466391257,0.10395609472220971,0.29766662630751256,0.0,0.0,0.2960877288836873,0.3711828045020467,0.48435727372196624,0.33262763539828305,0.10862751712753707,0.4021923831411438,0.0,0.41629402116686515,0.4159870976583194,0.0,0.35059718867392353,0.0,0.0,0.06534349566610402,0.43950942467545395,0.0,0.44502154908606223,0.3425455362951337,0.13811401643695218,0.5583262878356917,0.5483673021995952,0.2574820956312721,0.573289993431272,0.0,0.32128735814107373,0.0,0.0,0.14280678278221023,0.18386283443457285,0.0,0.13169839687981305,0.3009957717764041,0.21363862079078136,0.1558908108086967,0.0,0.10827863905285681,0.049572931158894815,0.0,0.17020470546123104,0.4843279187429963,0.24296957590382895,0.12903995100875398,0.3208075341372426,0.404226052111869,0.0,0.15917238433303982,0.0,0.2290914312710451,0.40858760639189606,0.3543234492593329,0.19262739013452673,0.0,0.8197077157894168,0.07250045856985236,0.6707518995896353,0.2656893680405554,0.0,0.1361527494688052,0.0,0.08462181504632398,0.13399579702501396,0.24349385822467676,0.0,0.24221479199635432,0.3151554746126213,0.0,0.14289919985559893,0.45732376998877716
TCGA-5N-A9KM,0.2554060962758724,0.11714083324478163,0.32429248559882573,0.0,0.0,0.06219511177286533,0.0,0.0,0.5275115747098117,0.7329422768174212,0.21136130849492357,0.112397153605017,0.06242989979460815,0.1477450698700952,0.0,0.0757018127355229,0.0,0.029650127254485563,0.2989547091686718,0.2979135471568819,0.5818971114827083,0.3088505201674573,0.0,0.1642814717810771,0.08746952867875726,0.276924472608847,0.5661826093172145,0.673958561164627,0.06687614300499783,0.2200833855286609,0.0,0.5763894995055182,0.28879133284394154,0.13301978929063002,0.5458543991570293,0.26981530777442914,0.02846262147110462,0.3549303399051478,0.16649191681482903,0.38393450711898436,0.3039109536378475,0.3801793194166939,0.0,0.0,0.10021701846597478,0.0,0.43842808329429794,0.34927984945854396,0.3316562218791407,0.3140869960023464,0.16509270715641644,0.23730408219592192,0.5613566226511857,0.39089415043805453,0.27057412784466717,0.14074957415589157,0.16231591262232367,0.1732350144484279,0.0,0.0,0.1977473908665022,0.0,0.0,0.26254253655922183,0.23735761438323702,0.07451045844365756,0.0,0.0,0.0,0.0,0.22387843191365062,0.24592860382046167,0.2032358560222757,0.0,0.2783611617066697,0.33491480244214455,0.12721885801439536,0.4533847244913115,0.4858880061983327,0.0,0.1364346443006059,0.30433957470353706,0.7203492169993576,0.0,0.4706546510239852,0.18097057105495495,0.4868580274105341,0.0,0.0,0.3398549651700785,0.5268755362639521,0.10115153328311602,0.08620102657626093,0.10349161020223246,0.35963135601860613,0.17867502256468765,0.2563189465238882,0.0,0.1336391697661772,0.46783003701604914
TCGA-FD-A5BX,0.20269938436033197,0.12134788337809325,0.3723264620535754,0.0,0.0598900240585499,0.0,0.0,0.11629561853058841,0.6732456854543211,0.7357437553395743,0.0,0.10593029011156575,0.0,0.1417325442771128,0.0,0.42827225374575556,0.0,0.02794418258090392,0.28543364161678825,0.3073813913128304,0.7270002228580967,0.27856591623952764,0.0,0.19557000085176174,0.4203753435933209,0.2601005701320683,0.5662545545910089,0.7617061228564808,0.11755965201894694,0.26226417787576856,0.157590762752271,0.20816386544891718,0.36921631281544476,0.0,0.762823278930485,0.32471947188490696,0.026825000928094783,0.42120644311029287,0.1569126662353332,0.2281169656068102,0.35836729412479906,0.0,0.08657815404658009,0.03546732412255113,0.2481819328806597,0.0,0.38587641331620226,0.5628674775523582,0.17759355004696173,0.36535396379097274,0.0,0.38459487007439647,0.7126977449077873,0.4367809718026777,0.6853658327972049,0.13265143062081441,0.22136492841961092,0.06256406521912797,0.0,0.1614942898219053,0.21035429106851355,0.0,0.8574701218929284,0.27756483296090434,0.24495061693826992,0.12075788928343457,0.03474646475014736,0.7050604786490855,0.0,0.0,0.2650778682122793,0.6057240338994182,0.33391139838473294,0.14592594861963495,0.26921690324166836,0.216946309221024,0.15464448422312324,0.2535815593238672,0.11801985747722635,0.41950499128648944,0.0,0.3434582602982714,0.6103159928393471,0.08401130850724935,0.2701920619003798,0.11550231789813316,0.6783801112159491,0.0,0.0,0.0,0.0,0.09569531403272472,0.08124137898747039,0.18705032291474707,0.10339485031262878,0.23386930657322075,0.25925209688471984,0.0,0.3908726864423783,0.512569847378247
TCGA-BT-A2LB,0.2813820759071079,0.15652851763584283,0.43115818020972,0.0,0.12426198333266208,0.14674955705416173,0.0,0.5357732947530637,0.5180628294103602,0.7102683949967097,0.22325609165220225,0.0,0.0,0.32586287252690604,0.09222790708876774,0.04416695120712226,0.06021110884852996,0.09176014716296706,0.3209246483930141,0.4499271748462676,0.39111377742865866,0.48709016138897376,0.2611840213316514,0.2566288831799711,0.2640298573010103,0.32055883386048417,0.5979548008951903,0.653468703627389,0.0,0.2976716502239138,0.0,0.23330192595190716,0.32981541084006216,0.0,0.5363303448761517,0.35274987976596545,0.1314223235020506,0.46413623800648884,0.0,0.19082975777672753,0.49961114592740885,0.0,0.09703341183095382,0.020740326728683863,0.0,0.08220008522678088,0.5745669913728236,0.22221499564423158,0.11135086419952099,0.3764088568357944,0.17374313703911126,0.36859192754780973,0.5507997611298626,0.2892049389115331,0.6769590797755463,0.43558671862751297,0.29704665063434904,0.03658576411447825,0.05386942295418702,0.0,0.2738397025838401,0.024598516454536295,0.0,0.4155785577914964,0.30599426693736226,0.19004254628823244,0.03894247990037792,0.4404939213165088,0.0,0.15025673165820672,0.33523681574364395,0.33601222792240953,0.281080711766367,0.045750671164062416,0.41337110709655506,0.29595696939537175,0.21823013504784058,0.2002339088925253,0.24487185960087493,0.6073787110624075,0.0,0.1815447027044352,0.18222248562062077,0.0,0.637902356358222,0.12771439113131744,0.821474052009497,0.18053992852163778,0.0,0.04827248941382273,0.07483661077005511,0.10645161141051412,0.0,0.27146960158729316,0.2588538368314773,0.255047088735887,0.32450084274122537,0.0,0.2628785626552012,0.49831184280129787
