,genes,values
0,AQP7,0.12637614
1,SLC6A11,0.07706805
2,GDA,-0.10954996
3,UBR5,0.007973043
4,NOTUM,-0.005773826
5,GTF2H5,-0.3175726
6,SFRP4,0.0074233287
7,NAPEPLD,-0.05610425
8,ALDH1L1,0.0075132092
9,HTR2B,0.35210004
10,UBA52,-0.0859365
11,SLC17A7,-0.44556105
12,AGPAT5,0.3579083
13,TRAM1L1,0.7296419
14,P2RX7,0.027955446
15,ATR,-0.12312348
16,ATP7A,0.037801705
17,TEAD2,0.12954961
18,WDR3,-0.009791354
19,HMGCS2,0.01957794
20,SGCB,-0.0006085795
21,HERC1,0.027841464
22,SLCO1B3,0.10240856
23,SPATA5,0.0044793095
24,SOX17,0.0015145758
25,CYB5RL,-0.12558709
26,TTC37,0.004072593
27,KIF23,0.18456544
28,CHSY1,0.02453694
29,VIPR1,0.00039981
30,GREM2,0.0020125613
31,CSNK2B,0.08880024
32,CLDN20,0.4718211
33,PROS1,-0.8877715
34,SIX1,0.0008309874
35,GPHN,0.575257
36,HOMER2,-0.23987271
37,PLA2G2F,0.12809557
38,TST,0.009044491
39,RPL7A,-0.05660136
40,SEC24A,0.1448751
41,PDE4C,-0.18726952
42,LAMA2,0.3626516
43,CDC27,0.10211647
44,CNOT1,0.02496708
45,YWHAG,0.5723256
46,TAOK1,0.06329322
47,XPOT,-0.18435244
48,ZNF490,-0.33812115
49,TTF2,-0.06465704
50,DUSP2,-0.07727639
51,NDUFA11,-0.18455175
52,TAS2R31,-0.037161864
53,PIGZ,0.28765804
54,ARSB,0.074322045
55,SMCR8,0.18916947
56,GLI3,-0.0189421
57,PLA2G4E,0.94402254
58,SLCO1B1,0.22405721
59,HOXD10,0.2671493
60,RFC1,-0.30918217
61,ITPK1,0.22091591
62,SLC34A3,0.070604146
63,TRPC3,-0.09078874
64,ADCY1,-1.0941812
65,LAMP2,0.05061386
66,EEF2K,0.01703012
67,DPYD,-0.25102127
68,FN1,-0.009813686
69,GRID1,0.00052680157
70,IGF2R,0.4094129
71,EPHA4,-0.1567369
72,ATP6V1A,-0.32628712
73,ICAM2,-0.16481838
74,TLE6,0.052301884
75,PLK3,-0.07130339
76,CHD8,-0.00614201
77,CMA1,-0.5254853
78,KSR1,0.2146093
79,MTOR,-0.6463594
80,ROR1,0.0049767517
81,DLG5,0.011134481
82,RPL36A,-0.05464706
83,PRKDC,0.22922517
84,PCYT1B,0.06308523
85,ARHGEF4,0.02687502
86,ACE,0.40789837
87,RPL13A,0.060758736
88,CARD18,-0.019289305
89,NDUFA2,0.1553304
90,GTF2E1,-0.24692798
91,ANTXR1,-0.020001493
92,COL5A2,0.34997818
93,TNPO1,0.4476057
94,STX2,0.3165773
95,TUBB4A,0.48050028
96,TNFRSF17,0.09605167
97,MKNK2,0.07982664
98,RPL29,0.18006612
99,AHCYL2,-0.51185536
100,TOPBP1,0.00538031
101,ASIC1,0.19167882
102,ENPP6,-0.019933475
103,MMP9,-0.20787351
