,genes,values
263,SEMA6B,0.07298482
264,CDH5,-0.38724717
265,PKN3,0.122596405
266,MRPS2,-0.08629459
267,NR1H4,-0.052855723
268,ARHGAP10,0.47441435
269,TRPM6,0.38662905
270,OR9I1,0.044348262
271,MYH6,-0.12928277
272,EZR,-0.6769485
273,MEFV,1.0643586
274,RBM17,0.008200308
275,CCR7,0.39423674
276,LCAT,-0.4677753
277,H6PD,-0.006001588
278,XCL2,0.79251665
279,ST8SIA5,0.748812
280,MYO1B,-0.4970605
281,ENTPD1,-1.7264608
282,ERCC2,0.2260897
283,PNLIPRP1,-0.30149472
284,ITGB3,1.6060994
285,POLA1,-0.21615101
286,CD209,-0.03176217
287,NPAS2,1.2256942
288,GSTK1,0.13346168
289,UBE2K,0.9456117
290,ATM,0.31913024
291,CXCR4,-0.049575925
292,COX7A2L,0.5049841
293,LYNX1,-0.091009595
294,KRT33B,-1.0899328
295,ECSIT,-0.027955309
296,TECR,-0.17460002
297,FCAR,0.22340412
298,ARHGEF18,0.045628652
299,ACSBG2,-2.1698241
300,VWF,-0.18571821
301,FAHD1,0.76251817
302,OR1C1,-0.03158275
303,ATXN1,-0.010759246
304,SNX12,-0.37089613
305,CACNA1F,0.9881219
306,TH,0.3366898
307,PIGK,0.14354175
308,CDH2,0.12295442
309,SLC19A2,0.05254508
310,TNFRSF19,0.843077
311,MCAT,-0.537075
312,NRG2,-0.030444322
313,COL20A1,0.08799082
314,SRSF3,0.19750732
315,UST,0.10522543
316,HCLS1,-0.7184371
317,PIK3CB,-0.030961256
318,ATG14,0.8075898
319,ARHGEF4,0.034610942
320,MRPL17,0.27018267
321,GTF2H1,-0.041753642
322,ACSM2A,0.06301418
323,DCTD,0.29366797
324,SIN3A,0.21618807
325,HARS2,0.3963369
326,LDHAL6A,-1.1392697
327,PDE4B,0.87646514
328,AICDA,0.6537124
329,CCR8,0.40823045
330,ASMT,0.044261813
331,RANBP3,-0.26979804
332,HTR1E,0.31241333
333,CANX,-0.71225476
334,CYP2E1,0.20134135
335,MYLK3,0.41441056
336,MC5R,0.3152508
337,NPFFR1,0.3938597
338,DGKA,0.57661384
339,HCAR2,-0.33465284
340,TAP1,-0.40648922
341,OR2H2,-0.13671096
342,RGS9,-0.19243315
343,NRXN1,-0.1490063
344,POPDC2,-0.5620109
345,ZNF383,0.155683
346,PALB2,0.33598366
347,ZNF768,0.3661085
348,DLL3,0.3231523
349,SORT1,0.39535454
350,TBK1,1.0591115
351,FANCM,0.036697347
352,BRCC3,-0.40211803
353,TM7SF2,-0.15760666
354,BLNK,0.00044953337
355,KCNJ12,0.14084212
356,FANCI,0.29193968
357,SEC61A1,0.048734885
358,CYP4F3,-0.21458805
359,AVPR2,1.0612624
360,SSH3,-0.32921153
361,RPL10A,0.37057686
362,DPYSL5,0.31581396
363,SRRM1,0.03526974
364,MYLK2,-0.901235
365,NDUFS7,0.19285943
366,RIF1,0.8303077
367,WEE1,-0.12219017
368,MAP3K12,-0.03416869
369,GFAP,-0.42665952
370,RBSN,0.18970352
371,TST,-0.7583357
372,DUOX2,0.094860986
373,CHPT1,0.47194126
374,CTU2,0.35101143
375,ZNF415,-0.19387984
376,UNC5A,-0.01699853
377,GGA2,0.2604258
378,TAB3,-0.07408272
379,BDNF,0.8189185
380,DDX3X,-0.34299678
381,SLC33A1,0.39816004
382,AMPH,-0.34096926
383,LAMC3,0.6737104
384,CD81,0.42834055
385,EPHB1,0.48233417
386,HPSE,-0.47084165
387,VSIG4,0.7014619
388,GSTM3,-0.44992486
389,TARDBP,0.085419156
390,CAB39,0.12302399
391,ICA1,-0.11585388
392,B2M,-0.37760878
393,ANAPC11,0.62589526
394,MPO,0.06836474
395,KRT23,-0.519072
396,HNRNPA3,-0.10845087
397,MOCS2,0.47329587
398,CD99,0.6768667
399,GYS1,-1.0144755
400,KNG1,-0.82832485
401,ITGAE,0.0792099
402,COL6A5,-0.17746124
403,ABCG1,0.43392318
404,UBA1,0.5788267
405,GNA15,-0.1553522
406,IST1,0.20031655
407,DEPDC5,-0.03379416
408,POP1,-0.06776804
409,RPS6KB1,0.48616624
410,FARSA,0.27898175
411,PF4V1,-0.26057416
412,BMPR1A,-0.22951774
413,TRA2B,0.028026158
414,OR10A6,-0.163755
415,PTH2R,-0.0400971
416,AQP2,0.076491706
417,NPY1R,-0.0748707
418,SOX4,-0.18024375
419,PARVB,0.036000222
420,TELO2,-0.30829033
421,SF3B2,0.00930532
422,CARD16,0.3204978
423,DNAH11,0.035002567
424,TOP3B,0.28370896
425,OR10G9,0.18341762
426,MGAT5B,0.020098168
427,XPO1,-0.40345344
428,MPV17L,-0.32642037
429,CCR9,0.3085046
430,GPAA1,0.18900807
431,SLC38A2,0.24003084
432,CYP4F8,0.37230462
433,SLC24A4,0.12733872
434,B3GALT6,-0.6959148
435,GALNT18,-0.088666186
436,HHAT,0.09765868
437,ZNF780B,0.03638152
438,LAMA3,-0.2551114
439,TNN,0.35640636
440,WNT5A,-0.6288199
441,ZNF556,-0.06292144
442,DGAT2,0.28109986
443,PNPT1,-0.9451432
444,ZNF112,-0.2813067
445,GRK1,0.7394267
446,UBE2Q2,-0.85559946
447,ZNF479,-0.3108331
448,GBP2,0.17197026
449,OR2S2,-0.049225856
450,IFNA16,-0.48081297
451,IDI1,-0.238809
452,SELPLG,0.36957493
453,GSDMD,0.42643476
454,PRKAG1,0.8177205
455,DGKH,-1.521766
456,GLDC,-0.32856336
457,ACSM3,-0.25600627
458,MAGED1,-0.35723343
459,AR,0.08756013
460,EXTL3,0.19495292
461,SF3B3,-0.023033315
462,TCOF1,-0.06647137
463,ZNF761,-0.08528987
464,MKNK1,-0.13967644
465,STX16,0.35411638
466,PTK2,0.7172323
467,PRKAG3,-0.033454977
468,FLAD1,-0.20586374
469,NEU3,0.031147337
470,FOS,0.17774518
471,CYP11B1,0.26918605
472,KCNJ10,-0.274897
473,LMNA,1.5434564
474,TUBB,0.38750836
475,OR2T10,0.16342683
476,CYP27C1,0.2447147
477,WNT9B,1.4488169
478,AGMAT,-0.51611465
479,IFNW1,1.4673713
480,VTN,0.05365828
481,UBE2S,-0.0254865
482,UBE4A,0.10662434
483,ZNF195,-0.28913963
484,CHST2,-0.4205243
485,MTHFR,1.544654
486,CDS1,0.39997256
487,PDX1,-0.43654466
488,HDC,-0.21555233
489,ACSS3,-0.620819
490,TCIRG1,-0.5278898
491,CLDN19,0.32794133
492,EDEM2,0.086888485
493,PLIN2,-0.040543534
494,CRHR2,0.6061754
495,TJAP1,0.22918364
496,BCL2,1.4678183
497,ST6GALNAC5,-0.11289461
498,ARSA,-0.4493911
499,ERCC1,-0.2787016
500,MAPK10,-1.7971882
501,FBXO4,-0.39222732
502,ERCC8,0.58999103
503,PGR,-1.8978999
504,NODAL,1.2617911
505,CD68,-0.03320836
506,OR2T6,-0.11094687
507,NFKBIB,-0.63214177
508,DISP1,0.061453335
509,PSAP,0.24306802
510,ZNF567,0.40850553
511,MBOAT1,0.32726783
512,CAMK2A,-0.41354367
513,HTR2B,0.79481125
514,PCBP1,-0.018043268
515,GGT7,-0.08361122
516,OR7D4,0.09166631
517,GPI,-0.9466214
518,AK9,0.9218051
519,P2RY12,-0.57550627
520,ABCA5,0.39907518
521,APEX2,-0.24093327
522,FBXW8,-0.788231
523,TLX3,-0.016678905
524,OR10G8,0.026137104
525,GH1,0.3627303
526,MSH6,-0.6940142
527,ZNF732,-0.08029447
528,ZNF208,-0.03393483
529,NEU1,0.593133
530,ZNF727,-0.0994521
531,OR9Q2,-0.039093137
532,ANO2,-0.021562079
533,HTR1B,0.8159934
534,GRIK1,-0.21684702
535,HDAC2,0.29124275
536,PIGV,1.1867659
537,OR2F1,-0.09171395
538,ACTR1B,0.023176838
539,STAT1,-0.76954216
540,LAMB3,0.74632734
541,GMPS,0.5986434
542,OR6N2,-0.080148205
543,SSTR5,-0.66828024
544,FZD9,1.657277
545,CLDN1,1.0352653
546,ALOX12,1.5630498
547,PTPRB,-0.017355526
548,TYK2,1.6769946
549,MAN1A2,0.4012457
550,SLC7A9,0.11315579
551,HTR1D,-0.8060225
552,HDAC9,-0.22859085
553,MTMR6,0.33890185
554,ZNF540,0.40815902
555,RPL7A,-0.060450003
556,SLC8A1,-1.5265877
557,GDNF,-0.047347568
558,KCND2,0.36893833
559,PRKACA,1.1287162
560,PIGN,-0.7737168
561,GAD2,-0.04911591
562,RET,0.44600344
563,PTEN,-0.4065877
564,SRGAP1,0.06304848
565,RPL18,0.2981601
566,VCAM1,0.44855472
567,PTPRZ1,-0.033081785
568,NSD1,-0.101907104
569,CD4,-0.11131681
570,PRKAR2B,-0.20896293
571,FEN1,-0.010459325
572,KRT25,0.13610713
573,ST3GAL2,1.5356176
574,RAB1A,0.484059
575,CHMP7,0.15808113
576,SCRIB,0.078564696
577,MEGF8,-0.18494803
578,CNTNAP2,-0.44010916
579,GCNT1,-0.46835944
580,DSPP,0.29447383
581,LMAN1,0.38928494
582,GIT1,0.22139281
583,ZFYVE9,0.7290771
584,ZNF141,0.34559718
585,UTP14C,-0.03572068
586,AGTR1,0.37255377
587,OR4D2,-0.053827647
588,MAN1A1,0.052671596
589,RHO,0.40312445
590,NAPSA,-0.25547233
591,TRHR,0.4288603
592,KIR2DL1,0.3570975
593,UPF3A,0.17628153
594,FAAH,-0.14386238
595,POFUT2,0.07969622
596,ATG16L2,0.886917
597,OR5D14,-0.071033806
598,CHAT,0.12531582
599,GABRA1,-0.060366966
600,ZFP14,0.29408702
601,TAF1,-0.42398852
602,OR1E2,0.18278861
603,RAB3D,0.4267951
604,PSD,-0.29663786
605,PRKAR1B,0.50280666
606,DVL3,-1.7744471
607,RPS15,0.14006026
608,ACSF3,0.5136032
609,COASY,0.60661846
610,SDHA,-0.7814863
611,COL3A1,0.5430093
612,CHMP4C,0.3161392
613,FLT4,1.11225
614,ZNF461,-0.32851806
615,PDGFC,0.66155434
616,KLHL13,0.31253654
617,CELA2A,0.2244743
618,GABRA5,1.0580959
619,SIRT5,-0.14764374
620,SUV39H2,0.5349679
621,ACOX3,-1.1881295
622,EXT2,-0.10683938
623,USP1,-0.19426224
624,ZNF250,-0.042060997
625,KDELR1,-0.19918136
626,PABPC1L,0.7109395
627,RCVRN,0.29295048
628,KIR2DL3,0.6665977
629,RUNX2,0.04826247
630,CALHM1,0.53456974
631,HNRNPM,-0.02609169
632,MLH1,-0.31414708
633,TDG,-0.460817
634,NR3C1,-0.4897766
635,EPN2,0.09230914
636,FRMD6,0.37401074
637,OR11L1,0.12910771
638,SPATA13,0.070085205
639,SUGT1,0.22047737
640,GGCX,-0.16025409
641,SLC4A4,0.022105075
642,PNPLA7,0.50539464
643,SCN5A,-0.029591205
644,ZNF460,0.070080474
645,MC3R,0.4224874
646,TCERG1,-0.027695827
647,HSD3B1,1.0408962
648,ESRRB,-0.78132904
649,PIK3R4,-0.987348
650,ACIN1,-0.19367172
651,POM121C,0.039932907
652,C4BPA,-0.6662052
653,GABRP,0.30278364
654,CLOCK,-0.22502416
655,CFI,0.73237985
656,ATP7A,-0.4074333
657,LILRA6,-0.5636163
658,GLI1,-0.4798445
659,CHRD,-0.7506413
660,PLXNA4,0.11874295
661,IFNA5,-1.5717684
662,HKDC1,1.4195558
663,CD5,0.020648608
664,OR11H1,0.15660608
665,OR6M1,-0.056954466
666,EXO1,-0.9390463
667,B3GALNT2,-0.57610494
668,MSX2,-0.42172927
669,DDX19B,0.2931782
670,CCKAR,0.5738924
671,OR2J2,-0.010743102
672,JUN,-0.5252406
673,ZNF736,-0.36251998
674,OR5H2,0.15201068
675,WNT10B,0.51156557
676,UBE3A,0.89616215
677,ERC1,0.0045113177
678,LHB,-0.2568064
679,NR1D2,-1.0815213
680,KRT39,0.2565392
681,EML4,-0.13444231
682,TCF7,0.08406997
683,BAAT,-0.2860445
684,TACR1,0.2939627
685,KIT,-0.28284466
686,OPRK1,-0.13281018
687,AMOTL1,-0.018887686
688,OR51T1,-0.011221866
689,GBP4,0.29484516
690,SAMHD1,-0.38830152
691,ABAT,-0.580737
692,UBQLN2,0.049986966
693,ADAM10,0.046465304
694,WASF2,-0.4887946
695,LEP,-1.1739063
696,TAS2R41,-1.128159
697,SDS,0.76824266
698,SGK1,-0.35281995
699,INHBA,0.11496147
700,IPO5,-0.009714742
701,HEXB,-0.43078798
702,TAF1L,1.078179
703,POFUT1,-0.05202583
704,SLC5A7,-0.5649184
705,CRB3,0.022897573
706,NR0B2,0.1440074
707,PRR5L,0.000917957
708,PUF60,0.010425733
709,CACYBP,-0.60555774
710,CIR1,-0.26793575
711,DEFA3,-0.24298973
712,PDE4A,-0.2527397
713,ABCC1,-0.13706268
714,SHMT2,-2.5969596
715,VAV1,-2.0300038
716,ZNF571,0.11265972
717,OR10S1,0.10643305
718,ZNF669,0.14688306
719,RRBP1,0.21041067
720,MAP2K1,-4.130636
721,GABRA4,0.12143526
722,PCGF3,-0.63466954
723,PDE4C,-0.22202745
724,ZNF841,0.21850923
725,CLCF1,-0.7143815
726,TRAF6,1.4071373
727,MC1R,-0.138011
728,DUSP6,-0.10469459
729,HMBS,0.04225782
730,CRY1,0.88989264
731,CCNE1,-1.7172946
732,DIS3,-0.08700084
733,CPT1C,1.6496692
734,TAF15,-0.7896396
735,TLE4,0.3571693
736,NMNAT3,-0.4203312
737,PRKD2,0.03753102
738,TP63,0.3415867
739,KMT2A,-0.37257367
740,ZNF772,-0.44785747
741,VPS35,-0.37489232
742,FRAS1,-0.58972484
743,TLE2,-0.5354407
744,MAN1B1,-0.092246845
745,MSI2,-0.05750439
746,LAMB1,-0.569018
747,ZNF573,-0.2505348
748,PRDX6,-0.67866415
749,TNFRSF18,-1.0127305
750,SMYD2,-0.3007691
751,LILRB5,0.104789436
752,TP73,-0.88272095
753,CAMKMT,0.3838452
754,ZNF175,-0.098191
755,KIDINS220,0.5114421
756,SHANK3,0.03827246
757,MAP2K3,1.0627798
758,CUL1,0.38349727
759,ATXN3L,0.3513999
760,PPIL1,-0.0063879364
761,IGF2R,-0.2762786
762,OR13C3,-0.06197622
763,CHSY1,0.15203173
764,ALDH7A1,-1.662597
765,TIRAP,-0.20437111
766,CDH1,-0.12685108
767,ECHS1,0.7231174
768,HSPA6,-0.78035444
769,RBL1,-0.05519652
770,RIMS1,-0.48427323
771,PKN1,0.1477148
772,CANT1,-0.30984092
773,COL11A2,-0.2718111
774,TUBB4B,0.60831076
775,GLUL,0.8734608
776,IKBKE,0.32011533
777,ATG9B,-0.50443846
778,C1S,-0.3330155
779,NCK1,-0.14761136
780,OR10H1,-0.13720018
781,HBS1L,0.08897277
782,OR2L2,0.12757933
783,PPP2R2C,-0.7842285
784,TRDN,0.070175625
785,EVC,-0.20835863
786,TGFB1,2.7535658
787,CNOT6,0.7246508
788,MRPL34,0.3203382
789,HACD3,-1.0598865
790,TSC1,1.3969218
791,ARG1,-0.9764276
792,KLHL9,-0.3921188
793,TTF2,0.45787898
794,PLCL1,-0.025086315
795,LGMN,-0.13811441
796,C4A,-0.062249415
797,GABRB3,0.37837473
798,LPCAT3,0.07393503
799,PSMD11,-0.023660814
800,MYO1G,-0.39040148
801,LEFTY1,0.30726427
802,ASAP3,-0.32487848
803,IPO9,-0.0005367625
804,DLL1,0.04315726
805,CXCL12,2.388783
806,KRT14,0.8018587
807,CHRNB2,-0.3643324
808,MAOA,-0.71133816
809,IL4I1,-2.4280002
810,DGKB,-0.17537223
811,ARHGEF6,0.100342385
812,GBA3,1.1049858
813,RNGTT,0.09613528
814,HAP1,-0.12977843
815,E2F3,-0.86413693
816,TNNC2,-0.27861214
817,MANBA,0.18615901
818,WNT2,-1.6078008
819,CLCA1,-0.24650817
820,SGCD,0.55273026
821,ARPC2,0.13702467
822,IL20RB,0.80455506
823,SLITRK3,-0.35100716
824,GLRA2,-0.3848484
825,UBE2H,-0.64614224
826,EFNA4,-0.18404678
827,HMGCS1,1.0287248
828,MGST2,-0.98495656
829,CERS4,-0.73177016
830,CYP2C9,-0.28563732
831,PAK2,0.07176003
832,DGKE,0.40507805
833,NPY2R,-0.20052904
834,ZNF160,0.31006345
835,MVB12B,0.15107147
836,FMO4,-0.28911558
837,ADH5,-0.02805091
838,HLA-A,-0.6446612
839,GRM6,-0.1319666
840,PDE8A,-0.123542
841,HS3ST5,-0.5725931
842,HMGCLL1,-0.47752953
843,GNB1,0.78308463
844,RAPGEF6,0.24563275
845,SFRP4,0.25353098
846,ZNF716,-0.36432377
847,HTR2C,-0.41504872
848,CD1B,0.40731776
849,PFKP,0.8020169
850,NTNG1,-0.6029534
851,MYO1H,0.33974323
852,SLC4A2,-0.13589348
853,LCK,-0.23447692
854,KCNJ2,0.21880253
855,RCAN2,-0.20866588
856,ADRB1,-0.4639824
857,RPL23A,-0.03242722
858,ZNF93,-0.19705348
859,EIF2B4,-0.43121836
860,ZNF586,0.36366868
861,HNF4G,0.21841747
862,HOXA10,0.01738424
863,ZNF623,0.2722941
864,ZNF777,-0.20652516
865,UTS2R,-0.06563617
866,QRSL1,0.06918223
867,TEAD3,0.30869767
868,CXCR6,0.09113284
869,CR2,0.2759627
870,DGKG,-0.8373189
871,GNG11,0.15016507
872,SAP18,-0.0718344
873,CPEB3,0.03659549
874,U2AF2,0.00087466754
875,ATP6V1F,1.087801
876,STS,0.54349667
877,GSTO1,0.8189203
878,KCNMB3,0.43080148
879,MAP3K11,0.011768352
880,PLCB4,-0.014061844
881,GOSR2,-0.53623015
882,OR56A3,-0.13809398
883,ZNF282,0.29142174
884,IRF1,0.5097589
885,TGDS,-0.29907906
886,AFF1,-0.12314066
887,IL10RB,1.6376197
888,LIPE,0.0066437395
889,NLRP7,-0.56075853
890,OR6F1,-0.10509736
891,KCNJ16,-0.27937272
892,CCK,0.43997622
893,OR51G1,0.136816
894,EGF,-1.0706995
895,CPT1B,-0.91466725
896,KRT13,0.28902206
897,ACAT1,-0.11967058
898,TEAD4,-0.59407747
899,COL12A1,0.2677352
900,ASIC1,0.23434201
901,OR51F2,-0.076684624
902,PLG,0.36340842
903,SLC34A3,-0.34491345
904,ZNF662,0.41618198
905,ZBTB17,-0.37361416
906,CPSF1,0.0049233944
907,ABCA2,-0.624174
908,VAV3,-1.8447809
909,LARS2,-0.7538969
910,CKB,0.3869995
911,SLC5A1,-0.82907325
912,CHUK,2.037851
913,RECK,0.21231535
914,PLA2G4D,0.04107676
915,ENPP6,-0.45323035
916,BCR,0.073800884
917,PRKACB,2.434347
918,ZNF311,0.20048898
919,SCN9A,0.6544849
920,TXNRD1,0.2595912
921,AP1S1,0.16428855
922,UPP1,-0.18950719
923,GM2A,0.15165977
924,AGPAT1,0.70557594
925,RALBP1,0.11170679
926,IL2RA,1.7034954
927,NAIP,-0.5001964
928,HACL1,-0.347586
929,VDAC1,-0.11588587
930,CD40,-0.71254706
931,FFAR2,-0.5232244
932,CYP17A1,0.3187904
933,CD244,0.44371653
934,PANK3,-0.0609776
935,XRCC5,-0.14649305
936,MVD,0.7104091
937,GUCY1A2,0.40154526
938,LILRA4,0.47290543
939,ADRM1,0.48174194
940,CDC14B,0.70850825
941,TNR,0.6415188
942,MAML3,-0.02179482
943,CRLS1,0.7700519
944,MAP3K14,-1.3704096
945,ZNF124,0.41473147
946,GBP3,-0.15502632
947,EMP2,-0.22102144
948,SSX2IP,-0.04513416
949,PDHA1,0.09862123
950,OR6T1,-0.012317675
951,ALLC,0.2914183
952,CD44,1.3020397
953,SYNJ1,-0.52033156
954,HSPA1L,-0.1025093
955,LCT,0.30272916
956,C9orf72,0.48576722
957,SORD,-0.6301661
958,CHERP,-0.0075179553
959,OR2Y1,0.10097278
960,CSNK1A1,-0.10120001
961,CTH,-0.71764076
962,NPSR1,-0.2954615
963,CHRND,0.25445873
964,OR2W3,0.07862109
965,GALNT16,-0.31850898
966,LGR5,-0.67196393
967,ADIPOQ,-0.7974641
968,OR9A4,-0.14839965
969,RANBP17,-0.0024952227
970,ADCY9,-2.1179743
971,AOC2,-0.386768
972,RPS2,0.33776665
973,OR5M1,0.15433669
974,CYP21A2,-0.09729408
975,CREB3,-0.7006551
976,MC2R,0.42235053
977,ZNF546,0.16782433
978,FANCC,0.008367526
979,ASL,-0.4478833
980,OR51E1,0.14955808
981,OR52A5,0.053239204
