,genes,values
296,PABPC4L,1.0108215
297,PIGQ,4.446604
298,PRKG1,-8.360814
299,MCM4,1.981405
300,PIGW,2.0191855
301,CYP4F3,-2.709752
302,GDF15,0.28161672
303,ZSCAN32,-0.09468091
304,TRRAP,4.2483034
305,CAD,-12.256013
306,RPS4X,-3.8545117
307,NMNAT2,-2.1812258
308,FECH,2.6297534
309,ATP2A3,-1.2444509
310,ZNF2,-0.11231351
311,TXK,-0.71358913
312,ZNF543,-0.16282248
313,ME1,6.25835
314,IPPK,1.0318419
315,POLR3G,0.070585504
316,CSNK1G1,-0.29321805
317,SLC7A1,-0.054046523
318,EME2,-3.5334966
319,FGF10,6.562893
320,MAP3K2,2.159502
321,EXO1,-0.20096262
322,SEMA3D,-8.079284
323,SEMA3A,-1.9103503
324,NDUFS7,-0.5830734
325,DNMT1,-2.962308
326,NDUFV2,-7.403527
327,FBN1,1.494872
328,TNFSF4,1.1452744
329,PAPSS2,-4.0160923
330,UQCRC1,16.506617
331,MBOAT1,2.4660532
332,HBS1L,5.3062377
333,ACLY,-0.24650683
334,AMY2B,0.21111509
335,ZNF92,0.0086354995
336,ABCA10,1.2718434
337,GAMT,0.49419007
338,DBF4B,-0.010562852
339,IL18RAP,0.91961807
340,ZNF229,-0.116123036
341,DNAJC6,0.6357691
342,WNT10B,4.3584776
343,PHLPP2,0.76329726
344,DNMT3B,1.0758997
345,LIPC,0.51401305
346,DNAJC5,0.00022291856
347,AMOT,-2.174954
348,FGFR1,6.460666
349,BUB1B,4.243945
350,TBL1XR1,0.11875701
351,WNT6,1.3814777
352,ZFP69B,-0.23494531
353,SLC38A3,4.022752
354,UBE4A,0.97862464
355,KCNN4,6.869523
356,TPCN1,2.4153495
357,PIK3CG,10.679566
358,PDE5A,-0.15787017
359,MRPS15,0.63369375
360,AKT3,4.7729216
361,CYP4F2,-5.46689
362,XYLT1,-2.3550987
363,MCOLN3,4.663917
364,UBXN6,-0.008547127
365,GNG4,10.759346
366,DHFR,-0.91922843
367,ZNF623,0.14108026
368,CERS4,1.244262
369,PRKAA2,12.815899
370,FNIP1,0.5749027
371,NCF4,8.942823
372,LAMC1,1.764645
373,TAF10,0.53467226
374,KMT2A,-4.489108
375,ZFP57,0.20892756
376,MED13L,-1.333094
377,GAB1,-2.9184208
378,CYTH3,-1.6810377
379,DYNC1LI2,-6.7406
380,CES1,4.5000143
381,HYAL4,4.2338223
382,GALNT5,1.3470112
383,DHX38,0.96216595
384,ACSM6,2.021585
385,GSTT2B,-1.364599
386,PNPLA3,-3.1332378
387,CD7,-3.4433758
388,LRRC4,-1.7445037
389,FMO4,0.48443893
390,GNB4,8.875418
391,RILP,4.2601695
392,RPL6,2.2535024
393,PRKCQ,-5.58777
394,RPS14,-3.014995
395,RAET1L,-0.9962669
396,STAR,5.2232842
397,GLCE,0.30388427
398,ATF6,0.06931082
399,ATXN1L,0.9716164
400,NPAS2,4.481565
401,NDUFA9,-2.444576
402,LLGL1,-3.2514575
403,RIF1,-1.0416158
404,PLIN5,0.3806346
405,PDE3A,-4.37492
406,PCLO,-0.04180145
407,DOCK1,-10.249196
408,ARHGAP5,-0.8751552
409,VANGL2,-0.017086487
410,GALNT16,3.908572
411,ANAPC1,8.447798
412,PGLS,7.3603835
413,ATP6V1B1,7.775583
414,LBP,0.29649255
415,POLD4,1.4789
416,TLE2,-1.9271635
417,IL19,-3.1801684
418,KRT36,-8.483123
419,EME1,3.3932462
420,NCOA3,-8.0271435
421,MGAT5B,1.4910837
422,CHRNB4,-2.896393
423,UQCRQ,6.0713334
424,IBSP,3.866103
425,COL8A2,5.4418817
426,BARD1,-0.8219535
427,COL1A1,19.875536
428,WNT3A,-2.0519824
429,ABL2,0.11850328
430,ARHGAP35,1.403644
431,XRCC2,-1.3026835
432,CLDN23,1.8428779
433,B3GAT1,3.1464388
434,ERC1,0.038240336
435,ASAP2,2.2095482
436,UNC5C,2.0778494
437,GAST,-0.8994915
438,NDUFS5,-6.872609
439,COL4A4,4.043714
440,PHKB,6.5433235
441,ZNF250,-0.1164235
442,NMU,-0.4545002
443,NEFM,0.36409923
444,IGF2BP1,-0.26931137
445,FMO2,2.0232542
446,KLRC1,0.44490108
447,SIN3A,-5.247218
448,ELN,-0.14403354
449,CDK5R1,0.0011672208
450,DARS2,0.8894134
451,TIAM1,6.115752
452,RPS25,3.2165222
453,BLK,-6.3231707
454,RPL9,-3.4553046
455,GTF2A1,0.14601158
456,OSMR,-2.4850223
457,SERPIND1,5.4798884
458,AXIN2,-3.3077486
459,EMG1,2.0685315
460,SLC44A5,-1.4983844
461,PRKAR2B,1.0984362
462,RPL37A,-1.1232502
463,GNL3L,-0.4469662
464,NTRK2,3.7235873
465,PDXP,-4.487007
466,PIGR,2.254566
467,ADCYAP1R1,3.1028912
468,IL36G,0.1304586
469,PDE8B,2.151478
470,CSF3,-7.329324
471,VAPB,0.4268625
472,DPM3,-2.560648
473,FNIP2,0.82685375
474,NR4A3,-2.0567427
475,RPS10,0.16444708
476,SLC27A6,-0.3852087
477,ALG11,2.645921
478,ELOVL7,3.5244572
479,MTHFS,3.0007107
480,CCDC12,0.2935071
481,CNTFR,0.48954073
482,PRDX5,-1.635182
483,CLCA2,4.5934896
484,SNRPD2,1.3965914
485,POPDC3,-8.057127
486,STK4,6.5208716
487,COL11A1,-2.3268733
488,NLN,0.23214641
489,AURKA,-2.3067288
490,NDUFA7,-6.1569734
491,EZH2,1.6338995
492,OGDHL,-4.58219
493,FAU,-1.8178897
494,IFNE,-2.3835568
495,ACAA1,-1.7435446
496,RPS3,1.4281371
497,RRAGD,-2.757055
498,RPL37,2.8775206
499,SGK3,1.8346263
500,CCL14,-1.737616
501,MYL5,1.7841147
502,ITGA11,-18.55296
503,ABCA9,2.151307
504,WNT10A,1.7471393
505,FKTN,-0.9127119
506,FOSB,2.8452725
507,HS3ST5,-0.5583961
508,ADAM17,-4.1220407
509,RPSA,3.2592912
510,KMT2E,-1.0369422
511,MSI1,0.84378594
512,CHMP2A,-0.97875285
513,CTSE,3.723519
514,PWP2,-0.86298335
515,RPL38,2.5955665
516,RPL24,-3.0417497
517,EDN2,-1.0120689
518,FANCI,-4.723408
519,DNM3,-3.2035723
520,CST4,-2.5005894
521,GPX8,2.827113
522,THPO,0.16799757
523,MYH10,2.3338418
524,ACVR1C,-1.1065204
525,CCR3,-1.2862998
526,IL22RA2,3.0675814
527,SERPINA5,5.960888
528,GGT6,2.5434213
529,SPDYE2,-1.0410811
530,IPO9,0.9784489
531,ZNF354C,-0.15037432
532,STX17,2.48223
533,POM121,-3.3183854
534,VPS37B,0.7036867
535,PLA2G2C,9.430161
536,TNFRSF13B,-2.9811053
537,FANCM,-3.6173584
538,AQP5,5.029739
539,ZNF805,-0.29951712
540,ROBO2,-3.4315028
541,GNGT1,-7.071419
542,CAMK4,6.911396
543,AK7,1.477919
544,SGK1,6.261792
545,ANK3,1.0828145
546,DEGS2,-5.0431023
547,ABCA4,-2.532169
548,HS6ST3,1.1680799
549,RPL28,1.9024239
550,NRG1,-0.271605
551,ETV5,-1.3714346
552,SNRNP200,-0.7923632
553,GART,-1.9992138
554,CXCL2,-6.1081324
555,CPSF2,2.5662682
556,FANCC,-4.3249874
557,LMNB1,-1.6944383
558,MYLK4,-7.4686556
559,SLC22A3,-1.6084404
560,SGMS2,-2.1513913
561,ATP1A4,-6.0068097
562,NME7,1.8460464
563,KRT40,-3.4370801
564,AP4E1,0.15039383
565,EVC,-3.5052764
566,FGF18,11.623127
567,DYNC1H1,5.87754
568,CRK,-1.0522728
569,WNT3,2.8743734
570,SGCD,-3.000759
571,ATM,-7.055601
572,HHIP,-7.9133415
573,MAVS,3.2584462
574,MAN1A2,-2.6645637
575,TNC,3.470613
576,B4GALNT1,3.1092668
577,CNOT4,0.2917806
578,ATP6V0A4,4.908748
579,ZNF8,0.011586125
580,HERC2,-1.0249825
581,RPL32,2.7567027
582,RORC,-1.8687073
583,GRIK2,-5.930648
584,POLA1,1.2882065
585,GLG1,-1.3969328
586,ZNF81,0.009559542
587,POLL,-3.5541782
588,RRM2,-12.035661
589,NUP98,8.838341
590,NADSYN1,2.2576756
591,WNT8B,-4.0032935
592,SAT1,-2.8889406
593,AK4,3.9911783
594,IL3RA,8.5814495
595,CYP3A5,-3.2540438
596,SEC23A,0.4571142
597,NTN1,-4.0621195
598,RPL5,1.6510574
599,SNX5,0.1824724
600,AP3B1,-1.3571056
601,PARP2,4.106478
602,KRT24,-3.2614727
603,HUWE1,0.69434977
604,FLOT1,-0.81178176
605,RALGAPB,0.003099972
606,GMDS,-2.4301834
607,CNTN1,1.3873237
608,FLNC,5.055495
609,IL9R,-0.7000711
610,B4GALNT4,-1.9938185
611,TGFB3,0.72466314
612,PDX1,2.2067816
613,MAP3K3,6.0834665
614,RPLP2,-2.2620273
615,OR5M11,0.61157626
616,MAPK8IP2,4.532467
617,RGS9,0.42673478
618,CD19,-11.487124
619,TAF4B,-0.5623748
620,KMT2C,1.4096725
621,FADS2,1.0303204
622,MASP2,-0.83993024
623,SLC1A7,-2.1576571
624,TXNRD2,-2.031712
625,IL1A,-7.059715
626,BLNK,-15.633282
627,GNG7,-6.189531
628,LSM3,1.2924082
629,MOCS1,-0.89061123
630,HTR2C,-1.1118006
631,SIRT5,-1.4733568
632,KRT15,-5.7555256
633,NCK1,13.676715
634,WASF3,6.58526
635,TRPV4,-0.48669425
636,VTN,-3.6928453
637,MST1R,3.3649735
638,MED12L,-1.3486494
639,NDUFA1,-3.5258694
640,COL12A1,3.2876985
641,NPNT,4.1197963
642,EGFR,8.352648
643,CHEK1,15.6662445
644,TGFBR1,-4.4617596
645,IL6,1.9801193
646,EPOR,-3.0455136
647,INHBA,-1.9181076
648,NTS,0.2368846
649,CCNT1,-0.7460101
650,GABRR2,-3.7901654
651,ELF5,2.4729571
652,KPNB1,-3.739609
653,HS3ST3B1,-1.3804985
654,FMO3,0.6291616
655,CSGALNACT2,-1.9841046
656,RPL27A,-2.703986
657,RPS15,-3.907531
658,ORC3,-0.01777777
659,MIOX,1.695892
660,RPL35,-1.403222
661,DNAH5,-0.09202341
662,EDEM3,-0.35096136
663,SMAD1,-3.4260926
664,TRIP12,0.57600623
665,CD1A,4.80309
666,TH,-7.3314905
667,APC,-2.3756125
668,MYL12B,-6.383916
669,CYP26A1,2.1373143
670,CNTNAP2,0.09444364
671,PLIN4,-0.068254724
672,NFATC3,-4.4730144
673,RPS7,3.5230944
674,CASP2,-0.7390314
675,NKX6-1,-1.0307353
676,CCL3L3,1.4646798
677,SLC16A2,-1.55634
678,PPIP5K2,-0.85362685
679,ZNF23,0.19839928
680,TAF2,0.33578596
681,HDAC4,2.9729779
682,RPS4Y1,1.8740671
683,ESPL1,-4.8634553
684,ACKR4,-1.1287695
685,MPZL1,-1.4546231
686,RNASEH2C,-1.3153286
687,WNT5A,6.6438847
688,TFPI,-4.2776155
689,TLX1,1.0913595
690,UGT8,1.1130831
691,LATS1,0.87630713
692,HSD17B2,6.0971065
693,MTHFD1,-0.75629705
694,KITLG,1.857007
695,RBP2,-1.4822556
696,UBXN1,-0.10138294
697,MED12,7.017541
698,RAB22A,0.885171
699,SLC18A2,-9.734288
700,TOP3A,-0.05878201
701,POP1,3.1379309
702,TBC1D4,0.6368715
703,VPS29,-1.0063678
704,KAT6A,0.37611073
705,SEMA6D,-1.5856019
706,DIO2,4.552327
707,GRIA3,-0.7017166
708,BRIP1,-0.8676147
709,PTPRD,0.97711134
710,HLA-E,-2.7435796
711,MBOAT2,1.7993689
712,NGF,2.141303
713,GNG2,3.6631103
714,PLXNC1,-10.484137
715,RPL18,4.037075
716,CHST3,-0.4425445
717,CYP26B1,0.09409929
718,MEF2A,-0.7898565
719,LTB4R2,5.4325633
720,RECK,0.041787438
721,SIPA1,-0.2754118
722,CCL17,-4.281351
723,NDUFS8,2.8639677
724,IL7,4.5086126
725,MALT1,-12.557317
726,XPO4,0.2141264
727,CYP2S1,0.45511153
728,HSD3B1,-1.0377736
729,KCNMB3,4.0849724
730,IRS1,1.7404914
731,REN,1.2787688
732,IL36RN,-0.1137274
733,GLRB,1.2576575
734,POU2F1,0.3165399
735,SLC44A4,0.016403183
736,B3GNT7,1.0846375
737,REV3L,-4.082076
738,ARHGDIB,6.049997
739,COL23A1,4.9832387
740,AASS,2.729679
741,RPS18,-0.13222192
742,DSEL,3.396626
743,FOXA3,-0.95499766
744,CCNE2,-2.1553743
745,ASH1L,1.8150047
746,RPS8,1.3891454
747,SIX4,-1.9535486
748,RPS20,-2.4157243
749,MST1,-3.6025462
750,BCL11B,1.3885947
751,ACACA,-1.5867339
752,FBXO43,-0.12381955
753,TNN,-3.7922952
754,ADCY3,26.260601
755,SYT1,-10.455152
756,RPL34,-1.8503228
757,PGM3,-6.362412
758,KLF2,2.7981308
759,NOTCH2,-7.296992
760,SLC36A4,-4.8361278
761,WDR36,0.035644434
762,ELOVL4,-0.4216048
763,GXYLT2,-1.9704926
764,CBL,-3.5066335
765,POLK,-12.402674
766,ACAP1,1.4863522
767,TXNRD1,3.4971514
768,NR1H3,0.2910582
769,AKR1B10,2.550713
770,ORC1,-0.0136398235
771,ZNF880,0.15996157
772,MAFA,0.86766326
773,KIF5A,1.5052104
774,HSPA4L,0.06837619
775,RPL15,4.272514
776,CHSY3,2.8994038
777,GALNT13,-2.2071779
778,RPS11,-1.2588593
779,SAT2,-0.84287286
780,GALE,-0.7154541
781,GABRR1,3.9061525
782,WDR7,-2.744526
783,ATG2B,3.0950572
784,KRT31,-7.7733407
785,ULBP3,2.26828
786,PAPOLA,5.591266
787,XCL1,-3.024141
788,ME3,6.5617204
789,NPRL2,0.082576565
790,PLK4,-1.3859024
791,ABCA13,3.0772262
792,SMG7,2.3538337
793,PPP2R2C,10.77954
794,UBE3C,0.12771912
795,RPL12,1.7069606
796,INPP5D,-6.00877
797,GLP2R,1.2850927
798,PGR,-1.9233276
799,NUP188,9.3019285
800,SH3GLB2,0.07980947
801,COL10A1,-0.654118
802,POLR3A,0.027331242
803,MTMR14,0.6673558
804,MAP3K8,-3.3589108
805,IPO7,9.309749
806,FZD6,-9.597297
807,SIPA1L2,0.6312467
808,CLDN16,0.6184724
809,PRODH,-1.5149931
810,MGAT2,0.62910944
811,KRIT1,-4.129815
812,PER3,-6.7416778
813,SMG6,2.1833572
814,IL1RAP,3.2429814
815,EPHB3,-4.914966
816,RPL27,2.3341084
817,CLDN8,4.684164
818,SYNJ1,1.7242371
819,CLOCK,1.1294411
820,B4GALT7,11.074188
821,ASAP1,-1.4258164
822,SEC24D,1.4859663
823,GLI2,9.418141
824,DNA2,-1.3847146
825,ATXN1,3.0880685
826,SELP,3.826111
827,GABRE,5.4791913
828,ZNF283,-0.0378689
829,ADH7,-6.641212
830,ZNF845,-0.34758505
831,SETD7,1.5469086
832,RPL39,-1.0156399
833,DDX19A,-1.674318
834,RPL35A,-0.028247485
835,INSL3,1.5536605
836,HOXB1,-1.0393678
837,ALB,-0.87755024
838,ADCY7,-7.653465
839,TAS2R38,2.285956
840,ALDH3A1,32.378265
841,IL20RB,-3.153561
842,ACVR1,2.5641809
843,DKK2,-0.08681071
844,TTK,0.022657573
845,CDC25B,-2.10118
846,ZFP37,0.05344055
847,HERC3,0.40942708
848,RYR1,-6.1617665
849,RB1CC1,-3.1039386
850,HYAL2,-1.9482323
851,ACADVL,-0.98243856
852,ABLIM2,4.888319
853,NME3,2.2142067
854,LSM7,-0.6728911
855,PALB2,1.396663
856,CREB3L1,-5.15873
857,DUSP4,2.8177311
858,CUL3,3.859219
859,GFPT2,-15.374783
860,ZNF713,-0.23899755
861,HAP1,-2.9213023
862,PIK3R2,-28.520655
863,DYNC2H1,-4.649192
864,TJP3,1.3142004
865,SOCS7,2.4815278
866,ROR2,-0.045775134
867,TP53INP2,-3.7841017
868,RPL36,-0.013116985
869,NANP,0.49584115
870,SLC33A1,1.2309918
871,CDK14,-1.6089348
872,ABCA12,-3.3476384
873,SMO,-1.9041272
874,FKBP5,-4.332864
875,IPMK,-2.9671159
876,ENDOG,-1.2676408
877,GNL3,3.6647694
878,CTSV,-2.0839446
879,RPL31,3.7417035
880,CTNND2,-0.085478455
881,KRT18,7.0410795
882,IL1RL2,-0.10516812
883,NR3C1,-0.6131595
884,MMP16,-0.19078977
885,SCD5,-5.8542056
886,COL6A3,8.059766
887,ANGPT1,-9.754906
888,P2RY6,-2.017544
889,ZNF227,-0.26864696
890,GPX1,-2.520374
891,POFUT1,0.03272082
892,TNFRSF4,1.49977
893,ULBP1,0.59559774
894,PFKFB2,-2.683202
895,RARB,-4.5257483
896,FGD1,-5.5050454
897,CDON,4.1849217
898,RBKS,1.2683985
899,NDUFB1,11.604819
900,TEAD1,-0.7489719
901,ZNF460,-0.3444398
902,NFASC,-1.7716401
903,ZNF566,-0.16424906
904,MED1,-6.463236
905,TNFRSF10C,1.0177491
906,ST3GAL4,-2.1926246
907,NDUFB8,-0.049364865
908,RPS23,2.0309916
909,TIMP3,-0.1825219
910,GREM1,-1.1300607
911,GABRP,-2.3530116
912,RASAL2,-0.012295288
913,UTP14C,3.0915966
914,MAD2L1,-1.3157784
915,LILRA4,-7.795903
916,CERK,-0.87441534
917,CYBRD1,-0.12955105
918,PTPRN,-0.021904051
919,HCFC1,-0.29368848
920,KMT2D,-2.853023
921,COX7C,7.9526834
922,CYP51A1,0.8066853
923,HS3ST3A1,-0.45901558
924,GAL,0.005100314
925,RPL3,3.0680332
926,ST3GAL5,-0.16723298
927,CDK6,5.1144915
928,MAGI3,-6.4580216
929,IHH,3.5786796
930,ERBB4,-1.672042
931,PRKCD,-4.051739
932,CCL23,0.5300727
933,DES,-3.04141
934,MDN1,-0.5450876
935,CERS6,3.5415924
936,ENPP1,0.9773684
937,ADCY9,15.778296
938,OXCT1,-1.1140597
939,UBR4,0.27149844
940,TSLP,-0.93546104
941,CCNA2,4.4955287
942,PTGIR,-2.7215543
943,BRCA1,-5.3127737
944,CAMK2B,-10.547962
945,SIRPG,-0.05824427
946,IL37,-0.7555372
947,MRPL20,1.3933393
948,POU5F1,0.64395237
949,CD3D,1.6264744
950,AGAP1,1.4037458
951,GPSM3,-0.53206015
952,GTSE1,4.320656
953,PANK2,-0.58282566
954,SMPD2,1.4318457
955,KLK1,-2.1261764
956,ZEB1,-0.12355348
957,PLCG1,3.620684
958,BMP2K,-2.4620032
959,TUBB2B,-2.472334
960,HNMT,4.08773
961,SLC36A1,-0.022621114
962,RND1,-2.048489
963,ENPP2,3.9728665
964,FGF22,12.264487
965,PPP2R3A,-1.2012779
966,SOX2,0.5384106
967,SEL1L,0.27775005
968,NEIL1,-0.59138924
969,P4HA3,-2.5064466
970,DCP2,-0.15315808
971,FER,0.047818724
972,SV2A,-2.4788055
973,RPS9,-4.048035
974,GDF6,2.6834855
975,STK3,-1.2151037
976,GCNT2,0.93092144
977,EXOSC7,0.2936225
978,FBXO5,-0.07684257
979,NUP205,-8.495975
980,ZNF582,-0.32992202
981,RAP1GAP,-0.75821376
982,RAG1,-0.5135658
983,ZNF484,0.11652646
984,DHX8,-0.99251586
985,RAD51D,0.20687377
986,HTR7,-4.3108063
987,PAX8,-2.1879704
988,DNAH3,-0.21157238
989,EXTL1,4.7900777
990,RPL14,3.3611064
991,SMG1,-6.503921
992,ZFP92,-0.13076727
993,OR10H1,-0.87055963
994,TNNC1,-7.571503
995,P2RX6,-2.7453268
996,HDAC10,2.666253
997,NEIL3,-0.05918006
