Case_ID,hsa-mir-940,hsa-mir-885,hsa-mir-615,hsa-mir-3157,hsa-mir-192,hsa-mir-129-1,hsa-mir-3173,hsa-mir-4461,hsa-mir-137,hsa-mir-1228,hsa-mir-548o,hsa-mir-585,hsa-mir-449b,hsa-mir-5690,hsa-mir-5586,hsa-mir-4789,hsa-mir-346,hsa-mir-1291,hsa-mir-4443,hsa-mir-326,hsa-mir-98,hsa-mir-1247,hsa-mir-582,hsa-mir-944,hsa-mir-4687,hsa-mir-3200,hsa-mir-1225,hsa-mir-1255a,hsa-mir-378c,hsa-mir-34b,hsa-mir-1248,hsa-mir-151b,hsa-mir-3609,hsa-mir-217,hsa-mir-548b,hsa-mir-30e,hsa-mir-548e,hsa-mir-184,hsa-mir-488,hsa-mir-3615,hsa-mir-210,hsa-mir-133b,hsa-mir-653,hsa-mir-1245a,hsa-mir-526b,hsa-mir-2116,hsa-mir-4424,hsa-mir-187,hsa-mir-4326,hsa-mir-1304,hsa-mir-449a,hsa-mir-1224,hsa-mir-222,hsa-mir-15b,hsa-mir-4787,hsa-mir-3117,hsa-mir-675,hsa-mir-3940,hsa-mir-548k,hsa-mir-1269a,hsa-mir-4742,hsa-mir-508,hsa-mir-873,hsa-mir-499a,hsa-mir-4521,hsa-mir-509-3,hsa-mir-1295a,hsa-mir-767,hsa-mir-1270,hsa-mir-550a-3,hsa-mir-618,hsa-mir-216b,hsa-mir-1185-2,hsa-mir-383,hsa-mir-493,hsa-mir-21,hsa-mir-149,hsa-mir-4286,hsa-mir-103a-2,hsa-mir-4449,hsa-mir-296,hsa-mir-206,hsa-mir-605,hsa-mir-1258,hsa-mir-5680,hsa-mir-4454,hsa-mir-96,hsa-mir-216a,hsa-mir-95,hsa-mir-3682,hsa-mir-503,hsa-mir-340,hsa-mir-23c,hsa-mir-891a,hsa-mir-221,hsa-mir-4766,hsa-mir-4676,hsa-mir-3622a,hsa-mir-708,hsa-mir-451a
TCGA-QU-A6IL,0.21878398102778082,0.24058855004081708,0.20154101183406223,0.0,0.37241637220831403,0.28301694978875186,0.2367635575986687,0.733494368077165,0.0,0.0,0.0,0.0,0.0,0.1902654787755095,0.2911849077761959,0.2258324089215338,0.0,0.7164760744022114,0.0,0.31348102262860045,0.25444545653746187,0.47683697609855796,0.40127238944712573,0.10386545672743734,0.0,0.1867419660643847,0.0,0.5191578066538121,0.4565676342772085,0.17413073354400857,0.32779630338748655,0.35809485217227827,0.2635006442212883,0.4368123102383005,0.4810235460386442,0.27759461474997327,0.0,0.1061242884586581,0.12717122696381333,0.3640304556455889,0.4476426322311162,0.3882372935641512,0.4383443532649275,0.0,0.0,0.0,0.0,0.23585915416659925,0.7414473458006886,0.19717196811294393,0.3234983285279076,0.15834938518749198,0.653879337107568,0.4746325453764346,0.2293118624741702,0.3107357850684109,0.2534564841799172,0.0,0.0,0.0,0.19552381131270496,0.11744161344392429,0.0,0.0,0.9102669939995106,0.0,0.0,0.0,0.15904595059770257,0.0,0.11972051032627867,0.0,0.0,0.44700763455150594,0.40095733708531484,0.6306532808582301,0.5253725157695822,0.0,0.6395312254215306,0.17653040321619035,0.10466710358458745,0.08956486888617655,0.27352666124589964,0.09213399842089712,0.0,0.0,0.7881381788057823,0.0,0.263319547233465,0.0,0.29890191477837896,0.41380209630190823,0.0,0.3123964709430575,0.682031120049383,0.0,0.0,0.0,0.5269890209354529,0.5826030614155624
TCGA-G9-6377,0.25467735216985893,0.2849786544328986,0.2317313406216241,0.1436648649856996,0.5780584907471107,0.17275663502605546,0.0,0.0597208332454969,0.06498833822696616,0.3184714092985317,0.2354214618528699,0.1854482779935578,0.0,0.0,0.28622655723277685,0.0,0.199222472871829,0.20155061350229053,0.327614937592229,0.35710642998385206,0.45030025246726146,0.6036112808151779,0.30915561383602075,0.40326473230814636,0.0,0.23850819967192363,0.15114566407681046,0.25485174110786113,0.6253927254303034,0.14910448633514548,0.2816778398012989,0.4397061316864789,0.0,0.4731955452935164,0.4118903497817951,0.41920552198305483,0.0,0.09871446866803249,0.21058850337688195,0.42842905349656185,0.5374327762690262,0.4325360679538876,0.3209591331319394,0.0,0.09816738213680185,0.16773013030036382,0.0,0.3221234808205607,0.5170022147127322,0.27081173058385594,0.0,0.10535956828896212,0.6263358545861759,0.3191310766363282,0.0,0.4857045076648037,0.3343683058049029,0.1840165998638078,0.0,0.8312728107185358,0.40518581741875354,0.13202239648589498,0.0,0.04940522544985114,0.25541112335096233,0.0516514358435197,0.43146421715461697,0.0,0.44257130846845466,0.2367115210164325,0.07676177063716143,0.30124233720241994,0.5026867502557743,0.3720003440727868,0.6254729499001497,0.6786764113477259,0.5076578290661716,0.0,0.5040435146879654,0.12572210425913977,0.12397884412148498,0.16329550954464764,0.0,0.2563778837645929,0.2553929546130002,0.12828760183640187,0.5171083480270945,0.20298540689426617,0.39579731402025353,0.11243277156419806,0.33601162267841655,0.42171947554195865,0.0,0.24972203703699386,0.6186810459761031,0.275723995235227,0.35003882824751625,0.7241114060002403,0.6368648499191465,0.49183362143053005
TCGA-HC-7211,0.0,0.0,0.21787075606890977,0.0,0.565685114066248,0.12028656964563592,0.0,0.45102796340235196,0.0,0.0,0.0,0.0,0.0,0.20903606960571963,0.5446812967370452,0.0,0.0,0.38780983556912296,0.535882236623006,0.7416977022551174,0.23094533706374643,0.7291923318390618,0.31319284241576195,0.20123993949607918,0.0,0.3468187059941222,0.0,0.23827367690583992,0.4672301768061765,0.07904917876000395,0.26013851054058124,0.49673276905301406,0.2894962310613496,0.46662045564511034,0.519998201401682,0.7908479789226792,0.33773562253139766,0.06549320568266202,0.0,0.6073808984095167,0.6094173685835521,0.4515180024112689,0.5028090498569852,0.33899916485330694,0.09105233039317487,0.0,0.0,0.16485225006459156,0.5526435472374637,0.0,0.06900843094345048,0.09772323569309538,0.5548447126166431,0.4246585361265949,0.25193456403158015,0.456652984560232,0.07234433009890608,0.0,0.0,0.04664054681062305,0.2148131615581285,0.0,0.0,0.08465599015091943,0.6870414226863193,0.0,0.0,0.0,0.5067609105690134,0.0,0.0,0.27940866118995933,0.0,0.0,0.1898984882155601,0.7108249489341243,0.7761198504895813,0.39733225928028876,0.48838518358549576,0.0,0.33349605268046956,0.05857551810515507,0.0,0.1012234538336175,0.11475406223605865,0.2198211597793697,0.572217762442402,0.0,0.0,0.1926538643536947,0.08531586343071165,0.5164343660293709,0.24683453915559284,0.404530623738245,0.5942412383648167,0.0,0.3246684422695249,0.0,0.489609254322745,0.6925602593737317
TCGA-J4-A67S,0.0,0.0,0.3521628318213948,0.0,0.3804673525103204,0.1248540085197366,0.27118046115335787,0.3938844326995296,0.0,0.0,0.42054566977710195,0.5816674666264681,0.1401506461525184,0.2179232344673858,0.4968253354924468,0.0,0.3558815225643902,0.3295076106980766,0.0,0.21280167863737928,0.392700660843049,0.48298706500643346,0.7869253019150955,0.3416675035835476,0.0,0.2538254508980528,0.0,0.0,0.33565532455252856,0.5835235019868165,0.17671896283717706,0.24308707753562306,0.0,0.5849501564787518,0.0,0.45781597851829936,0.0,0.06827764818255536,0.0,0.3111072407766686,0.5395652006561622,0.5084921346175852,0.20882257392138884,0.5755567143499044,0.0,0.0,0.0,0.3397823824367886,0.8170129191807066,0.0,0.0719423231841347,0.0,0.6971777571312519,0.4666417584337459,0.26264555763724723,0.5741746759798774,0.07542004803413357,0.0,0.3824759278014748,0.11492897223490169,0.223945939383619,0.08260170120929655,0.0,0.08825513809901221,0.7093081823250826,0.0,0.23846999393181706,0.0,0.319853427972694,0.22888933489071622,0.13712356550591948,0.0,0.0,0.27765088227843115,0.31354211338243154,0.6454429143903839,0.7523001893613982,0.0,0.6028211322482018,0.058891565930907296,0.21049345646142428,0.0,0.0,0.18528843467568554,0.21005606664385468,0.0,0.6424693421803701,0.14039852906190786,0.35791206559194794,0.2008445400441522,0.3860766625740845,0.4519845169612642,0.0,0.5239775902198671,0.7066554466358718,0.0,0.0,0.0,0.6496932963537769,0.5680554894772578
TCGA-CH-5743,0.0,0.13381733728392942,0.0,0.0,0.26182780122426697,0.09071460057563792,0.13168984491717875,0.136098246528989,0.0,0.27889383895126096,0.3808688679287178,0.0,0.0,0.1058272296934792,0.21159904221434675,0.0,0.0,0.12625371764895385,0.0,0.4577946340584562,0.24524292980471163,0.7108628941733373,0.3620778203502102,0.6573564686439617,0.0,0.11274718898397951,0.0,0.06840226030845044,0.7226756348630516,0.10513304072227853,0.02988051262402393,0.5641997950178947,0.14656123317718414,0.5928238647042177,0.11055145553190021,0.5254412328561164,0.3188757439094768,0.03315678741096894,0.0,0.20640692946670108,0.23491565095049713,0.5344004001301712,0.10770972041031081,0.25565758443139946,0.08596777376101603,0.0,0.16338212020149606,0.2238403773728411,0.20999629067940875,0.16183352408990223,0.0,0.09226616145881972,0.6043284000821725,0.32545829289688744,0.0,0.0,0.0,0.0,0.18573681674007508,0.0440360390447104,0.10875195765148704,0.16478137253821834,0.0,0.14178066715714524,0.4705969671224282,0.06371594341393727,0.5792643055513911,0.0,0.16497892278728227,0.0,0.0,0.0,0.0,0.2742928468204473,0.2844918689277039,0.5220904331309062,0.36188380947804366,0.0,0.37488570167781443,0.02859874620533648,0.1529372589079915,0.0,0.0,0.20107895175204576,0.10834595026693045,0.0,0.23957011237581663,0.4589570000850049,0.15898161179727224,0.25622387081204256,0.0,0.36432993280830184,0.41983827529446577,0.2957917217072205,0.7044890276105084,0.0,0.1643676226743453,0.0,0.40237679308033764,0.28660467652977756
TCGA-KK-A8I5,0.3220241309920271,0.0,0.2989322057624613,0.15689336808965063,0.27121919156379093,0.07979658171502961,0.0,0.06521986203056021,0.19694575628381675,0.3455757536029014,0.0,0.0,0.0,0.0,0.387817602837865,0.0,0.21756665953865334,0.15644025621279464,0.0,0.4086469682244005,0.4718637695600323,0.5472065908424575,0.6881851187693715,0.18569762488317273,0.19152704408668664,0.2542353987389623,0.16506299095132393,0.1580677293048671,0.5275929485473687,0.0924796804672018,0.11970865876515255,0.3167277760180272,0.0,0.5579607632873446,0.35535485195822214,0.14868430476593453,0.0,0.0,0.0,0.2812180604717137,0.5105412278036654,0.4552305451893597,0.4748075934391259,0.12251408676400992,0.0,0.18317453662424357,0.0,0.46619554993273205,0.4965813739364748,0.0,0.0,0.15902734909724678,0.37566329980434626,0.13489538808547108,0.0,0.0,0.0846356740969167,0.2009606464316252,0.0,0.0,0.0,0.10052990275027268,0.0,0.0,0.2771485566788659,0.030533420852845716,0.145787619447315,0.0,0.0,0.13993052417377783,0.08382991023579986,0.0,0.0,0.19196151811084305,0.4725132320474151,0.6728869067107479,0.41398123246870855,0.0,0.40043378950067154,0.0919273579446958,0.13453038871673792,0.0,0.48902929747739765,0.24141963625397275,0.23274576416513507,0.0,0.4743144471377805,0.2731454497401149,0.39056414552330254,0.0,0.41487587037973905,0.6493029526475111,0.0,0.2980912148332172,0.4393380950655824,0.11658943771397379,0.0,0.0,0.537175631860499,0.24628880698676286
TCGA-HC-7231,0.0,0.0,0.37754504582579806,0.0,0.6470323094801615,0.5992454650494738,0.0,0.08327136491907856,0.21463765529799197,0.24036947906766418,0.8089728610062875,0.0,0.10939508643890726,0.0,0.5341178640503743,0.2018982322379625,0.0,0.1088139503394999,0.24727064843051977,0.6276448364519642,0.3020743517266793,0.41408069195287417,0.2593383124680735,0.3692792091463362,0.43992428858192245,0.20934153662216215,0.0,0.0,0.295916421955355,0.7551765802203774,0.2847573579660119,0.32793385905186057,0.23557431156981115,0.5727525539379467,0.7066604044074493,0.4650609385155118,0.0,0.09587674725380393,0.11369336242809909,0.4547179654345955,0.5778765656707076,0.44115608725644007,0.22877753477825394,0.3854960302157328,0.0,0.0,0.0,0.1839492872634189,0.0,0.17813270860858738,0.3955661413362962,0.0,0.5558583526877192,0.3187896170471549,0.0,0.5513902428563598,0.0,0.6323316238581036,0.0,0.0,0.0,0.0672242853951792,0.0,0.06888786263969467,0.47508000804873596,0.0,0.18613860381968741,0.0,0.1421899382096197,0.3214106738376994,0.19255146863582892,0.22736566471056574,0.0,0.0,0.48677671757890467,0.8233948489602434,0.46024130082862114,0.0,0.3489600351087008,0.13949618970332373,0.28396380499676704,0.1280755108087051,0.0,0.14818293589699838,0.2833737492346932,0.3218003693287539,0.5440646444438748,0.19715023355349842,0.3868365681239184,0.2820296497564424,0.17109325251071636,0.5082206464722072,0.0,0.12715558824925527,0.635858739282812,0.0,0.2641953040137439,0.0,0.6593033796258563,0.4666846430999267
TCGA-VP-A87B,0.0,0.27012398862234144,0.09350015564745977,0.0,0.5371074462229521,0.0,0.265829427577154,0.1045773501253405,0.0,0.30187091560625495,0.7253654163010134,0.0,0.0,0.9947438925056028,0.2258842064771408,0.2535563352774973,0.0,0.2404504231601409,0.7366365645847469,0.3428145038278628,0.15357513607763695,0.3450011051848652,0.3826678397646508,0.0,0.0,0.15243680759482883,0.0,0.7990703975019211,0.701303554473869,0.19162981640714094,0.10612991897013554,0.2387925080837781,0.5205577292791105,0.6385333869227472,0.22315942554529222,0.42466874953892475,0.34514678825659373,0.11776662621266162,0.0,0.3945103564772656,0.4654651091278518,0.31739127542750184,0.5428756148402514,0.4659963759357005,0.0,0.0,0.32980352825853965,0.0,0.4760711869590623,0.3588210620684635,0.0,0.09986764406049109,0.36638823779764346,0.5951114056520843,0.0,0.19597455805291358,0.0,0.0,0.3749287707421099,0.0,0.0,0.09884948278511478,0.0,0.0,0.0,0.0,0.23376441544353266,0.0,0.3142026431808199,0.5322417925162122,0.6259214610088732,0.0,0.0,0.23734169267911287,0.5927657719783774,0.7086817447534903,0.736572441671946,0.4060511951136537,0.38382349376916824,0.10157732752481445,0.0,0.05972557144506345,0.3071056902656393,0.10344466990201708,0.11727218977764432,0.0,0.800565649470817,0.39712895370694223,0.2897815650676479,0.0,0.15341074381575032,0.29559718576793514,0.14303788697011965,0.15370856937480032,0.5004113242874925,0.186946339184491,0.0,0.0,0.4481747349264708,0.3600069065774674
TCGA-G9-7521,0.49322461029011205,0.0,0.5349101763491393,0.0,0.5731428528697453,0.057616213559766594,0.0,0.0,0.0,0.6112973763103897,0.6109315222490727,0.26842131362263205,0.11355916314457663,0.0,0.43914629542012806,0.20958340122631036,0.0,0.0,0.0,0.6796782640339817,0.40141045204459447,0.6853852183118676,0.011216829653104998,0.09639216884244459,0.2538459748260082,0.175437360993757,0.0,0.11413100477236676,0.4338685912440092,0.2887653791692874,0.12214341929864367,0.3377511780207041,0.0,0.7411226067762838,0.0,0.35179513567951126,0.28528980640924195,0.05532298852659613,0.41311298987498696,0.3453299213824302,0.7007559066692898,0.5781199508093307,0.7334161935833909,0.3978094029205148,0.07691312369208049,0.0,0.0,0.4120664278355336,0.10591602801212872,0.18428428501009836,0.2293493692977941,0.2485421203402873,0.49463584414389233,0.41619546163605126,0.0,0.39685417497323133,0.717623852780064,0.4775331041999649,0.0,0.293501209639024,0.5463400620332736,0.12245340425295316,0.0,0.0,0.0,0.07255509723225485,0.3464280977633422,0.0,0.1476023367802804,0.3325101643906568,0.11110642564792014,0.0,0.2817229702202518,0.2047033250184213,0.7609712466822902,0.787798484392773,0.8500970831750961,0.0,0.5789478783798532,0.08555245388894456,0.3400088301081476,0.5817237402762491,0.2538459748260082,0.0,0.5139334679452123,0.0,0.40114480963509735,0.49195798438867927,0.3534465847097358,0.16273730100930753,0.3820925961948911,0.27540234701252064,0.21197556093868444,0.18747834726291213,0.5124661398608271,0.15452522442483144,0.2742517841263607,0.0,0.6621698832392786,0.23957935127335644
TCGA-HC-A6HY,0.2007589317113925,0.21880437931901398,0.26646499704449345,0.0,0.3761135924155514,0.1387722744938936,0.0,0.2081987144915084,0.2350726244549944,0.0,0.0,0.2630434159513338,0.0,0.425293365557457,0.41212726756995494,0.0,0.0,0.481773055868957,0.0,0.33858108262799136,0.30536711284622964,0.45420767735942985,0.777222580500776,0.6414797667249812,0.4468263700616855,0.07017520375554488,0.0,0.39350391447978106,0.4449035259832441,0.0,0.2462323109558747,0.2701855314830307,0.239641890269582,0.5634004726181389,0.4442788564589482,0.5901702636962076,0.0,0.23596043893033325,0.0,0.08601191856090411,0.5502243313539372,0.42575299773376957,0.37371894637103154,0.39109673920217725,0.2279087013425246,0.0,0.0,0.2770176733613668,0.31385000682384523,0.1007271279206834,0.0,0.08089425150336563,0.6946846339672956,0.42254496948986575,0.0,0.28513506318780146,0.33683319057411615,0.2610126960661627,0.0,0.5109553376732983,0.0,0.1482635198867997,0.0,0.0,0.689951341903645,0.03965756797879147,0.0,0.0,0.1446450818122013,0.5495574413147575,0.10888037668148724,0.0,0.0,0.40864407676186437,0.44571623457306314,0.6238473736871075,0.5380807049929831,0.0,0.6546591406540334,0.04676173536081967,0.09518998568742869,0.02749502703253845,0.2487600982297686,0.20594370835353257,0.4134385943094456,0.0,0.661692514002303,0.0,0.2432049497193914,0.0,0.24847608226090254,0.3653694137180772,0.11586277930079315,0.2645242873416601,0.6851563833861684,0.0,0.6605526728642865,0.48377390974582174,0.5180046891421113,0.4762070591376863
